Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Moin,62,17,461.5,575.9,2006.4,2007.5,2003.5,2003.5,402.0,394.1,432.5,433.1,61.0,521.8,69.2,68.2,88.0,311.0,87.3,87.6,144.4,81.1,63.3,11079.5,6243.3,4836.1,11292.2,6363.2,4929.0
Caldera,50,18,393.0,415.2,1998.5,1995.9,2006.7,2007.7,328.5,690.0,608.0,854.9,68.0,97.5,148.7,151.6,19.5,42.6,103.6,99.2,97.6,77.9,19.7,7438.0,5955.8,1482.3,7580.8,6070.1,1510.7
Quepos,38,9,50.9,14.1,1989.4,1993.4,1990.7,1989.3,137.9,231.6,161.8,181.4,15.0,46.5,30.6,32.9,10.0,12.9,15.3,19.2,20.6,11.7,8.9,1567.1,891.7,675.4,1597.2,908.8,688.4
Limon,38,10,225.1,256.6,2005.1,2004.5,2002.2,2002.8,400.9,549.3,541.7,646.0,45.5,87.4,95.2,94.3,22.0,25.6,26.0,27.1,66.9,56.4,10.4,5119.9,4329.1,790.9,5218.2,4412.2,806.1
Golfito,26,6,19.6,6.8,1987.0,1986.2,1989.1,2001.9,268.2,261.8,328.3,249.2,67.0,52.2,110.6,54.2,3.5,14.1,12.0,40.4,31.6,28.9,2.7,2376.9,2173.6,203.3,2422.6,2215.3,207.2
Puerto Jimenez,21,6,15.5,5.0,1989.5,1995.0,1990.3,1989.6,136.4,158.0,142.4,140.1,15.0,22.1,18.6,16.6,7.0,5.8,7.2,8.3,7.6,5.3,2.3,572.8,399.9,172.8,583.7,407.6,176.2
Puntarenas,17,6,25.9,3.2,1984.8,1989.8,1990.7,1990.1,270.4,205.0,147.6,152.9,67.0,36.2,24.1,28.8,12.0,14.5,15.1,13.7,18.0,12.5,5.6,1369.7,944.6,425.1,1396.0,962.8,433.3
Papagayo,4,4,22.7,2.5,1980.2,1980.2,1994.6,1989.1,271.8,274.5,250.5,249.3,17.0,21.8,17.3,18.7,25.5,21.5,21.3,19.9,7.1,4.3,2.8,551.0,331.4,219.6,561.5,337.7,223.8
Cabo Blanco,3,3,2.4,0.3,1990.3,1990.3,1992.0,1993.8,213.2,212.1,215.6,214.8,40.0,40.0,38.6,39.0,8.0,7.3,8.3,8.1,1.5,1.2,0.4,115.4,87.8,27.6,117.6,89.5,28.2
Turrubares,3,3,4.3,2.9,2000.7,2000.7,2009.5,2009.9,59.6,119.5,62.2,107.4,13.0,16.7,12.8,12.3,4.0,4.7,6.6,8.5,1.0,0.7,0.3,75.5,56.2,19.3,77.0,57.3,19.7
Flamingo,2,1,2.7,1.4,1989.0,1989.0,1989.0,1989.0,134.5,134.5,134.5,134.5,13.5,13.5,13.5,13.5,11.5,11.5,11.5,11.5,0.8,0.5,0.4,64.6,35.3,29.3,65.9,36.0,29.9
Punta Morales,2,2,4.7,7.5,2012.5,2012.5,2014.1,2014.3,221.7,221.7,246.7,263.2,10.5,10.5,13.4,13.8,43.5,43.5,68.6,72.4,2.0,0.5,1.6,153.1,35.7,117.4,156.1,36.4,119.7
Puerto Caldera,2,2,19.3,24.5,2013.5,2013.5,2010.6,2010.7,547.2,547.2,471.8,413.5,90.5,90.5,96.8,96.5,20.5,20.5,18.4,18.5,3.5,3.2,0.3,269.7,248.3,21.4,274.8,253.1,21.8
Palmar Norte,1,1,0.1,0.0,1982.0,1982.0,1982.0,1982.0,122.1,122.1,122.1,122.1,36.0,36.0,36.0,36.0,4.0,4.0,4.0,4.0,0.5,0.4,0.1,38.6,33.4,5.1,39.3,34.1,5.2
Pital,1,1,0.4,0.1,2000.0,2000.0,2000.0,2000.0,94.7,94.7,94.7,94.7,21.0,21.0,21.0,21.0,6.0,6.0,6.0,6.0,0.3,0.2,0.1,19.4,11.9,7.5,19.7,12.1,7.6
Sixaola/Talamanca,1,1,0.5,0.7,2006.0,2006.0,2006.0,2006.0,52.4,52.4,52.4,52.4,45.0,45.0,45.0,45.0,28.0,28.0,28.0,28.0,0.9,0.5,0.3,66.2,41.4,24.9,67.5,42.2,25.4
