Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1035,135,32031.2,38553.7,2006.5,2006.8,2006.8,2006.9,771.0,1432.8,1288.6,1276.8,69.0,103.1,163.2,165.0,18.0,22.0,20.2,20.0,6118.6,5757.6,361.0,472065.3,444511.8,27553.4,481128.9,453046.5,28082.5
Refrigerated bulk,300,52,7141.9,6755.7,1998.0,1996.5,2001.3,2001.2,1137.4,2133.2,1958.8,1973.0,67.0,139.9,234.3,238.3,21.0,43.0,48.0,48.7,2707.5,2453.1,254.5,206795.1,187672.5,19122.6,210765.6,191275.8,19489.8
Cruise,219,71,11231.7,1141.7,2000.7,1999.1,2003.6,2002.8,642.7,786.6,787.4,801.1,44.0,81.2,67.4,71.3,8.0,13.7,8.8,8.9,2645.5,2478.5,167.0,204607.6,191750.9,12856.7,208536.1,195432.5,13103.6
Bulk carrier,201,182,11781.1,17119.9,2011.9,2011.8,2012.3,2012.4,880.0,1558.3,2075.1,1869.3,86.0,170.9,580.9,542.0,63.0,90.7,106.4,107.0,982.2,911.1,71.1,76000.7,70526.4,5474.3,77459.9,71880.5,5579.4
General cargo,140,87,2088.2,2708.7,2002.4,2005.4,2004.3,2004.7,589.2,1445.5,1439.6,1374.2,64.0,155.2,280.0,265.6,43.5,69.0,66.0,66.1,375.4,343.3,32.2,28831.9,26413.6,2418.3,29385.5,26920.8,2464.7
Vehicle,124,97,7326.8,2375.6,2007.4,2008.2,2007.7,2007.6,685.5,1002.1,1029.6,1021.2,53.0,73.1,171.2,167.7,11.0,16.9,21.2,21.0,454.9,430.9,24.0,35232.6,33371.1,1861.6,35909.1,34011.8,1897.3
Chemical tanker,98,65,3193.2,5340.8,2010.5,2011.0,2011.5,2011.5,1601.6,1521.0,1564.6,1573.1,143.0,168.2,214.9,216.1,40.5,45.9,53.3,53.5,514.5,428.9,85.7,39479.2,33019.9,6459.3,40237.2,33653.9,6583.3
Liquefied gas tanker,40,8,1634.7,1590.5,2002.7,2003.8,2006.6,2006.4,1495.6,2143.4,3509.1,3234.5,114.5,171.4,376.6,362.8,19.0,19.0,25.1,25.2,230.1,215.5,14.6,17712.9,16606.0,1107.0,18053.0,16924.8,1128.2
Miscellaneous - fishing,28,13,89.0,71.1,1989.9,1992.6,2005.7,2007.3,293.6,1216.8,2641.4,2438.7,39.5,276.3,1750.3,1706.1,29.5,113.5,131.5,143.9,55.2,50.8,4.4,4141.3,3814.3,327.0,4220.8,3887.6,333.3
Oil tanker,27,14,580.7,878.3,2011.9,2009.4,2009.6,2008.9,1561.8,1388.7,1321.9,1293.9,155.0,177.8,252.8,269.6,28.0,39.2,43.1,43.4,156.3,131.0,25.3,11990.9,10078.1,1912.9,12221.1,10271.6,1949.6
Service - tug,23,15,3.9,2.6,2008.2,2006.1,1996.1,1994.4,304.2,612.8,509.9,523.9,46.0,147.8,253.3,278.1,76.0,126.9,109.3,110.0,20.5,17.0,3.5,1537.5,1274.5,263.0,1567.0,1299.0,268.1
Ro-Ro,20,3,245.9,221.1,1986.2,1992.7,1985.1,1985.1,1281.4,1011.0,1231.3,1243.4,128.5,478.5,191.6,174.6,40.0,456.3,108.2,87.4,76.0,54.4,21.6,5845.7,4193.5,1652.2,5958.0,4274.0,1683.9
Offshore,18,2,3.6,3.9,2001.1,1991.0,1995.5,1990.2,258.4,554.2,346.8,422.6,28.0,47.2,66.5,75.4,49.5,323.0,310.4,431.4,12.6,4.8,7.8,943.4,358.0,585.5,961.5,364.8,596.7
Other liquids tankers,9,1,43.4,46.8,2018.0,2018.0,2018.0,2018.0,1156.4,1156.4,1105.9,1105.9,134.0,134.0,190.8,190.8,35.0,35.0,48.3,48.3,39.1,32.0,7.1,3008.0,2471.2,536.8,3065.7,2518.6,547.1
Ferry-RoPax,6,5,10.1,1.7,2007.7,2007.8,2009.0,2009.8,473.8,933.1,359.4,516.6,184.0,449.4,236.5,544.7,67.5,275.2,139.8,351.0,18.0,11.6,6.3,1353.5,877.8,475.6,1379.5,894.7,484.8
Service - other,4,4,37.1,31.0,2000.2,2000.2,1996.5,1993.7,1807.7,2206.4,1908.1,1894.9,293.5,308.5,406.6,417.6,212.5,367.0,556.0,706.7,15.3,12.7,2.6,1157.3,961.9,195.4,1179.5,980.3,199.2
Ferry-pax only,2,2,12.4,3.5,1995.0,1995.0,1984.9,1978.8,733.7,733.7,729.2,726.6,1377.5,1377.5,786.7,427.3,144.5,144.5,210.3,250.3,13.8,12.5,1.3,1041.1,940.0,101.1,1061.1,958.0,103.1
