Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Moin,865,219,23472.3,27787.6,2002.8,2004.6,2004.4,2005.1,982.5,1599.4,1303.0,1289.2,73.0,150.6,205.8,202.9,42.0,60.9,62.5,66.1,5534.4,4688.3,846.1,425199.0,360491.8,64707.2,433362.8,367413.2,65949.6
Limon,572,184,15303.7,12864.5,2005.1,2005.6,2005.6,2006.2,698.2,1386.0,883.5,1095.0,64.0,137.0,156.0,221.1,27.0,54.6,29.2,40.6,3203.4,2924.4,278.9,247271.7,225837.8,21434.0,252019.3,230173.9,21845.5
Caldera,520,253,19148.1,21611.5,2009.0,2009.0,2010.0,2010.8,822.5,1743.1,1221.6,1494.4,50.0,173.3,319.2,403.6,34.0,96.2,94.8,119.8,2421.4,2158.6,262.7,186678.6,166593.5,20085.2,190262.8,169792.1,20470.8
Corral,99,43,7935.6,9990.3,2004.5,2006.0,2012.2,2012.2,254.7,3803.3,8779.9,9122.5,80.0,565.5,949.6,945.3,9.0,133.5,281.9,283.0,556.4,527.0,29.4,42934.8,40671.7,2263.2,43759.2,41452.5,2306.6
Puntarenas,71,32,4323.2,415.3,2000.7,2000.2,2002.1,2001.9,830.7,782.8,840.1,816.5,66.0,61.1,74.6,73.5,11.0,23.1,11.0,12.1,1031.0,962.3,68.7,79859.8,74538.7,5321.1,81393.1,75969.9,5423.3
Golfito,70,43,730.3,871.7,2002.5,2002.8,2007.6,2009.1,644.3,1213.3,1097.3,1164.3,69.5,145.3,187.4,190.0,25.5,153.0,73.5,65.3,225.2,161.6,63.5,17202.7,12414.1,4788.6,17533.0,12652.4,4880.5
Puerto Caldera,60,59,5482.3,8708.2,2011.5,2011.5,2012.3,2012.4,1938.3,2996.1,2984.2,3434.3,352.5,388.8,683.3,713.5,38.0,61.8,86.2,89.8,570.9,545.2,25.7,44084.7,42103.3,1981.3,44931.1,42911.7,2019.4
Puerto Jimenez,14,8,154.1,190.3,1994.8,2000.6,2006.7,2007.6,186.3,822.1,798.7,978.7,21.0,98.2,165.8,171.8,8.0,17.8,27.4,28.5,24.1,22.4,1.7,1849.6,1721.0,128.5,1885.1,1754.1,131.0
Punta Morales,9,9,138.2,225.4,2011.8,2011.8,2011.9,2011.9,580.1,727.3,692.9,692.8,65.0,73.3,79.0,79.4,90.0,84.7,81.5,80.8,18.7,14.6,4.2,1449.7,1126.8,322.9,1477.5,1148.4,329.1
Quepos,3,3,18.1,4.4,1996.0,1996.0,1999.9,1994.9,543.2,644.5,667.8,604.8,42.0,47.3,51.2,45.1,9.0,9.0,8.1,10.4,6.8,6.2,0.6,516.4,468.2,48.2,526.3,477.2,49.1
Papagayo,2,2,22.7,2.6,1991.5,1991.5,1993.3,1993.8,340.8,340.8,308.8,319.1,26.0,26.0,28.7,29.4,8.0,8.0,8.5,8.6,5.0,4.3,0.7,388.4,334.2,54.2,395.8,340.6,55.3
Sixaola/Talamanca,2,1,73.6,23.2,1990.0,1990.0,1990.0,1990.0,636.1,636.1,636.1,636.1,90.0,90.0,86.7,86.7,0.0,0.0,0.0,0.0,4.0,4.0,0.0,306.7,306.7,0.0,312.6,312.6,0.0
Turrubares,2,2,24.7,6.3,2012.5,2012.5,2013.8,2014.4,401.3,401.3,300.6,281.8,43.0,43.0,33.6,29.4,6.0,6.0,3.4,2.2,3.9,3.5,0.5,297.2,261.0,36.1,302.9,266.1,36.8
Pital,2,2,4.2,5.5,2015.0,2015.0,2016.2,2016.8,308.4,308.4,163.8,144.6,39.0,39.0,28.9,23.4,7.0,7.0,2.8,0.6,0.6,0.5,0.0,43.3,41.5,1.8,44.1,42.3,1.8
Tres Rios,1,1,0.0,0.0,1978.0,1978.0,1978.0,1978.0,17.1,17.1,17.1,17.1,14.0,14.0,14.0,14.0,34.0,34.0,34.0,34.0,0.1,0.0,0.1,10.3,3.0,7.3,10.5,3.1,7.5
Rio Jimenez,1,1,0.6,1.0,1978.0,1978.0,1978.0,1978.0,816.7,816.7,816.7,816.7,191.0,191.0,191.0,191.0,248.0,248.0,248.0,248.0,1.5,0.8,0.7,114.3,60.8,53.4,116.5,62.0,54.5
Rio Frio,1,1,12.4,5.1,1994.0,1994.0,1994.0,1994.0,295.3,295.3,295.3,295.3,43.0,43.0,43.0,43.0,1.0,1.0,1.0,1.0,0.8,0.8,0.0,64.1,63.5,0.7,65.4,64.7,0.7
Ciruelas,1,1,15.3,18.1,2010.0,2010.0,2010.0,2010.0,2130.0,2130.0,2130.0,2130.0,168.0,168.0,168.0,168.0,12.0,12.0,12.0,12.0,3.9,3.6,0.3,300.8,280.7,20.1,306.5,286.1,20.4
