Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ro-Ro,85,2,89.3,64.6,1990.0,1990.5,1990.0,1990.0,184.5,193.3,178.9,178.9,17.0,19.2,17.1,17.1,5.0,13.0,9.6,9.6,30.5,24.4,6.1,2314.8,1858.4,456.4,2359.2,1894.1,465.1
General cargo,37,7,25.9,38.9,1987.8,1988.0,2001.9,2002.5,143.3,177.8,278.3,283.2,23.0,27.9,38.2,36.5,23.0,44.5,28.9,25.6,8.4,6.4,2.0,640.1,489.8,150.3,652.4,499.2,153.2
Offshore,31,6,2.2,2.9,1980.0,1986.3,1980.3,1979.1,100.6,138.3,108.8,104.8,13.0,154.4,90.3,59.8,7.0,17.9,28.7,25.9,8.3,6.2,2.1,623.1,469.1,154.0,635.0,478.1,156.9
Cruise,23,4,18.1,1.8,1989.9,1987.8,1990.1,1990.1,118.1,664.7,229.8,267.1,14.0,95.9,112.2,141.8,10.0,16.0,19.6,20.2,16.9,11.6,5.3,1270.2,872.8,397.4,1294.6,889.6,405.1
Oil tanker,23,2,118.0,201.5,2003.2,2005.0,2006.3,2006.4,113.2,1218.7,737.5,806.3,28.0,419.2,683.8,700.1,25.0,84.2,127.4,129.6,44.3,27.0,17.3,3355.9,2053.9,1302.1,3420.4,2093.3,1327.1
Ferry-RoPax,20,3,1.6,0.4,1971.4,1972.3,1970.9,1970.8,87.6,105.9,110.9,111.9,12.5,17.3,18.7,18.8,7.5,7.0,7.3,7.3,2.5,1.9,0.6,188.8,142.1,46.7,192.5,144.9,47.6
Chemical tanker,12,3,11.4,16.7,2008.1,2010.7,2007.8,2007.6,264.4,227.3,232.5,233.8,24.0,24.8,37.6,37.5,16.5,13.5,24.1,24.4,8.3,5.4,3.0,633.3,409.1,224.2,645.5,416.9,228.5
Service - tug,6,3,0.4,0.3,1973.0,1971.0,1972.3,1971.9,243.2,336.0,250.0,259.1,56.5,60.7,62.1,63.2,8.5,8.2,19.1,18.2,1.3,1.3,0.1,100.7,94.5,6.2,102.6,96.3,6.4
Service - other,2,2,71.9,49.6,1998.0,1998.0,2000.8,2000.9,2586.5,2586.5,2734.0,3463.7,495.0,495.0,933.9,951.9,208.5,208.5,346.1,351.7,15.1,13.2,2.0,1165.2,1015.9,149.2,1187.5,1035.5,152.1
Ferry-pax only,1,1,0.3,0.1,1918.0,1918.0,1918.0,1918.0,1319.7,1319.7,1319.7,1319.7,201.0,201.0,201.0,201.0,11.0,11.0,11.0,11.0,0.4,0.3,0.0,27.1,25.7,1.4,27.6,26.2,1.4
Vehicle,1,1,4.5,1.8,1996.0,1996.0,1996.0,1996.0,461.6,461.6,461.6,461.6,45.0,45.0,45.0,45.0,11.0,11.0,11.0,11.0,0.7,0.6,0.1,56.3,47.4,8.9,57.3,48.3,9.0
