Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Virgin Islands (U.S.),67,4,42.7,29.9,1989.1,1982.5,1989.7,1989.8,109.2,109.2,114.4,114.0,11.0,13.4,12.6,12.0,3.0,3.8,3.0,2.8,14.7,12.6,2.1,1118.8,961.4,157.5,1140.3,979.8,160.5
Saint Kitts and Nevis,53,13,18.0,16.6,1989.2,1986.0,1994.7,1997.5,87.1,88.2,93.6,97.5,10.0,16.9,20.2,19.7,13.0,17.0,35.7,52.4,26.3,9.8,16.5,1981.3,740.0,1241.3,2019.3,754.2,1265.2
Virgin Islands (British),40,10,6.9,5.3,1981.2,1985.2,1988.4,1989.0,114.1,120.0,118.9,122.3,22.0,19.2,33.1,33.9,13.0,11.6,14.4,15.7,8.1,5.3,2.8,606.9,399.7,207.1,618.5,407.4,211.1
Guadeloupe,13,4,11.1,15.2,2001.7,1993.8,2003.1,2004.9,166.8,179.5,176.9,174.5,18.0,17.8,18.4,18.4,8.0,17.4,13.5,11.7,3.7,2.9,0.8,283.7,221.4,62.3,289.1,225.6,63.5
Montserrat,13,5,5.7,8.5,1991.1,1988.2,1998.5,1998.3,118.7,120.8,128.3,128.5,13.0,17.2,14.7,14.8,37.0,45.6,53.9,52.8,7.3,1.7,5.6,546.6,126.1,420.5,557.1,128.5,428.6
Martinique,13,7,10.3,11.6,1991.5,1992.9,2002.4,2005.4,247.3,265.0,270.4,281.2,50.0,57.8,70.1,85.4,32.0,46.6,57.0,40.0,10.5,8.0,2.4,791.3,610.1,181.2,806.5,621.8,184.7
Puerto Rico,11,1,11.9,8.6,1990.0,1990.0,1990.0,1990.0,180.0,180.0,184.4,184.4,16.0,16.0,17.4,17.4,2.0,2.0,2.8,2.8,3.5,3.2,0.3,261.9,239.8,22.1,266.9,244.4,22.6
"Bonaire, Sint Eustatius and Saba",8,5,8.7,15.2,1980.0,1981.8,2005.9,2006.2,61.1,82.6,182.9,187.6,12.5,37.3,144.0,145.2,11.0,19.0,33.9,34.0,4.3,2.0,2.3,330.6,156.3,174.4,337.0,159.3,177.7
Antigua and Barbuda,7,2,0.6,0.4,1974.0,1976.5,1975.5,1978.3,103.6,111.5,109.3,116.0,14.0,14.2,14.2,14.7,32.0,17.5,19.9,9.4,1.4,0.6,0.8,107.6,49.0,58.6,109.6,49.9,59.7
Saint Lucia,4,2,5.6,8.3,2006.2,2007.5,2005.8,2005.8,301.6,300.2,327.7,328.2,86.5,86.5,116.4,117.2,15.5,15.5,17.5,17.6,6.3,5.6,0.7,479.6,425.6,54.0,488.8,433.8,55.0
Dominica,3,3,2.3,3.5,1997.7,1997.7,2005.5,2005.5,205.8,208.2,214.4,214.3,23.0,23.7,22.7,22.7,23.0,26.0,16.0,16.0,0.9,0.7,0.2,70.9,53.0,18.0,72.3,54.0,18.3
United States of America,2,2,23.3,17.9,1989.5,1989.5,1998.8,1997.0,1334.8,1334.8,1465.8,1434.2,314.5,314.5,427.2,406.0,63.0,63.0,21.0,28.9,3.7,3.6,0.1,281.9,273.6,8.3,287.3,278.8,8.4
Anguilla,1,1,0.0,0.1,2003.0,2003.0,2003.0,2003.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.2,0.1,0.1,14.7,6.7,7.9,14.9,6.8,8.1
United Kingdom of Great Britain and Northern Ireland,1,1,0.6,0.9,2003.0,2003.0,2003.0,2003.0,117.9,117.9,117.9,117.9,43.0,43.0,43.0,43.0,85.0,85.0,85.0,85.0,1.6,0.5,1.1,122.9,38.6,84.3,125.2,39.3,85.9
Cabo Verde,1,1,0.9,0.3,1918.0,1918.0,1918.0,1918.0,3930.1,3930.1,3930.1,3930.1,821.0,821.0,821.0,821.0,49.0,49.0,49.0,49.0,1.5,1.4,0.1,111.3,105.0,6.3,113.4,107.0,6.4
Dominican Republic,1,1,0.3,0.1,1991.0,1991.0,1991.0,1991.0,451.2,451.2,451.2,451.2,59.0,59.0,59.0,59.0,30.0,30.0,30.0,30.0,0.8,0.2,0.5,58.5,18.1,40.4,59.6,18.5,41.2
Saint Barthélemy,1,1,0.2,0.0,1991.0,1991.0,1991.0,1991.0,68.3,68.3,68.3,68.3,17.0,17.0,17.0,17.0,24.0,24.0,24.0,24.0,0.7,0.2,0.4,52.3,18.6,33.7,53.3,19.0,34.3
Sint Maarten (Dutch part),1,1,0.1,0.0,1970.0,1970.0,1970.0,1970.0,104.7,104.7,104.7,104.7,21.0,21.0,21.0,21.0,83.0,83.0,83.0,83.0,0.5,0.1,0.4,36.8,8.9,27.9,37.6,9.1,28.5
Viet Nam,1,1,0.0,0.0,2020.0,2020.0,2020.0,2020.0,38.1,38.1,38.1,38.1,8.0,8.0,8.0,8.0,56.0,56.0,56.0,56.0,0.2,0.0,0.1,12.1,1.5,10.6,12.4,1.5,10.8
