Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,122,29,1002.4,1299.1,2003.9,2004.6,2004.0,2004.0,149.0,341.6,384.7,386.4,26.0,35.1,87.9,88.4,30.5,41.9,32.7,32.7,212.7,158.6,54.1,16416.4,12252.9,4163.5,16731.6,12488.2,4243.4
Bulk carrier,92,86,9120.7,16622.0,2009.8,2009.8,2010.2,2010.2,1722.0,2251.5,2876.6,2977.5,161.5,225.3,527.0,539.9,72.5,110.4,216.8,221.0,649.4,610.2,39.1,50280.3,47259.1,3021.1,51245.7,48166.5,3079.2
General cargo,56,30,2077.8,2722.5,1999.2,2004.6,1998.0,1998.0,696.0,2591.3,2953.4,2589.7,84.5,281.8,777.3,743.2,33.0,68.5,94.1,96.5,312.0,292.5,19.5,24010.9,22545.1,1465.8,24471.9,22978.0,1493.9
Chemical tanker,49,24,891.6,1452.2,2006.4,2009.5,2011.1,2011.3,498.2,1277.9,1145.0,1159.2,63.0,140.4,186.6,188.0,31.0,39.0,37.4,37.4,171.4,140.0,31.5,13209.1,10800.0,2409.1,13462.7,11007.4,2455.3
Miscellaneous - fishing,47,18,184.2,95.1,1988.9,1988.2,1986.4,1985.7,1267.8,2478.2,2358.5,2484.0,161.0,368.6,599.3,583.2,68.0,166.7,323.0,468.2,96.2,67.3,28.9,7224.1,5055.8,2168.3,7362.8,5152.9,2210.0
Refrigerated bulk,41,7,71.2,76.0,1986.0,1986.6,1985.6,1984.7,983.3,902.1,921.8,917.0,118.0,152.0,192.1,186.3,95.0,113.4,140.4,139.0,124.1,65.6,58.4,9331.1,4945.9,4385.3,9510.3,5040.8,4469.5
Ro-Ro,26,11,3034.7,1344.5,2012.2,2008.8,2014.0,2014.0,1851.0,1427.5,1708.0,1700.8,119.5,93.5,125.7,126.4,24.5,36.8,29.2,29.3,217.0,204.9,12.1,16802.2,15864.8,937.4,17124.8,16169.4,955.4
Oil tanker,12,3,54.3,82.8,1997.8,2003.0,1999.9,2000.3,1401.8,689.0,618.7,589.2,170.5,92.3,124.0,119.6,48.0,41.8,43.2,42.8,17.9,13.0,4.9,1363.2,988.7,374.5,1389.4,1007.7,381.7
Service - tug,6,6,5.2,3.8,2000.5,2000.5,2010.3,2010.4,1248.5,1288.9,1870.0,1954.3,412.5,687.7,666.3,558.2,91.5,126.8,134.9,139.3,11.1,10.5,0.6,837.0,791.8,45.2,853.1,807.0,46.0
Liquefied gas tanker,6,4,41.7,49.7,2009.7,2008.5,2010.7,2010.7,918.9,1133.8,1065.1,1053.1,90.5,100.2,107.5,105.6,49.5,62.0,68.0,66.3,13.5,10.4,3.1,1033.1,801.9,231.2,1052.9,817.3,235.6
Vehicle,5,2,221.4,60.3,2005.4,2003.0,2005.7,2005.4,838.4,870.5,933.1,925.3,65.0,63.8,72.8,72.1,18.0,17.8,14.3,14.4,14.5,13.7,0.8,1124.4,1063.2,61.2,1146.0,1083.6,62.4
Cruise,1,1,12.9,1.2,1994.0,1994.0,1994.0,1994.0,758.3,758.3,758.3,758.3,47.0,47.0,47.0,47.0,29.0,29.0,29.0,29.0,4.8,3.6,1.2,370.2,277.4,92.8,377.3,282.7,94.6
