Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guinea,94,39,318.4,364.9,2002.4,2002.8,2001.6,2005.1,105.5,493.4,171.6,152.9,11.0,88.0,214.0,132.4,31.5,63.8,74.4,57.1,103.7,59.2,44.5,7930.1,4518.8,3411.3,8082.3,4605.5,3476.8
Liberia,62,35,374.6,499.1,1999.5,1998.2,2002.5,2003.4,306.9,586.3,361.6,350.3,31.0,87.7,93.1,77.9,44.0,108.5,62.4,49.0,113.6,65.4,48.2,8701.0,5031.1,3669.9,8868.0,5127.7,3740.4
Côte d'Ivoire,45,23,609.3,849.0,1997.7,2003.3,2003.6,2003.6,724.0,791.6,745.5,734.8,67.0,99.1,89.7,95.0,31.0,52.6,42.2,46.5,90.2,74.8,15.4,6934.9,5763.7,1171.2,7068.1,5874.4,1193.7
Ghana,38,20,377.3,570.4,1995.0,2003.3,2007.4,2009.2,1001.5,1067.9,1024.4,1017.3,117.0,247.1,113.3,104.2,64.0,42.4,40.6,32.8,95.7,70.0,25.7,7262.4,5331.4,1931.0,7401.8,5433.8,1968.0
Spain,34,26,1167.1,1881.4,2000.0,2001.5,2007.1,2007.6,1483.4,1917.7,2035.7,2045.3,159.0,155.4,171.2,173.5,50.5,85.9,76.7,79.5,152.6,138.2,14.4,11757.2,10659.7,1097.6,11983.0,10864.3,1118.6
Senegal,29,24,223.2,274.1,2001.3,2003.3,2006.8,2007.9,592.1,1270.9,628.2,612.0,63.0,193.3,129.4,110.4,34.0,76.6,67.4,57.1,51.8,39.8,12.0,3954.7,3044.5,910.1,4030.6,3103.0,927.6
Morocco,28,13,3105.6,1687.3,2012.6,2010.2,2014.0,2012.9,1864.6,1888.0,1872.0,1867.6,122.0,134.4,126.0,130.4,24.0,31.8,29.1,31.8,234.6,224.9,9.7,18166.5,17415.9,750.6,18515.3,17750.3,765.0
Togo,22,10,391.9,464.5,2005.6,2008.1,2007.8,2008.4,1110.4,1167.2,1154.8,1157.0,113.5,136.2,139.7,158.5,19.0,22.4,22.5,25.9,57.7,52.3,5.4,4437.3,4029.2,408.0,4522.5,4106.6,415.9
Gambia,14,7,82.9,100.0,1998.4,2002.7,2000.4,2001.5,489.3,527.9,491.8,492.3,50.5,110.8,60.2,70.6,32.5,40.9,39.6,31.6,20.0,14.3,5.7,1528.7,1095.0,433.7,1558.0,1116.0,442.0
Gibraltar,13,13,754.8,1305.5,2009.0,2009.0,2009.7,2009.7,2068.4,2064.7,2063.5,2063.2,170.0,169.3,168.3,168.1,118.0,131.8,120.3,119.0,75.6,70.7,5.0,5854.2,5472.3,381.9,5966.6,5577.4,389.2
Guinea-Bissau,13,6,45.6,47.7,1992.6,1996.8,1989.5,1990.3,578.2,2431.7,1324.0,1120.0,86.0,310.2,327.5,283.7,92.0,209.6,777.9,769.2,33.2,15.2,18.1,2497.9,1139.7,1358.2,2545.8,1161.6,1384.3
Mauritania,8,8,162.2,263.8,2007.9,2007.9,2012.1,2012.5,924.1,912.8,899.5,899.5,81.5,82.6,79.3,78.9,23.5,37.6,27.5,26.9,26.1,20.9,5.2,2009.6,1612.3,397.3,2048.2,1643.2,405.0
Benin,8,8,226.4,358.1,2006.6,2006.6,2008.0,2008.0,1214.8,1259.2,1267.9,1271.3,124.0,229.5,234.8,249.9,53.5,83.9,71.5,70.4,36.5,30.6,5.9,2809.0,2355.7,453.3,2862.9,2400.9,462.0
Malta,6,6,587.2,1004.7,2010.5,2010.5,2010.8,2010.9,3041.4,3090.5,3098.6,3100.2,252.5,252.3,254.3,254.3,115.0,123.5,112.0,109.7,56.3,53.9,2.3,4355.6,4177.9,177.7,4439.2,4258.2,181.1
Nigeria,5,5,93.4,153.7,1995.4,1995.4,2010.5,2011.1,1289.2,1207.0,1093.9,1087.2,114.0,131.6,110.5,110.4,14.0,108.8,16.7,14.7,13.9,10.8,3.1,1063.8,832.5,231.3,1084.2,848.5,235.7
China,5,5,966.9,1218.9,2000.6,2000.6,1991.4,1991.6,6487.4,6699.6,10076.4,9846.1,1042.0,921.4,1091.1,1090.9,48.0,68.8,115.9,116.8,125.6,123.3,2.2,9675.1,9506.0,169.1,9860.9,9688.5,172.3
Netherlands,4,4,229.2,348.7,2013.0,2013.0,2014.1,2014.5,3162.6,3171.7,3166.5,3158.1,300.5,313.0,278.1,272.7,41.5,61.0,37.9,37.7,36.5,34.8,1.7,2799.9,2671.4,128.5,2853.6,2722.7,131.0
Belgium,4,4,390.1,470.7,2010.0,2010.0,2010.3,2010.5,3136.6,3137.5,3146.7,3127.5,237.0,236.2,230.9,241.4,24.0,28.8,27.4,27.7,53.2,50.9,2.3,4104.5,3925.9,178.5,4183.3,4001.3,181.9
Brazil,3,3,177.4,260.0,2012.0,2012.0,2012.0,2012.0,3415.2,3423.9,3419.0,3409.7,296.0,316.7,314.0,309.4,261.0,250.7,244.0,240.2,26.4,23.1,3.2,2030.3,1786.6,243.7,2069.3,1820.9,248.4
