Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,2731,1840,294038.1,531265.9,2010.1,2010.2,2010.7,2010.7,2202.1,2705.6,2875.2,2900.6,215.0,264.0,377.5,378.9,97.0,135.6,130.3,130.0,23814.7,21951.1,1863.6,1841384.0,1697985.5,143398.5,1876738.6,1730586.8,146151.8
Oil tanker,812,537,127174.2,237258.6,2008.7,2008.8,2010.0,2010.0,1438.5,2536.7,3065.6,3122.0,176.0,259.6,641.2,652.2,39.0,77.0,83.3,83.1,12140.2,9699.3,2440.9,936050.2,748773.6,187276.6,954022.4,763150.1,190872.3
Chemical tanker,771,551,32258.0,53126.4,2009.0,2009.3,2009.7,2009.7,1368.7,2045.1,2111.2,2132.4,139.0,189.4,326.4,327.3,39.0,66.4,58.0,57.9,5566.2,4687.6,878.7,428668.6,361342.8,67325.8,436899.0,368280.6,68618.5
General cargo,741,489,16827.7,24157.8,2006.9,2006.9,2007.1,2007.0,1451.4,1972.5,2355.3,2350.7,147.0,184.9,325.3,324.8,52.0,77.0,97.8,99.3,2847.5,2582.2,265.3,218643.3,198677.1,19966.2,222841.2,202491.7,20349.5
Liquefied gas tanker,363,221,79855.3,70087.0,2009.7,2009.7,2010.0,2010.1,1831.7,2729.8,3780.9,3678.7,153.0,220.0,417.0,405.1,37.0,65.9,83.8,83.3,8797.8,7947.4,850.4,636809.1,571733.4,65075.7,649035.9,582710.7,66325.2
Cruise,218,73,8814.8,863.7,1998.7,1998.6,2004.4,2003.0,323.6,432.6,567.9,561.0,20.0,30.9,51.5,51.4,10.0,33.0,15.0,14.9,1942.3,1690.0,252.3,149999.9,130483.8,19516.1,152879.9,132989.1,19890.8
Container,162,113,4625.3,5702.0,2004.4,2004.9,2006.9,2006.8,506.5,1265.8,1277.7,1287.1,52.0,113.7,283.3,287.4,17.0,32.3,26.2,26.4,743.7,679.6,64.1,57370.1,52471.7,4898.3,58471.6,53479.2,4992.4
Refrigerated bulk,83,54,1815.5,1973.3,1995.2,1994.4,1995.9,1995.5,1709.3,2020.2,2377.6,2348.8,124.0,174.1,257.3,257.6,61.0,121.9,137.5,141.6,903.6,682.4,221.3,68711.7,52093.5,16618.2,70031.0,53093.7,16937.2
Offshore,27,22,1078.4,1558.0,2006.9,2007.0,2009.2,2008.8,1381.3,1650.7,2890.0,4562.3,156.0,221.1,518.1,623.9,70.0,258.2,303.8,202.5,159.6,142.4,17.1,12159.5,10871.0,1288.5,12392.9,11079.7,1313.2
Service - tug,27,22,70.3,62.6,2005.6,2004.1,2004.5,2004.3,1189.0,1428.7,1495.2,1524.3,184.0,216.8,324.8,312.5,51.0,221.8,321.8,293.5,65.3,59.0,6.3,4916.6,4446.1,470.6,5011.0,4531.4,479.6
Ro-Ro,26,17,1229.8,668.0,2000.8,2002.3,2005.7,2004.9,1192.8,1816.9,2129.9,2083.3,103.0,143.1,234.2,232.7,27.0,43.6,57.3,57.2,181.0,162.4,18.6,13945.2,12527.0,1418.2,14212.9,12767.5,1445.5
Ferry-RoPax,26,10,239.0,56.9,1996.2,1999.2,2002.0,2001.7,327.9,870.5,652.6,577.2,22.0,84.6,106.5,103.7,20.5,56.2,104.3,95.0,64.5,44.9,19.5,4895.9,3414.0,1481.9,4989.9,3479.5,1510.3
Service - other,15,15,295.5,372.1,2005.3,2005.3,2008.4,2008.8,2036.4,2257.7,2389.1,2424.1,209.0,229.3,306.4,292.7,47.0,461.5,1211.0,1597.4,99.2,85.3,13.9,7497.4,6448.1,1049.3,7641.3,6571.9,1069.4
Vehicle,10,9,682.4,340.9,1998.9,1998.6,1996.5,1995.8,1143.9,1607.1,1732.4,2156.2,92.0,127.9,185.0,203.4,12.0,21.1,15.1,12.6,54.6,52.8,1.8,4212.4,4074.7,137.8,4293.3,4152.9,140.4
Miscellaneous - fishing,5,5,26.6,12.2,2006.2,2006.2,2016.9,2017.0,1725.5,2822.9,3249.3,3735.3,204.0,266.6,407.1,432.1,59.0,81.4,141.6,149.4,11.8,11.1,0.6,884.4,835.9,48.6,901.4,851.9,49.5
Other liquids tankers,2,2,114.6,161.9,2015.0,2015.0,2015.5,2015.5,2065.3,2065.3,2052.3,2065.3,177.5,177.5,223.0,223.7,99.5,99.5,76.6,76.3,13.4,9.9,3.5,1038.9,769.2,269.7,1058.9,784.0,274.9
Yacht,1,1,0.4,0.0,2010.0,2010.0,2010.0,2010.0,781.0,781.0,781.0,781.0,20.0,20.0,20.0,20.0,136.0,136.0,136.0,136.0,0.4,0.2,0.2,29.3,12.5,16.8,29.8,12.7,17.1
