Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Spain,1186,876,16076.9,20500.1,2006.7,2007.4,2007.7,2008.8,317.1,468.9,459.4,463.4,40.0,62.5,135.6,113.9,10.0,27.1,26.5,29.2,2966.1,2218.1,748.0,227183.8,170139.8,57044.0,231545.7,173406.5,58139.3
United States of America,539,504,89983.3,154245.3,2010.8,2010.8,2011.0,2010.9,4658.1,4330.6,4285.1,4272.4,383.0,386.2,393.2,394.5,9.0,13.3,13.1,13.2,8000.4,7901.6,98.8,615195.3,607570.4,7624.8,627007.0,619235.8,7771.2
Turkey,500,457,35413.2,62044.5,2008.8,2008.9,2009.8,2009.9,1878.4,1903.6,1927.7,1929.3,165.0,183.0,190.0,189.6,10.0,16.4,17.8,17.6,2896.3,2807.5,88.8,222902.5,216088.8,6813.7,227182.3,220237.8,6944.5
Italy,430,380,18171.1,28747.0,2008.1,2008.3,2009.1,2009.7,1061.1,1229.1,1221.1,1287.7,106.5,136.4,155.7,168.2,9.0,16.6,37.1,39.6,1881.0,1741.6,139.4,143934.8,133215.6,10719.2,146698.4,135773.4,10925.0
Morocco,310,250,2638.7,3613.2,2007.9,2008.3,2008.4,2010.0,288.1,411.0,394.4,393.8,38.5,103.2,181.9,206.4,9.0,24.0,34.3,34.4,609.7,477.2,132.4,46862.5,36776.9,10085.6,47762.2,37483.0,10279.3
France,253,238,8988.2,14099.8,2009.3,2009.4,2010.4,2010.7,1004.9,1003.2,955.6,939.6,89.0,98.7,102.5,105.2,8.0,13.6,14.3,14.0,884.1,805.2,78.9,67207.1,61110.8,6096.4,68497.5,62284.1,6213.4
Algeria,246,229,3722.7,6298.4,2007.5,2007.4,2008.2,2008.2,498.5,528.7,505.2,504.4,56.0,90.9,104.0,103.6,9.0,11.8,11.3,11.2,445.9,397.2,48.7,34420.9,30666.0,3754.8,35081.7,31254.8,3826.9
Brazil,222,214,33513.5,59088.3,2009.7,2009.8,2009.8,2009.7,4015.3,4092.7,4082.5,4080.9,368.0,406.1,433.0,433.8,9.0,12.3,12.4,12.4,2841.8,2809.7,32.1,220041.3,217559.1,2482.2,224266.1,221736.3,2529.8
United Kingdom of Great Britain and Northern Ireland,187,166,11612.0,13094.0,2007.2,2007.3,2007.9,2008.8,1312.2,1420.0,1345.7,1408.4,123.0,138.6,120.3,146.1,8.0,12.7,16.1,16.2,1496.8,1397.0,99.8,115015.6,107294.6,7721.0,117223.9,109354.7,7869.2
Egypt,166,162,18411.5,31825.5,2010.4,2010.4,2011.2,2011.3,1937.6,2019.1,1991.6,1970.5,194.5,253.2,233.7,232.1,10.0,15.9,18.8,18.6,1398.6,1311.0,87.6,105832.7,99052.3,6780.4,107864.7,100954.1,6910.6
Greece,155,146,7296.6,12104.4,2008.2,2008.1,2009.0,2009.2,1512.4,1657.0,1688.5,1704.3,134.0,175.8,292.3,308.1,9.0,11.3,11.6,12.0,782.5,761.1,21.4,60270.3,58624.7,1645.6,61427.5,59750.3,1677.2
Argentina,129,126,21113.3,36384.9,2009.7,2009.8,2010.1,2010.1,5405.3,5428.6,5429.8,5429.7,470.0,472.9,472.8,473.4,9.0,9.7,9.8,9.8,1899.0,1889.8,9.2,147035.4,146321.3,714.1,149858.5,149130.7,727.8
Portugal,112,98,1808.3,1986.3,2003.2,2004.7,2005.9,2008.1,470.0,517.8,470.0,538.2,46.0,81.5,74.8,103.3,8.0,38.4,17.5,20.6,319.5,253.3,66.2,24518.2,19433.9,5084.3,24988.9,19807.0,5181.9
Tunisia,81,81,1869.4,3058.1,2009.0,2009.0,2010.1,2010.3,898.3,985.4,969.6,967.8,86.0,102.7,107.8,107.0,8.0,11.3,9.9,9.9,191.9,183.1,8.8,14834.1,14152.9,681.3,15119.0,14424.6,694.4
Israel,74,60,8224.6,13982.1,2010.4,2010.4,2010.3,2010.5,2055.9,2080.5,2081.8,2068.8,189.0,266.6,244.8,251.8,12.0,12.8,12.7,14.0,616.9,610.3,6.7,45250.3,44734.7,515.7,46119.2,45593.6,525.6
Canada,71,67,9951.9,17608.0,2010.1,2010.0,2011.3,2011.4,3198.9,3729.3,3796.0,3801.6,277.0,363.9,498.2,499.7,10.0,12.6,13.7,13.6,841.4,834.0,7.4,64690.7,64123.4,567.3,65932.8,65354.6,578.2
Malta,68,67,3114.8,4926.5,2008.2,2008.2,2009.7,2010.0,1047.0,1114.4,1094.7,1093.9,97.5,144.7,126.8,132.4,10.0,39.5,23.8,25.3,364.5,299.5,65.0,27544.9,22546.4,4998.5,28073.8,22979.3,5094.5
Netherlands,60,59,3526.5,4915.8,2006.6,2006.9,2007.6,2008.9,1487.8,1565.1,1540.1,1549.5,143.0,165.3,168.6,188.5,8.0,17.6,24.1,27.5,467.2,414.1,53.0,35541.2,31436.2,4105.0,36223.6,32039.8,4183.8
India,59,53,13345.3,21183.5,2010.8,2010.2,2011.5,2010.9,5041.3,5280.5,5259.5,5297.3,442.0,472.8,468.8,483.6,10.0,10.5,10.7,10.9,1239.7,1222.4,17.3,96013.0,94674.1,1338.9,97856.5,96491.8,1364.6
Saudi Arabia,49,49,7694.8,13807.9,2011.1,2011.1,2012.4,2012.4,2708.9,3400.5,3573.7,3589.9,283.0,359.8,404.7,408.4,9.0,11.4,10.4,10.4,650.9,634.1,16.7,50419.8,49122.7,1297.1,51387.8,50065.8,1322.0
Belgium,48,41,2697.8,2989.3,2006.5,2006.8,2008.1,2008.7,1444.6,1470.2,1437.2,1444.4,142.5,149.3,117.2,131.1,7.0,11.7,16.2,16.8,318.2,294.0,24.2,23450.5,21604.1,1846.4,23900.7,22018.9,1881.8
United Arab Emirates,47,46,10582.7,17907.7,2010.2,2010.0,2010.9,2010.6,4934.8,4979.2,5021.7,5041.7,440.0,446.0,470.3,480.2,9.0,14.6,17.9,19.0,888.8,865.1,23.7,67814.2,65982.6,1831.6,69116.2,67249.4,1866.8
Colombia,43,43,10701.3,20235.5,2010.7,2010.7,2011.2,2011.2,4061.2,4127.4,4035.9,4027.1,388.0,407.2,396.2,394.1,11.0,11.4,12.4,12.4,661.8,658.4,3.4,51229.7,50964.5,265.2,52213.3,51943.0,270.3
Ukraine,43,42,2612.1,4455.1,2010.3,2010.7,2010.9,2010.9,2225.3,2224.9,2221.5,2220.5,212.0,255.3,261.2,262.5,8.0,9.5,9.5,9.5,250.7,248.2,2.5,19401.0,19209.2,191.8,19773.5,19578.0,195.5
Nigeria,42,39,6507.5,11433.7,2010.5,2010.6,2011.2,2011.4,3565.0,4058.5,4701.5,4773.7,482.5,510.2,650.4,658.2,11.0,24.9,24.0,24.3,705.2,668.9,36.4,54588.0,51774.4,2813.6,55636.1,52768.4,2867.6
Libya,38,36,2077.3,3684.6,2005.7,2005.1,2006.8,2006.6,1358.3,1318.5,1315.5,1314.1,121.5,191.6,146.3,148.6,8.5,20.4,20.3,20.0,200.8,177.7,23.1,15529.0,13744.4,1784.7,15827.2,14008.2,1818.9
Germany,38,37,1485.5,2595.3,2008.0,2008.0,2007.7,2007.7,1753.1,1796.0,1858.2,1868.1,176.0,192.5,204.3,205.5,8.0,14.0,22.4,22.7,161.8,145.6,16.2,12366.7,11110.1,1256.6,12604.1,11323.4,1280.7
Guinea,38,35,2183.5,3705.7,2008.4,2008.2,2008.7,2008.8,2072.7,2089.2,2102.6,2099.4,200.0,224.7,240.4,239.6,7.0,9.7,13.0,12.7,208.7,200.7,8.1,16156.6,15532.5,624.1,16466.8,15830.7,636.1
Russian Federation,38,38,3527.7,6200.1,2010.0,2010.0,2010.9,2011.0,2800.5,2717.1,2801.2,2824.2,273.5,274.5,288.7,289.5,7.0,10.8,12.2,12.4,317.7,309.4,8.4,24437.6,23790.7,646.9,24906.8,24247.4,659.4
Norway,33,33,2548.0,3403.0,2009.0,2009.0,2010.6,2011.2,1962.7,2191.4,2294.3,2176.1,188.0,202.8,198.4,191.5,8.0,9.3,10.7,11.2,265.5,256.6,8.9,18805.2,18121.7,683.6,19166.3,18469.6,696.7
Togo,31,31,3555.1,5969.4,2009.2,2009.2,2009.2,2009.2,3315.8,3372.2,3426.1,3434.5,344.0,415.9,536.7,548.4,14.0,72.7,41.5,40.1,401.5,359.2,42.3,31071.6,27818.2,3253.4,31668.2,28352.4,3315.8
Senegal,31,31,1284.8,1780.8,2006.0,2006.0,2006.8,2006.1,1612.6,1643.0,1648.4,1643.4,136.0,206.2,187.8,203.3,10.0,40.9,53.2,31.5,163.6,146.7,16.9,12653.5,11351.4,1302.2,12896.5,11569.3,1327.2
Oman,26,26,5787.2,8605.1,2011.9,2011.9,2011.1,2011.2,4646.5,4586.3,4576.6,4561.9,394.5,393.6,375.7,387.2,10.0,12.8,14.1,14.6,557.1,548.0,9.1,43121.2,42415.3,705.9,43949.1,43229.7,719.4
South Africa,25,25,5503.4,9962.2,2010.7,2010.7,2010.1,2010.0,5552.1,5655.3,5596.5,5591.0,492.0,520.1,516.5,514.3,9.0,10.7,9.3,9.1,454.9,453.0,1.8,35215.4,35073.1,142.3,35891.5,35746.5,145.0
Singapore,24,24,5177.7,7939.9,2011.4,2011.4,2011.4,2011.2,7105.9,7243.1,7243.1,7285.3,639.0,628.1,627.3,649.3,8.0,13.1,9.7,9.6,534.7,530.3,4.4,40211.2,39871.3,339.8,40983.2,40636.9,346.4
Venezuela (Bolivarian Republic of),24,23,3078.4,5353.9,2006.5,2006.8,2007.2,2007.1,3623.4,3655.2,3677.7,3690.3,330.5,390.8,426.0,432.5,10.0,9.6,10.1,10.2,298.9,293.0,5.9,23145.2,22684.9,460.3,23589.6,23120.4,469.1
Poland,22,19,5808.5,5973.3,2008.9,2008.8,2008.7,2008.9,2316.9,2582.9,2425.3,2511.6,159.0,223.9,196.1,230.6,17.0,16.7,18.6,17.9,525.9,496.2,29.7,40096.4,37794.6,2301.8,40866.3,38520.3,2346.0
Slovenia,22,21,1923.7,3596.8,2009.7,2009.8,2010.2,2010.3,1715.3,1758.8,1750.3,1747.3,152.5,168.5,174.5,174.8,10.0,10.7,12.0,12.1,122.3,120.1,2.2,9460.1,9290.3,169.8,9641.8,9468.7,173.1
Croatia,20,20,1352.9,2485.9,2007.1,2007.1,2009.8,2010.2,1688.2,1731.3,1704.4,1697.8,142.0,214.1,178.2,169.1,9.0,11.2,13.3,13.5,137.4,134.7,2.7,10523.7,10320.5,203.2,10725.8,10518.7,207.1
Qatar,19,17,10753.6,9685.5,2009.2,2009.6,2008.3,2008.9,5165.3,5611.5,5560.4,5521.8,347.0,446.7,474.6,476.5,11.0,10.6,10.4,10.4,1222.4,1208.7,13.7,88614.6,87551.0,1063.6,90316.0,89232.0,1084.0
Romania,19,18,935.9,1540.5,2008.4,2008.2,2009.1,2009.2,2049.8,2099.6,2108.8,2112.2,188.0,196.0,189.3,189.5,8.0,40.8,22.6,17.3,107.5,97.1,10.4,8290.0,7511.0,779.0,8449.1,7655.2,793.9
Malaysia,18,18,3242.7,5199.4,2010.2,2010.2,2009.3,2010.6,7090.4,7155.1,7140.0,7135.2,591.5,603.9,612.0,614.7,6.5,10.4,11.4,11.5,407.1,403.4,3.7,31500.8,31218.5,282.4,32105.6,31817.9,287.8
Sweden,18,16,1089.3,1622.3,2008.8,2008.9,2010.0,2010.2,2004.5,2067.7,2074.6,2105.1,193.5,199.4,178.1,187.5,9.5,22.6,25.5,27.6,134.1,125.5,8.6,10233.7,9567.4,666.4,10430.2,9751.1,679.2
Latvia,17,17,1518.9,2702.5,2011.6,2011.6,2012.4,2012.5,2572.2,2739.3,2774.4,2780.9,243.0,254.8,267.5,268.5,8.0,13.2,15.3,15.2,152.1,145.6,6.5,11569.7,11067.5,502.2,11791.8,11280.0,511.8
Bulgaria,14,14,613.2,1032.9,2010.9,2010.9,2011.7,2011.7,2003.0,2006.6,1991.1,1990.3,180.5,200.0,195.8,194.1,7.0,7.9,8.1,8.2,65.2,64.6,0.6,5044.4,5000.2,44.2,5141.2,5096.2,45.1
Mauritania,14,14,751.6,1332.6,2010.5,2010.5,2011.0,2011.1,1255.1,1291.6,1258.7,1253.9,139.0,198.9,244.2,246.9,14.0,26.4,28.3,28.4,64.2,60.2,3.9,4961.1,4657.1,303.9,5056.3,4746.5,309.8
Denmark,14,14,462.7,514.8,2009.8,2009.8,2010.7,2008.6,1815.7,1982.7,2151.9,2026.5,173.0,236.9,363.3,234.8,8.5,42.4,20.6,17.9,92.7,90.6,2.1,7042.1,6879.2,162.9,7177.3,7011.3,166.0
Ecuador,14,12,658.2,726.1,1993.0,1992.8,1993.3,1993.3,5251.7,5263.4,5266.2,5264.6,398.0,461.6,458.5,460.4,5.5,9.9,9.7,9.4,294.1,290.6,3.6,22428.7,22160.9,267.8,22859.3,22586.4,272.9
Uruguay,13,13,2123.0,3668.3,2012.8,2012.8,2013.6,2013.6,5314.1,5309.4,5307.8,5306.9,437.0,453.8,455.0,453.7,8.0,8.0,8.0,7.9,186.0,184.3,1.7,14399.4,14270.6,128.9,14675.9,14544.6,131.3
Cyprus,13,13,781.4,764.3,2008.4,2008.4,2009.1,2008.1,1971.7,2073.4,2165.9,1976.9,192.0,445.8,918.4,424.7,19.0,31.6,14.4,20.9,107.7,106.0,1.6,8273.5,8149.7,123.9,8432.4,8306.1,126.2
