Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,57706,974,7439.7,5586.1,1989.5,1988.8,1996.2,1997.6,121.5,432.2,305.6,312.8,28.0,201.9,273.8,270.6,14.0,74.6,135.2,134.2,21434.5,17982.3,3452.1,1609359.2,1350165.1,259194.1,1640258.9,1376088.3,264170.6
Container,10533,987,378653.0,411964.2,2005.5,2007.5,2004.9,2005.4,437.9,536.8,563.7,554.2,37.0,42.3,76.5,75.1,18.0,24.1,25.2,24.5,49288.9,44659.5,4629.4,3727488.1,3379794.1,347694.0,3799055.8,3444686.2,354369.7
Bulk carrier,9261,2129,100727.7,177971.6,1990.0,2010.0,2000.7,1999.9,317.5,500.7,433.5,426.3,32.0,102.3,132.0,130.8,19.0,83.7,73.3,72.0,12240.3,9853.6,2386.7,921327.6,742100.7,179226.9,939017.1,756349.0,182668.1
Chemical tanker,8934,1148,142664.4,232337.2,2009.6,2010.1,2009.8,2009.9,420.2,541.0,664.3,663.6,52.0,72.9,150.1,149.7,32.0,39.4,50.6,50.4,26611.9,18500.1,8111.8,2005858.1,1396521.8,609336.3,2044370.5,1423335.0,621035.6
Miscellaneous - fishing,5112,276,4355.7,2413.0,1974.6,1975.8,1975.5,1974.4,208.2,1487.8,1674.2,1503.3,36.0,271.4,847.8,846.5,23.0,127.0,506.1,507.5,4304.1,2944.5,1359.7,323281.8,221168.5,102113.3,329488.8,225415.0,104073.9
Cruise,4889,143,99412.4,9413.5,2000.2,2002.1,2004.2,2003.8,187.5,352.9,426.1,415.2,18.0,33.5,54.5,54.2,10.0,12.9,11.0,11.4,24617.1,20953.0,3664.1,1853914.9,1578704.4,275210.5,1889510.1,1609015.5,280494.5
Oil tanker,4656,851,208483.3,373215.9,2007.6,2008.5,2007.6,2007.7,450.8,628.9,749.8,745.3,78.0,119.9,218.9,221.6,36.0,51.0,59.0,59.3,31756.6,19399.2,12357.4,2394905.1,1466683.4,928221.6,2440887.2,1494843.7,946043.5
Offshore,4395,407,6367.0,7508.5,2001.5,2002.6,2007.9,2006.8,344.6,1278.7,992.2,988.1,61.0,463.3,1593.1,1652.5,35.0,235.7,286.4,293.7,9028.5,6507.5,2521.0,676429.6,487287.2,189142.4,689417.1,496643.1,192774.0
Vehicle,3057,454,144380.7,51819.4,2006.8,2007.0,2007.2,2006.8,551.4,589.5,797.1,822.4,43.0,46.4,138.6,145.6,15.0,16.8,19.6,20.1,8835.0,8215.6,619.4,671050.5,624491.8,46558.7,683934.7,636482.1,47452.7
General cargo,2400,619,26463.8,36392.0,2004.6,2007.0,2006.3,2006.4,461.3,646.8,701.6,692.2,45.0,75.4,135.1,133.7,45.0,73.4,74.7,74.7,4656.6,3684.0,972.6,351540.6,278516.7,73023.8,358290.1,283864.3,74425.9
Service - other,2386,151,6521.5,4922.9,1996.3,1991.4,1989.8,1989.7,274.5,994.9,996.7,783.5,50.0,213.6,450.0,433.6,24.0,124.2,849.8,670.3,4943.2,2518.0,2425.3,371911.0,189762.5,182148.5,379051.7,193405.9,185645.8
Ferry-RoPax,2070,64,8064.3,2007.3,1977.8,1987.2,1986.8,1980.4,209.8,3999.9,581.0,647.1,17.0,760.7,1344.8,1606.2,3.0,134.5,260.9,279.0,3931.5,3087.9,843.6,295185.7,231847.5,63338.2,300853.2,236299.0,64554.3
Ferry-pax only,1175,55,1141.3,169.3,2003.4,1997.9,2002.8,2003.2,875.8,4632.0,1975.2,2053.0,37.0,376.2,1352.8,1321.2,23.0,93.7,144.1,152.7,1472.9,1058.2,414.8,110589.1,79448.8,31140.3,112712.4,80974.2,31738.2
Ro-Ro,653,44,34424.7,15031.4,2007.4,2002.2,2007.6,2008.5,811.5,991.5,953.8,871.6,70.0,108.8,85.1,88.1,14.0,140.1,27.6,32.0,5952.6,5626.6,325.9,449063.4,424484.9,24578.5,457685.4,432635.0,25050.4
Refrigerated bulk,437,54,871.8,941.4,1993.0,1993.8,1993.4,1993.4,213.7,534.8,545.1,555.4,26.0,47.4,147.3,142.0,15.0,167.9,131.4,141.9,1097.1,508.2,589.0,82596.2,38372.9,44223.2,84182.0,39109.7,45072.3
Liquefied gas tanker,432,143,15869.2,15237.7,2009.1,2010.8,2015.0,2014.6,191.2,1333.6,1500.6,1292.9,27.5,136.8,1110.6,1058.3,31.5,65.7,45.1,48.9,1979.9,1545.5,434.4,138563.5,105946.9,32616.6,141223.9,107981.1,33242.8
Other liquids tankers,10,6,312.8,398.5,2007.1,2006.3,2008.0,2008.0,1480.3,1381.7,1313.4,1294.7,107.0,101.8,107.8,107.6,97.0,104.9,132.1,133.7,63.9,44.3,19.5,4806.8,3342.0,1464.8,4899.1,3406.2,1492.9
