Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Brooklyn,2813,256,1538.1,1695.5,1994.0,1996.0,2006.5,2007.5,102.8,391.9,361.0,337.9,20.0,76.7,167.1,197.3,14.0,61.9,420.7,100.1,938.6,646.4,292.2,70561.0,48623.4,21937.5,71915.7,49557.0,22358.7
Norfolk,2268,742,47870.9,54219.9,2000.5,2004.9,2008.4,2008.3,313.1,540.9,449.7,455.5,31.0,138.9,83.8,93.1,20.0,65.1,26.8,28.2,5829.6,5102.4,727.2,438102.3,383502.9,54599.5,446513.9,390866.1,55647.8
Pasadena,2209,1008,13660.1,19083.3,2003.5,2008.1,2009.7,2009.6,86.1,429.0,394.8,358.4,21.0,81.3,188.9,192.2,41.0,65.8,71.5,78.0,3271.4,1754.1,1517.2,246600.0,132663.1,113936.9,251334.8,135210.3,116124.5
New York,1976,349,4845.2,4840.7,1993.9,2000.2,2010.9,2011.3,87.5,261.7,434.5,394.5,24.0,75.0,79.2,80.4,10.0,43.0,53.2,56.7,984.2,697.8,286.3,73927.1,52428.6,21498.5,75346.5,53435.2,21911.3
Savannah,1867,734,62615.5,62859.2,2006.3,2007.5,2008.5,2008.5,555.6,646.4,612.7,572.5,51.0,74.7,97.4,82.4,19.0,34.9,25.4,25.8,6593.5,5927.1,666.5,496814.7,446773.5,50041.2,506353.5,455351.5,51002.0
Fourchon,1736,465,2311.1,2985.0,2001.0,2001.3,2006.5,2007.2,416.6,1208.7,849.1,839.5,51.0,315.8,506.8,470.3,74.0,287.7,411.7,396.0,2877.8,1574.9,1302.9,215816.4,118131.1,97685.3,219960.1,120399.2,99560.9
Newark,1669,394,17448.9,13707.0,1995.5,2003.9,2007.0,2007.5,127.4,405.2,472.2,480.2,27.0,46.6,56.4,57.7,15.0,26.3,25.6,29.5,1729.1,1457.1,272.0,129926.4,109504.4,20422.0,132421.0,111606.9,20814.1
Baytown,1623,525,26681.6,35524.0,2001.6,2005.4,2006.3,2006.3,255.3,712.3,885.1,836.6,59.0,107.7,145.3,161.3,27.0,60.0,50.4,56.4,4434.3,3264.2,1170.1,333822.5,245974.5,87848.0,340231.9,250697.2,89534.7
Houston,1584,757,20507.0,34545.5,2003.1,2007.1,2008.3,2008.3,227.3,638.7,658.0,658.9,60.0,121.7,249.2,237.5,28.0,43.8,57.0,56.7,4150.0,2757.5,1392.6,312803.5,208243.5,104560.0,318809.3,212241.8,106567.6
Honolulu,1566,104,30938.9,22533.5,1984.7,1994.0,1992.3,1989.6,145.3,1646.2,1506.3,2112.1,18.0,219.2,132.4,142.8,22.5,104.0,41.3,42.3,8368.4,7929.6,438.9,640790.9,607800.1,32990.8,653094.1,619469.8,33624.2
Baltimore,1562,631,30026.7,23511.1,2002.1,2005.6,2007.8,2007.8,383.9,521.6,472.7,463.8,34.0,67.3,77.4,91.1,23.0,52.0,37.5,40.2,3080.3,2624.3,456.0,231534.7,197300.0,34234.7,235980.2,201088.2,34892.0
Oakland,1468,285,37305.3,39569.1,2001.5,2006.5,2003.6,2004.7,389.4,471.6,512.2,498.1,36.0,53.2,59.7,57.8,20.0,45.8,26.5,25.7,5449.9,4948.8,501.1,412995.8,375369.0,37626.8,420925.3,382576.1,38349.2
Charleston,1304,526,28666.2,27041.6,2004.9,2005.6,2006.6,2007.6,294.4,446.5,353.3,343.0,29.0,51.2,46.0,43.6,20.0,45.2,25.5,26.9,3136.7,2538.6,598.1,235634.2,190723.7,44910.5,240158.4,194385.5,45772.8
Carteret,1286,187,842.0,1357.5,1991.1,1998.2,2000.8,2001.2,73.9,353.8,309.1,322.4,26.0,81.9,148.5,157.8,10.0,20.4,29.0,29.5,486.9,386.8,100.1,36565.5,29052.0,7513.5,37267.6,29609.8,7657.8
Sault Ste Marie,1254,144,8801.3,16374.4,1974.6,1990.1,1977.3,1977.1,335.7,303.6,317.4,318.3,31.0,35.8,37.2,37.0,1.0,9.3,3.8,3.3,1183.1,1157.2,25.9,88856.3,86908.9,1947.4,90562.3,88577.6,1984.8
Howland Hook,1216,193,2101.1,2775.1,1990.9,1993.8,2008.5,2008.7,78.7,222.4,549.4,595.5,25.0,85.8,119.1,132.1,9.0,31.0,30.6,32.5,594.3,478.9,115.4,44641.8,35977.5,8664.3,45498.9,36668.3,8830.7
Meraux,1212,588,10479.8,16354.7,2002.3,2005.5,2009.0,2009.2,335.8,603.4,622.9,617.9,45.0,78.6,110.2,113.9,30.0,72.7,59.3,60.9,1767.4,1288.1,479.3,133123.0,97136.3,35986.8,135679.0,99001.3,36677.7
Perth Amboy,1188,184,542.8,864.1,1990.2,1998.3,2008.6,2009.3,79.3,175.3,228.7,235.2,24.0,45.7,104.7,105.6,13.0,23.7,46.6,46.4,343.5,237.1,106.4,25805.6,17814.1,7991.5,26301.1,18156.1,8144.9
Seattle,1113,254,17645.4,16864.8,1988.8,1990.1,2000.0,2002.0,432.8,1583.8,1204.1,1134.7,53.0,290.4,166.4,127.4,28.0,385.3,65.0,51.8,3971.4,3404.9,566.5,300924.5,258389.6,42534.9,306702.3,263350.7,43351.6
Gloucester,1111,225,6004.4,5257.6,1995.4,2002.9,2007.8,2007.3,114.3,373.7,373.5,339.0,25.0,42.2,52.0,51.4,13.0,29.2,19.3,21.2,777.8,660.8,117.0,58477.3,49696.3,8781.0,59600.1,50650.5,8949.6
Juneau,1067,96,19311.6,1906.4,1991.3,1988.2,2003.6,2002.6,189.4,453.4,507.8,475.6,17.0,62.6,51.5,52.6,10.0,28.2,8.7,10.9,4753.5,4355.3,398.2,356908.4,327007.0,29901.4,363761.0,333285.5,30475.5
Ketchikan,1030,137,17405.3,1778.1,1991.9,1985.3,2004.4,2002.3,332.0,585.0,495.9,467.3,35.0,164.3,39.9,45.2,6.0,63.3,8.3,21.5,4299.5,3926.2,373.3,322821.0,294795.9,28025.1,329019.2,300456.0,28563.2
Bolivar,1018,548,9652.3,14616.6,1999.9,2006.1,2008.4,2008.3,137.4,541.2,560.0,529.2,25.0,83.5,160.0,160.1,18.0,49.2,56.2,56.1,1648.8,1246.5,402.3,124492.1,94282.6,30209.6,126882.4,96092.8,30789.6
Boston,1000,276,9706.9,7412.8,1998.8,2001.7,2008.5,2009.8,254.9,549.5,415.6,477.6,31.0,78.2,53.3,56.6,21.0,60.5,22.1,25.6,1464.2,1219.3,244.9,109961.0,91574.2,18386.8,112072.3,93332.4,18739.8
Elizabethport,988,183,3910.6,4513.8,1991.9,1993.8,2008.2,2007.9,96.1,280.5,495.1,514.1,27.0,69.8,61.7,63.2,13.0,24.3,21.9,21.8,692.0,599.7,92.3,52015.8,45085.9,6929.9,53014.5,45951.6,7062.9
Texas City,986,393,9877.3,16983.1,2002.7,2006.7,2008.6,2008.7,226.9,629.9,682.5,694.5,59.0,129.6,217.3,221.8,32.0,42.9,56.0,56.2,2210.3,1504.8,705.5,166595.4,113623.4,52972.0,169794.0,115805.0,53989.0
Port Everglades,984,273,18064.1,23379.2,2006.5,2004.8,2006.7,2007.4,590.2,1149.9,651.7,706.6,55.0,109.4,100.2,90.3,23.0,51.0,41.4,46.2,3145.0,2565.0,580.0,236538.5,192976.5,43562.0,241080.1,196681.7,44398.4
Tampa,956,284,9143.2,14304.5,2004.3,2005.6,2010.9,2011.3,671.0,862.8,762.8,766.1,64.0,151.8,100.1,100.3,36.0,118.8,59.1,58.3,2058.6,1603.6,455.1,154794.5,120626.3,34168.2,157766.5,122942.3,34824.2
Marcus Hook,952,214,5243.3,8628.5,1997.6,2002.4,2010.3,2010.3,93.0,330.2,562.6,563.6,29.0,81.5,186.1,187.5,16.0,40.9,82.9,82.5,1152.8,821.4,331.4,86476.6,61575.8,24900.8,88137.0,62758.1,25378.9
Port Neches,949,279,15684.6,26745.1,2001.4,2006.0,2010.4,2010.2,160.5,767.8,763.4,732.4,52.0,165.2,393.1,354.8,29.0,53.3,63.7,64.0,2905.5,1756.0,1149.5,219131.8,132828.1,86303.7,223339.1,135378.4,87960.7
Freeport,913,364,7510.3,10278.2,1998.7,2004.9,2007.5,2007.7,151.6,578.7,573.9,545.5,25.0,106.3,141.3,141.1,16.0,54.3,53.8,60.7,1355.7,889.5,466.2,102067.5,67066.6,35001.0,104027.2,68354.3,35673.0
Galveston,896,525,14674.0,15617.9,2002.5,2004.9,2007.1,2007.9,330.6,802.9,895.9,741.1,58.5,162.5,358.6,509.8,28.0,85.5,73.2,83.6,2187.3,1727.6,459.8,164816.6,130293.3,34523.3,167981.0,132794.9,35186.2
Long Beach,883,376,38372.1,48552.5,2004.4,2007.7,2006.2,2007.5,440.9,1047.6,1074.6,958.5,63.0,130.4,205.9,210.5,27.0,60.6,48.6,57.9,4951.6,3863.1,1088.5,375543.5,293815.0,81728.5,382754.0,299456.2,83297.7
Wilmington,875,357,10232.2,11373.0,2002.1,2003.9,2007.8,2008.1,374.7,469.3,538.2,547.4,42.0,92.5,64.6,69.3,15.0,39.6,25.2,28.7,1509.2,1322.3,187.0,113404.7,99367.3,14037.4,115582.1,101275.2,14306.9
Beaumont,870,240,8250.6,11617.3,2002.1,2006.9,2009.4,2010.4,169.1,575.1,735.3,699.2,55.0,102.2,156.9,159.4,31.0,49.3,56.7,58.6,1484.4,1064.7,419.7,111770.7,80258.9,31511.8,113916.7,81799.9,32116.8
Dutch Harbor,864,211,11637.2,11675.0,1983.5,1983.3,1995.4,1997.2,511.7,2241.5,2010.0,2027.8,65.0,277.3,246.9,221.8,33.0,229.1,109.7,75.0,2580.8,2100.7,480.1,196909.9,160680.7,36229.2,200690.5,163765.7,36924.8
Port Arthur,834,318,7307.6,11878.2,2003.0,2005.9,2009.8,2010.1,139.1,657.4,747.7,763.4,46.0,133.8,183.7,186.7,29.0,53.3,61.7,62.7,1407.9,1001.1,406.8,106170.4,75629.1,30541.3,108208.9,77081.2,31127.7
Tacoma,832,169,25357.3,18463.0,1994.7,1999.6,2003.8,2004.1,817.7,1026.4,1185.1,1102.7,70.0,118.5,86.7,84.6,26.0,86.7,32.3,35.3,4347.6,4080.2,267.4,327482.0,307404.4,20077.5,333769.6,313306.6,20463.0
Southwest Pass,828,567,10400.0,16773.0,2004.8,2006.3,2008.8,2008.9,387.8,826.7,601.3,604.7,43.0,186.8,252.9,223.2,13.0,40.2,48.5,50.3,1913.0,1584.4,328.6,143880.7,119209.4,24671.2,146643.2,121498.2,25144.9
Paulsboro,813,184,2479.6,4387.5,1996.8,2001.7,2005.7,2005.7,89.9,279.8,396.8,407.7,23.0,60.6,338.1,343.9,20.0,39.9,98.7,99.8,602.5,376.1,226.3,45372.1,28362.2,17009.9,46243.2,28906.7,17336.5
Good Hope,795,313,5193.4,8845.2,1998.6,2004.6,2009.5,2009.5,214.5,491.3,548.8,543.1,44.0,85.7,140.9,141.0,29.0,55.6,66.0,67.5,1122.9,730.3,392.7,84504.5,55021.3,29483.2,86127.0,56077.8,30049.3
Taft,792,473,9554.4,16281.5,2002.0,2006.1,2009.8,2009.8,418.2,615.1,647.8,646.9,53.0,85.8,109.5,107.9,29.0,67.5,68.9,69.7,1409.6,946.1,463.5,106017.9,71214.5,34803.4,108053.4,72581.8,35471.6
Waggaman,784,399,12118.7,15707.1,2003.2,2004.8,2006.6,2007.0,455.2,534.8,478.8,486.4,36.0,82.5,71.9,78.1,18.0,51.5,31.7,35.2,1626.7,1340.4,286.4,122296.7,100795.3,21501.4,124644.8,102730.6,21914.2
New Haven,761,133,784.7,1252.5,1993.5,1998.3,2009.4,2009.9,96.0,302.7,493.3,528.9,17.0,47.1,132.6,138.3,19.0,35.3,80.3,83.2,231.7,172.8,58.9,17411.6,12990.6,4420.9,17745.9,13240.0,4505.8
Corpus Christi,756,406,14423.3,24878.1,2004.6,2007.4,2010.0,2010.0,476.4,741.3,807.9,802.8,85.5,133.7,217.1,222.3,33.5,57.9,56.0,56.3,2643.3,1831.8,811.5,199307.7,138381.5,60926.2,203134.4,141038.4,62096.0
Los Angeles,755,200,22942.7,24522.4,2000.5,2003.1,2005.7,2004.9,438.1,1317.0,1453.2,1429.8,59.0,219.1,277.6,275.6,32.0,82.0,36.9,41.0,3452.7,3046.6,406.1,263270.8,232778.6,30492.3,268325.6,237247.9,31077.7
Anacortes,745,127,9808.6,16334.4,1997.5,1995.9,2006.5,2007.0,156.6,758.4,1016.6,1017.2,38.0,145.0,205.5,170.1,27.0,173.3,71.0,71.0,1862.7,1183.7,679.0,140197.8,89215.5,50982.3,142889.6,90928.4,51961.2
St Rose,729,447,7992.2,13593.5,2003.3,2006.3,2010.1,2010.1,260.8,557.7,629.6,629.5,50.0,89.7,171.9,172.2,28.0,61.6,64.7,64.9,1513.0,966.3,546.7,114066.3,73022.0,41044.3,116256.4,74424.0,41832.4
Treasure Island,704,159,12399.7,12512.8,2001.1,2005.5,2008.6,2009.3,382.4,506.0,428.1,415.2,30.0,72.9,62.8,63.8,20.0,37.4,29.4,33.8,1413.1,1156.8,256.3,106492.2,87245.7,19246.4,108536.8,88920.8,19616.0
Kihei,676,56,2506.7,336.6,1984.9,1996.6,2003.8,2003.6,105.2,243.9,244.8,222.3,16.0,26.3,64.9,65.2,10.0,12.9,15.6,15.2,795.4,569.9,225.5,60227.8,43297.3,16930.4,61384.1,44128.6,17255.5
Port Sulphur,657,462,9019.3,14503.9,2005.2,2006.6,2008.7,2009.0,421.6,650.8,655.5,655.1,38.0,66.8,123.6,127.1,21.0,54.7,61.0,63.3,1197.2,876.8,320.4,90259.6,66187.3,24072.3,91992.6,67458.1,24534.5
Romeville,653,413,6478.3,11267.5,1999.7,2005.8,2009.4,2009.5,283.3,468.3,483.7,481.3,46.0,80.4,106.4,106.5,41.0,86.0,99.4,101.6,1100.8,615.6,485.2,82725.9,46298.0,36427.8,84314.2,47187.0,37127.2
Port Richmond,649,119,1441.6,2183.7,1994.1,1998.0,1991.4,1991.0,99.1,364.2,554.8,568.1,30.0,53.1,103.9,103.3,12.0,26.2,49.7,50.4,461.9,368.4,93.5,34700.4,27679.0,7021.4,35366.7,28210.4,7156.2
Charleston Heights,646,230,11702.8,13279.1,2003.7,2003.5,2006.2,2006.2,549.2,630.5,513.7,515.8,47.0,109.7,58.5,56.4,15.0,76.3,22.8,21.5,1721.6,1537.4,184.1,129301.9,115475.8,13826.2,131784.5,117692.9,14091.6
