Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Everglades,2078,279,97157.7,51472.5,2004.6,2005.1,2007.4,2006.3,875.6,1497.8,1014.7,1451.6,63.0,130.2,128.6,193.9,10.0,37.5,26.0,31.7,15303.5,14139.1,1164.4,1180607.8,1091020.4,89587.4,1203275.5,1111968.0,91307.5
Miami Beach,1785,230,92246.0,46693.4,2004.1,2004.3,2007.4,2006.2,736.3,1204.8,781.3,1117.6,51.0,100.5,142.7,255.7,10.0,32.0,14.2,19.8,15659.3,14303.2,1356.0,1208712.6,1103993.4,104719.2,1231919.9,1125190.1,106729.8
Houston,1269,729,177391.2,263953.1,2009.1,2009.4,2010.9,2010.5,2075.5,4185.7,4225.1,4027.0,208.0,364.7,573.2,565.3,39.0,66.0,80.2,75.0,20701.6,18724.6,1977.0,1597471.2,1445325.1,152146.1,1628142.7,1473075.4,155067.3
Palm Beach,1236,67,4614.9,4587.0,1989.3,1998.5,1998.1,2001.3,219.2,1374.1,280.9,674.6,19.0,113.8,101.1,126.3,8.0,31.4,24.7,29.4,1523.4,1267.2,256.2,116622.3,97055.9,19566.4,118861.4,98919.4,19942.0
Pasadena,1108,770,105791.5,153195.6,2009.6,2009.8,2011.2,2010.8,2248.4,3607.2,3708.1,3680.3,212.0,321.1,524.2,521.8,48.0,80.9,89.8,90.6,14027.9,12570.5,1457.3,1081678.7,969419.6,112259.1,1102446.9,988032.4,114414.5
Long Beach,1004,574,288300.3,418891.4,2008.8,2009.8,2011.2,2011.4,3584.5,4512.1,4399.1,5260.8,325.0,400.8,549.7,615.6,23.0,66.1,48.7,56.1,23822.4,22598.6,1223.8,1840584.1,1745958.9,94625.2,1875923.3,1779481.3,96442.0
Baytown,891,467,103358.4,134669.5,2007.8,2008.0,2009.5,2008.9,1789.8,3230.1,3143.2,3148.0,155.0,284.2,458.0,474.9,28.0,60.3,46.5,50.3,12611.8,11554.7,1057.1,958327.3,876979.6,81347.7,976727.2,893817.6,82909.6
Port Laudania,785,34,2568.0,3261.5,2003.4,2005.3,2003.3,2003.5,222.3,687.2,1087.8,1013.5,25.0,51.7,564.9,542.0,5.0,38.8,142.5,136.7,893.6,794.5,99.1,68422.1,60889.7,7532.4,69735.8,62058.8,7677.0
Savannah,735,357,187278.0,198485.3,2007.7,2007.5,2009.2,2009.2,3826.2,4143.4,4904.0,4645.0,242.0,303.1,519.2,506.5,18.0,33.9,24.5,24.6,19003.0,18713.9,289.0,1465545.2,1443315.1,22230.1,1493683.6,1471026.7,22656.9
Oakland,680,229,281788.6,306889.0,2009.5,2009.8,2010.3,2010.3,5446.9,5077.3,5104.5,5079.5,309.0,327.8,325.5,327.0,17.0,40.1,34.5,34.2,28589.9,28175.4,414.5,2210301.8,2178251.9,32049.9,2252739.6,2220074.3,32665.2
