Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,117,38,1735.7,2211.9,2003.4,2003.8,2004.1,2004.0,634.3,681.2,706.7,703.3,62.0,83.7,121.2,120.5,45.0,57.5,63.8,64.5,352.1,264.8,87.3,27127.2,20434.4,6692.8,27648.0,20826.8,6821.3
Bulk carrier,96,92,9835.8,17667.6,2009.0,2009.0,2008.7,2008.6,2947.2,2679.5,3035.1,3092.5,438.0,508.6,684.7,698.4,61.0,96.7,68.8,67.4,809.2,772.7,36.5,62548.1,59736.1,2811.9,63749.0,60883.0,2865.9
General cargo,52,28,830.1,1126.3,2000.1,2006.1,2007.6,2006.6,864.1,1965.2,1386.0,1241.7,132.5,239.2,296.3,278.3,36.0,49.2,51.2,50.9,177.7,163.9,13.8,13638.0,12598.4,1039.6,13899.8,12840.3,1059.5
Chemical tanker,48,31,858.3,1418.4,2007.2,2007.5,2008.5,2008.5,800.7,1119.1,1122.9,1146.6,70.0,139.6,205.5,208.6,28.0,59.4,36.3,35.9,172.8,131.5,41.3,13308.8,10154.8,3154.0,13564.4,10349.7,3214.6
Refrigerated bulk,23,13,74.2,85.3,1986.0,1987.8,1989.8,1989.6,617.6,965.6,923.1,926.8,75.0,139.4,194.1,193.1,103.0,116.0,93.5,92.3,96.1,50.4,45.7,7257.1,3827.8,3429.3,7396.5,3901.3,3495.2
Ro-Ro,14,10,1104.3,548.4,2004.9,2005.2,2007.5,2007.6,862.1,1494.9,1431.2,1447.6,51.5,100.8,148.7,152.0,18.5,26.7,37.4,38.5,109.4,103.9,5.5,8468.6,8043.9,424.7,8631.2,8198.4,432.9
Miscellaneous - fishing,13,11,57.4,34.5,1988.9,1986.5,1982.9,1981.9,624.4,4933.5,2964.8,2956.7,76.0,477.0,1109.0,1187.0,115.0,350.6,409.2,336.8,39.9,26.6,13.3,2999.1,1997.1,1002.1,3056.7,2035.4,1021.3
Oil tanker,5,5,177.6,295.0,2002.0,2002.0,2001.9,2001.9,1514.9,1459.0,1374.5,1368.1,226.0,249.0,277.8,278.2,54.0,67.4,49.3,49.6,34.0,28.6,5.4,2605.5,2188.0,417.6,2655.5,2230.0,425.6
Offshore,3,3,34.5,17.8,1990.0,1990.0,2011.1,2008.8,1959.3,2065.1,3017.9,2698.1,423.0,492.7,433.2,446.7,79.0,88.7,44.4,49.8,11.5,10.4,1.1,866.5,784.3,82.2,883.2,799.4,83.8
Service - tug,2,2,0.7,0.4,1977.5,1977.5,1977.2,1973.1,1225.9,1225.9,1123.3,1357.7,870.5,870.5,855.8,677.5,104.5,104.5,100.2,47.3,2.5,2.4,0.2,191.0,179.7,11.3,194.6,183.1,11.5
Vehicle,1,1,243.9,65.7,2011.0,2011.0,2011.0,2011.0,4000.0,4000.0,4000.0,4000.0,455.0,455.0,455.0,455.0,14.0,14.0,14.0,14.0,10.9,10.8,0.1,847.1,838.0,9.1,863.4,854.1,9.3
