Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sierra Leone,74,25,396.1,478.2,1997.5,1999.5,1998.7,2000.3,284.2,1740.1,356.8,311.1,27.0,368.8,558.8,193.4,43.5,51.2,45.5,45.9,136.6,97.9,38.7,10389.9,7454.8,2935.0,10589.4,7598.0,2991.4
Guinea,50,31,477.3,521.4,2003.2,2003.9,2003.6,2004.3,339.4,386.2,379.5,383.0,30.0,40.9,40.0,44.8,51.0,56.0,54.4,54.6,89.7,57.7,32.0,6921.2,4458.0,2463.2,7054.1,4543.6,2510.5
Togo,46,30,654.3,1048.6,2005.9,2006.1,2007.2,2007.2,917.7,933.8,960.8,962.8,105.0,187.3,230.7,234.2,42.0,72.5,59.5,59.0,165.3,127.4,37.9,12696.3,9815.9,2880.4,12940.1,10004.4,2935.7
Côte d'Ivoire,37,36,403.9,622.4,2001.2,2001.4,2007.2,2007.3,481.0,838.5,516.3,515.6,47.0,120.9,100.2,94.1,48.0,83.0,87.2,84.8,57.8,43.3,14.5,4433.0,3325.9,1107.1,4518.1,3389.7,1128.4
Spain,32,24,1690.6,2385.5,2004.5,2004.9,2005.2,2005.5,2228.6,2071.8,2103.7,2067.0,149.5,176.8,160.1,157.5,71.5,88.9,77.9,81.9,286.0,263.2,22.8,22092.3,20341.9,1750.4,22516.4,20732.4,1784.0
Ghana,27,27,590.9,853.7,2005.0,2005.0,2008.2,2007.7,773.6,749.6,764.6,779.0,67.0,79.2,73.1,78.5,14.0,37.6,43.1,45.8,59.3,50.2,9.1,4571.6,3876.7,694.9,4659.3,3951.1,708.2
Cameroon,14,14,586.9,928.6,2009.2,2009.2,2009.8,2009.8,1374.6,1392.5,1383.8,1385.6,113.0,118.9,115.3,117.5,10.0,23.4,23.3,21.3,46.3,44.7,1.6,3582.3,3456.4,125.9,3651.1,3522.8,128.3
Morocco,13,11,699.2,893.0,2005.1,2005.3,2004.8,2004.9,2209.5,2250.8,2257.4,2253.2,157.0,196.1,203.3,215.7,30.0,40.1,44.3,43.5,128.5,122.2,6.3,9935.2,9451.6,483.6,10125.9,9633.1,492.8
Nigeria,12,12,302.1,503.9,2006.9,2006.9,2012.2,2012.4,1007.2,1069.1,1125.2,1133.2,94.0,98.6,101.3,101.7,60.0,135.2,189.3,193.8,32.1,25.1,6.9,2473.2,1943.0,530.2,2520.7,1980.3,540.4
Senegal,12,12,274.4,339.9,2001.6,2001.6,2004.2,2004.6,825.1,1140.6,817.3,823.0,72.5,102.7,71.3,75.8,28.5,34.8,37.5,42.4,43.2,34.8,8.4,3325.5,2675.4,650.1,3389.4,2726.8,662.6
Singapore,7,7,3740.5,6969.4,2012.6,2012.6,2011.7,2011.6,8575.8,9254.2,9205.4,9202.9,696.0,752.3,760.2,760.1,47.0,95.9,64.5,62.8,224.3,219.6,4.7,17375.2,17007.8,367.4,17708.8,17334.3,374.4
Guinea-Bissau,7,3,11.0,13.1,1981.7,1981.3,1982.0,1981.9,760.8,895.3,811.8,799.5,449.0,412.5,536.3,549.5,194.0,154.0,180.9,186.6,72.4,53.8,18.6,5436.2,4040.0,1396.2,5540.5,4117.6,1423.0
