Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,112,36,2438.3,3117.4,2003.4,2004.0,2003.6,2003.6,344.4,1123.1,1022.6,1020.4,40.0,86.2,136.0,135.7,45.5,51.5,51.2,51.2,462.9,401.3,61.6,35748.6,31026.4,4722.3,36435.0,31622.1,4812.9
Bulk carrier,103,97,10621.1,19315.8,2008.8,2008.7,2009.8,2009.8,1366.0,2454.2,2937.2,3016.8,116.0,231.2,526.7,534.9,35.0,112.1,135.4,135.3,749.0,700.7,48.3,57994.1,54260.0,3734.1,59107.6,55301.8,3805.8
General cargo,51,28,602.6,806.7,2000.2,2006.2,2007.9,2007.1,401.4,1739.0,1016.7,895.9,50.0,153.5,242.8,232.6,34.0,76.1,109.9,109.4,132.9,113.1,19.8,10194.4,8709.3,1485.1,10390.2,8876.5,1513.6
Chemical tanker,50,34,1476.5,2397.6,2007.3,2007.7,2007.6,2007.5,932.1,1729.5,1833.2,1839.7,113.5,212.0,481.4,481.4,51.0,56.6,33.3,33.0,282.3,234.1,48.2,21756.4,18081.5,3674.9,22174.1,18428.6,3745.5
Refrigerated bulk,24,12,75.8,84.4,1985.3,1987.8,1990.5,1990.4,576.3,1006.4,997.3,965.8,123.5,226.6,265.8,263.7,119.5,96.8,74.8,77.8,141.5,101.1,40.4,10667.5,7634.8,3032.7,10872.3,7781.4,3090.9
Ro-Ro,14,10,431.8,216.4,2004.9,2005.2,2006.5,2006.6,476.7,575.7,559.6,571.2,33.0,37.9,45.2,46.2,44.5,38.5,39.6,40.3,51.1,42.7,8.4,3954.9,3305.8,649.1,4030.8,3369.2,661.6
Miscellaneous - fishing,12,10,89.8,40.4,1987.2,1984.2,1985.8,1985.5,1900.8,5124.9,4920.1,3776.4,175.5,1004.9,2450.4,2059.3,21.0,70.4,85.0,92.9,52.7,50.7,2.0,3955.6,3805.3,150.4,4031.6,3878.3,153.3
Oil tanker,5,5,122.6,204.4,2002.0,2002.0,2005.0,2005.1,976.4,903.1,948.3,947.9,100.0,131.0,111.8,111.9,26.0,37.4,40.7,40.5,20.5,13.7,6.7,1581.9,1059.7,522.2,1612.3,1080.0,532.2
Service - tug,3,3,0.4,0.1,1987.3,1987.3,1990.0,1989.4,475.6,440.8,491.7,365.5,98.0,82.0,84.9,82.1,21.0,28.3,30.8,30.8,0.5,0.5,0.1,39.4,34.2,5.1,40.1,34.9,5.2
Offshore,3,3,67.0,33.4,1990.0,1990.0,2012.1,2011.0,4186.7,3735.3,5851.3,5057.9,435.0,448.3,694.7,683.3,28.0,65.0,28.6,29.5,21.1,20.3,0.9,1586.4,1522.4,64.0,1616.8,1551.6,65.2
Vehicle,1,1,29.3,7.9,2011.0,2011.0,2011.0,2011.0,481.0,481.0,481.0,481.0,33.0,33.0,33.0,33.0,49.0,49.0,49.0,49.0,1.9,1.4,0.5,146.3,109.9,36.4,149.1,112.0,37.1
