Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Côte d'Ivoire,64,40,659.7,891.0,1999.3,1999.6,2002.0,2002.0,531.3,1684.7,598.2,566.7,93.5,327.0,314.0,297.2,39.5,121.7,103.8,99.4,189.1,146.4,42.7,14456.8,11204.5,3252.4,14734.4,11419.6,3314.8
Sierra Leone,62,35,374.6,499.1,1999.5,1998.2,2002.5,2003.4,306.9,586.3,361.6,350.3,31.0,87.7,93.1,77.9,44.0,108.5,62.4,49.0,113.6,65.4,48.2,8701.0,5031.1,3669.9,8868.0,5127.7,3740.4
Togo,45,21,697.1,616.7,2002.4,2003.7,2002.2,2001.9,861.7,874.0,858.0,862.9,68.0,128.4,66.7,72.0,63.0,60.6,41.5,61.2,150.2,120.1,30.1,11524.5,9262.2,2262.4,11745.8,9440.0,2305.8
Spain,30,29,1628.3,2775.0,2007.0,2007.4,2009.3,2009.4,1820.5,2083.5,2103.0,2105.0,280.0,414.5,460.2,469.2,17.0,26.8,31.1,30.8,170.3,163.1,7.1,13169.9,12620.8,549.2,13422.8,12863.1,559.7
Ghana,28,25,378.4,605.5,2004.3,2004.3,2008.5,2008.9,738.9,735.1,767.6,772.2,61.0,82.4,92.8,94.6,72.5,81.9,108.3,114.2,72.3,54.9,17.4,5559.1,4230.1,1329.0,5665.9,4311.3,1354.5
Gambia,21,7,441.5,539.2,2004.7,2007.1,2005.4,2005.3,704.6,750.0,735.3,740.2,53.0,117.9,101.9,112.7,101.0,96.9,128.7,130.8,90.0,57.1,32.9,6973.3,4421.0,2552.2,7107.2,4505.9,2601.2
France,17,17,1884.9,3341.4,2008.6,2008.6,2009.1,2009.1,3155.3,3111.5,3116.0,3116.8,429.0,492.3,544.1,548.5,63.0,110.5,121.4,121.9,156.2,149.0,7.2,12093.3,11535.4,557.9,12325.5,11756.9,568.6
Guinea-Bissau,9,4,20.9,26.1,1984.7,1986.5,1988.3,1988.3,628.9,640.1,633.6,631.7,75.0,92.8,85.5,84.2,141.0,151.6,204.5,209.2,34.4,11.9,22.6,2592.0,895.6,1696.5,2641.8,912.7,1729.0
Guinea,9,9,56.4,84.3,2004.8,2004.8,2008.2,2009.0,350.4,331.9,360.5,358.9,39.0,50.8,59.6,56.7,22.0,69.9,99.7,104.3,13.6,9.2,4.4,1048.7,707.0,341.7,1068.8,720.6,348.2
Senegal,8,8,134.3,213.3,1998.2,1998.2,2001.9,2002.0,816.3,945.1,849.7,856.2,137.0,273.5,285.5,293.6,104.5,128.6,143.5,151.3,30.5,25.4,5.2,2329.4,1934.4,395.0,2374.1,1971.5,402.6
Nigeria,8,8,166.1,226.8,2007.0,2007.0,2007.9,2008.6,1418.0,1695.0,1468.3,1438.5,210.5,244.2,259.2,253.1,82.0,104.5,91.4,90.2,43.8,37.2,6.5,3349.0,2857.0,492.1,3413.3,2911.8,501.5
Morocco,8,8,465.9,614.5,2006.2,2006.2,2006.2,2006.5,2272.7,2306.5,2301.3,2292.0,190.0,228.8,225.2,224.4,8.5,7.8,7.1,6.7,63.3,62.2,1.1,4885.0,4801.3,83.7,4978.8,4893.5,85.3
Germany,6,6,752.3,1319.1,2011.5,2011.5,2011.6,2011.6,3833.0,3808.4,3803.7,3802.6,511.5,496.3,499.5,498.6,73.5,65.3,65.3,65.4,64.2,62.7,1.5,4945.1,4826.0,119.1,5040.1,4918.6,121.4
Gibraltar,6,6,334.1,527.2,2008.8,2008.8,2007.5,2007.5,2406.8,2632.6,2803.3,2819.3,261.5,481.2,715.8,733.0,10.0,14.8,18.4,18.2,44.1,43.0,1.1,3399.9,3319.2,80.7,3465.2,3382.9,82.2
Brazil,5,5,403.5,668.8,2012.4,2012.4,2012.3,2012.2,2833.9,2765.2,2729.3,2712.4,241.0,427.2,437.2,417.2,98.0,168.2,179.0,184.7,35.3,30.7,4.6,2735.3,2381.3,354.0,2787.8,2427.0,360.8
South Africa,4,4,384.6,292.5,2002.8,2002.8,2008.2,2005.3,3761.8,3717.8,3851.3,3694.0,545.5,517.8,512.3,586.3,10.5,10.2,11.9,9.5,33.0,32.7,0.3,2541.8,2516.0,25.9,2590.6,2564.3,26.4
Denmark,4,4,544.5,940.0,2008.5,2008.5,2009.0,2009.0,4274.8,4295.7,4300.7,4298.6,601.5,575.2,578.4,581.0,5.5,11.8,11.9,11.5,49.0,48.9,0.2,3772.7,3758.7,14.0,3845.2,3830.9,14.3
Namibia,4,3,170.1,229.7,2012.2,2012.0,2012.3,2012.3,2274.5,2292.5,2301.7,2301.5,345.5,447.2,421.9,421.0,16.0,19.3,17.9,18.0,35.0,34.6,0.5,2689.6,2654.5,35.1,2741.2,2705.4,35.8
Angola,3,3,127.7,207.0,2007.7,2007.7,2008.5,2007.9,1734.2,1699.5,1706.0,1701.2,151.0,275.3,258.1,270.9,42.0,45.0,42.6,43.2,13.9,12.8,1.1,1076.0,990.8,85.2,1096.7,1009.8,86.9
United Kingdom of Great Britain and Northern Ireland,3,3,428.6,436.1,2008.7,2008.7,2010.8,2008.1,3205.6,3211.0,3221.9,3204.8,257.0,273.0,252.3,286.4,16.0,19.3,24.0,17.6,31.3,30.4,1.0,2419.4,2347.7,71.7,2465.9,2392.8,73.1
Belgium,2,2,286.0,298.0,2010.0,2010.0,2010.2,2009.6,3654.5,3654.5,3637.6,3683.5,517.0,517.0,469.7,611.8,69.0,69.0,71.3,64.4,23.9,22.7,1.2,1845.5,1752.6,93.0,1881.0,1786.2,94.8
Italy,2,2,295.1,333.7,2012.5,2012.5,2012.4,2013.7,3572.2,3572.2,3530.9,3701.9,397.0,397.0,390.4,472.4,135.5,135.5,132.0,175.6,25.3,23.2,2.1,1959.6,1795.2,164.4,1997.2,1829.7,167.6
Mauritius,2,2,1011.0,1966.4,2008.5,2008.5,2008.4,2008.4,5651.8,5651.8,5650.7,5651.8,1200.0,1200.0,1201.3,1201.6,18.0,18.0,17.7,17.6,63.0,62.7,0.2,4878.2,4859.6,18.7,4971.9,4952.9,19.0
