Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,741,342,31607.9,33240.5,2006.6,2007.4,2007.3,2007.1,1205.9,1364.8,1205.5,1280.8,99.0,156.9,121.6,152.3,20.0,90.1,40.7,54.6,4561.1,4067.8,493.3,349507.5,312461.0,37046.5,356218.1,318460.3,37757.8
Dominican Republic,371,134,5009.5,5056.1,2008.7,2007.0,2010.0,2010.5,465.6,508.8,486.1,483.2,40.0,47.5,46.0,48.4,13.0,36.7,24.7,29.5,732.1,612.6,119.5,56356.6,47229.5,9127.0,57438.6,48136.3,9302.3
Colombia,277,103,4660.6,4643.8,2005.7,2005.3,2005.3,2005.6,490.3,579.1,536.5,530.0,40.0,100.0,51.3,55.8,11.0,64.1,17.2,22.7,814.8,729.9,84.9,62922.0,56413.9,6508.1,64130.1,57497.1,6633.1
Cayman Islands,264,41,5905.0,699.7,2003.4,2002.5,2009.7,2005.6,264.9,277.5,259.9,276.3,16.0,26.8,15.9,20.9,7.0,13.9,7.6,10.0,1176.6,986.0,190.6,91124.9,76365.4,14759.5,92874.5,77831.6,15042.8
Haiti,234,57,942.6,1126.6,2006.4,2007.6,2006.5,2007.1,299.3,395.3,332.3,341.4,28.0,36.8,42.5,45.5,18.0,36.2,27.1,32.1,219.5,166.0,53.5,16839.8,12774.9,4064.9,17163.2,13020.2,4143.0
Mexico,118,54,8440.6,3375.0,2008.9,2007.2,2011.0,2008.1,636.4,1142.1,729.6,1138.3,40.0,111.5,59.8,127.6,14.0,87.8,52.6,98.4,1152.1,915.5,236.5,89138.9,70876.8,18262.1,90850.4,72237.6,18612.8
Trinidad and Tobago,98,62,2583.6,3168.0,2007.3,2007.8,2007.5,2007.1,1043.2,1155.5,1091.1,1101.7,91.5,173.3,176.4,193.5,28.0,61.2,70.2,74.5,448.4,375.9,72.5,34214.6,28652.5,5562.0,34871.5,29202.7,5668.8
Guatemala,88,28,1240.7,1591.0,2006.0,2006.1,2005.2,2005.2,743.5,824.2,799.3,804.8,58.0,76.8,63.4,65.6,10.0,16.8,14.3,14.7,269.5,253.6,15.8,20827.0,19611.0,1216.0,21226.9,19987.5,1239.3
Venezuela (Bolivarian Republic of),79,42,1864.6,3101.2,2006.0,2006.9,2006.0,2006.0,888.8,1068.2,1188.3,1219.8,94.0,175.2,256.6,267.3,53.0,120.0,135.8,143.8,378.7,229.4,149.3,29173.6,17685.1,11488.5,29733.7,18024.6,11709.0
Cuba,74,40,1605.8,1624.2,1999.2,2002.2,2002.7,2004.6,696.8,1013.5,984.0,1472.2,48.0,118.0,316.1,503.5,21.0,105.0,59.3,87.8,219.0,173.4,45.5,16903.6,13411.2,3492.5,17228.2,13668.6,3559.5
Costa Rica,64,19,1211.8,1071.6,2006.2,2006.4,2005.6,2006.7,644.7,752.9,688.8,680.8,44.0,64.8,52.1,50.0,39.5,54.7,40.4,45.3,265.3,224.4,40.9,20484.9,17358.4,3126.5,20878.2,17691.7,3186.5
