Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kingston,1268,511,41669.2,49060.9,2006.0,2006.2,2008.0,2008.1,726.8,1433.6,1505.3,1543.1,63.0,153.7,362.1,373.7,20.0,68.9,51.8,56.7,5524.1,4927.5,596.6,424607.0,379271.8,45335.2,432759.5,386553.8,46205.7
Port Royal,989,348,63633.0,75317.3,2007.2,2007.3,2008.2,2008.4,770.0,1680.6,2171.9,2107.1,64.0,162.6,486.7,467.5,18.0,55.6,40.1,42.3,7345.4,6864.4,481.0,558408.5,521695.5,36713.0,569129.9,531712.1,37417.9
Montego Bay,245,66,6225.1,1617.9,2004.8,2005.9,2007.0,2008.4,542.9,918.3,475.4,715.3,36.0,89.0,48.6,118.4,10.0,32.3,17.9,28.1,1367.1,1162.0,205.1,105562.7,89749.4,15813.3,107589.5,91472.6,16116.9
Ocho Rios,145,41,6389.0,1680.7,2007.7,2004.8,2009.3,2005.6,272.6,864.8,418.0,858.1,17.0,80.1,40.8,93.4,7.0,63.5,24.7,122.6,1191.4,1058.5,132.9,92114.8,81873.8,10241.0,93883.4,83445.8,10437.6
Falmouth,116,20,13233.8,1108.5,2010.5,2006.7,2010.4,2009.5,580.3,555.0,711.1,723.0,39.0,35.8,51.8,55.3,9.0,9.4,19.7,20.2,2006.3,1785.2,221.1,154818.3,137796.0,17022.3,157790.8,140441.7,17349.1
Rocky Point,89,80,4664.0,6739.6,2005.7,2005.7,2008.1,2008.4,1875.8,2564.9,2552.6,2582.1,225.0,273.2,316.6,326.1,84.0,159.3,102.0,101.3,710.8,632.9,77.9,52626.2,46701.2,5924.9,53636.6,47597.9,6038.7
Esquivel,89,70,2670.0,4270.0,2006.8,2007.6,2009.2,2009.2,1105.1,1739.3,1384.5,1307.9,112.0,201.8,333.1,329.9,49.0,104.7,109.5,108.2,450.6,372.8,77.8,34588.7,28667.7,5921.0,35252.8,29218.1,6034.7
Alligator Pond,63,45,3012.9,4889.5,2009.5,2009.8,2010.7,2010.6,1351.7,2473.9,2368.6,2331.7,205.0,254.4,376.5,374.7,40.0,68.3,81.0,79.9,412.3,365.3,47.1,31716.7,28161.0,3555.6,32325.6,28701.7,3623.9
Port Rhoades,63,24,4485.5,7950.5,2002.6,2009.7,2005.3,2004.7,1246.6,3526.6,2108.9,2022.2,142.0,358.9,470.1,443.1,57.0,69.2,97.7,97.3,406.5,353.0,53.5,31241.9,27209.8,4032.1,31841.8,27732.2,4109.5
Rio Bueno,40,29,815.3,851.8,2008.7,2009.0,2007.3,2005.9,597.2,836.9,741.5,913.3,54.5,89.2,97.4,136.1,29.0,57.3,55.3,80.2,113.0,96.4,16.6,8681.3,7425.4,1255.9,8847.9,7568.0,1280.0
Lucea,14,11,811.6,864.8,2005.2,2005.3,2005.9,2005.6,701.6,1820.2,1152.7,3958.7,40.0,151.8,489.6,767.9,10.5,32.1,55.4,83.8,130.6,111.8,18.8,10091.8,8645.3,1446.5,10285.6,8811.3,1474.3
Port Antonio,9,9,219.7,258.5,2003.9,2003.9,2006.5,2009.4,1147.5,1040.3,1164.8,1257.4,94.0,113.7,139.7,168.4,16.0,55.6,65.9,89.6,38.4,34.3,4.2,2949.6,2636.2,313.5,3006.3,2686.8,319.5
Saint Ann'S Bay,5,4,159.4,16.1,1997.2,1997.8,1997.5,1998.0,535.0,465.4,468.5,454.2,39.0,29.6,34.8,33.7,6.0,5.8,4.8,5.1,36.3,34.4,1.9,2808.5,2657.7,150.8,2862.5,2708.7,153.7
Port Henderson,5,5,182.9,260.1,2008.4,2008.4,2005.9,2005.0,1179.7,1072.4,1230.1,1233.8,60.0,70.2,77.9,75.8,13.0,58.0,108.2,133.5,26.1,21.3,4.8,2009.9,1643.3,366.6,2048.5,1674.9,373.6
Oracabessa,4,4,141.1,36.0,2003.5,2003.5,2003.6,2002.8,562.7,599.9,742.9,521.2,50.0,62.0,51.9,64.2,19.0,22.8,14.7,23.6,33.4,28.2,5.2,2585.2,2183.6,401.5,2634.8,2225.6,409.2
Savanna La Mar,1,1,44.2,76.0,2008.0,2008.0,2008.0,2008.0,1487.5,1487.5,1487.5,1487.5,359.0,359.0,359.0,359.0,59.0,59.0,59.0,59.0,8.3,6.8,1.5,636.4,527.2,109.2,648.6,537.3,111.3
