Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Montego Bay,289,42,1042.9,990.2,2001.5,2002.0,2007.9,2006.9,185.6,374.2,287.0,377.9,17.0,93.2,133.8,199.0,17.0,48.8,57.2,60.3,344.6,185.8,158.9,24815.5,13420.2,11395.2,25291.9,13677.9,11614.0
Kingston,164,47,872.1,1480.1,1998.0,2001.2,2004.1,2004.6,211.4,988.4,458.7,480.4,25.0,194.1,264.6,273.4,29.0,186.6,231.6,175.2,489.5,244.1,245.3,37151.9,18650.5,18501.4,37865.2,19008.6,18856.6
Port Royal,96,37,231.7,325.0,1999.4,2002.3,2003.3,2003.7,254.8,608.5,295.4,274.0,52.5,243.4,171.4,159.8,17.5,46.6,51.9,47.5,141.0,101.4,39.6,10681.7,7685.0,2996.7,10886.8,7832.6,3054.2
Rocky Point,67,11,265.7,252.1,2003.3,1995.2,2012.8,2012.7,405.1,323.9,596.0,579.5,50.0,182.7,85.6,84.0,40.0,255.7,43.3,42.2,89.4,58.5,30.9,5962.8,3721.2,2241.5,6077.2,3792.7,2284.6
Esquivel,64,20,1272.4,2411.6,1996.7,2002.5,2006.1,2006.1,175.3,370.3,1556.6,1640.8,51.0,282.2,534.0,535.1,39.0,82.8,203.1,205.8,197.8,111.7,86.1,15151.2,8515.9,6635.3,15442.1,8679.4,6762.7
Ocho Rios,31,11,21.2,32.4,1990.1,1991.1,2005.4,2006.3,132.9,408.0,233.5,225.5,17.0,97.6,123.1,115.2,15.0,65.3,91.7,96.0,14.2,9.6,4.6,1070.7,723.1,347.6,1091.2,737.0,354.2
Port Rhoades,28,19,282.3,529.6,1997.9,2001.5,1997.9,1997.7,156.5,557.4,957.0,1050.2,31.0,201.8,33.6,31.8,32.0,94.9,713.6,728.1,36.6,14.2,22.4,2801.7,1074.0,1727.8,2855.5,1094.6,1760.9
Alligator Pond,25,16,32.3,50.4,1998.2,2001.9,2007.0,2006.5,123.8,243.2,142.0,131.2,37.0,74.4,39.6,25.0,40.0,68.3,103.9,112.4,18.6,8.6,10.1,1420.7,650.4,770.3,1447.9,662.9,785.1
Rio Bueno,21,12,168.4,316.2,1995.0,2001.5,1997.3,1997.1,151.5,360.0,871.1,958.4,62.0,163.6,307.8,312.4,37.0,77.9,16.1,14.6,23.9,19.0,4.9,1829.2,1460.0,369.2,1864.3,1488.0,376.3
Lucea,11,10,100.5,159.7,2005.9,2006.6,2007.5,2007.5,537.6,559.8,804.4,845.0,49.0,70.6,79.1,80.0,31.0,77.2,68.8,68.3,20.8,12.2,8.6,1576.2,927.4,648.8,1606.5,945.2,661.3
Port Antonio,5,4,1.9,1.8,1991.4,1994.2,2001.6,2005.0,111.5,164.3,173.4,253.6,25.0,37.4,43.4,56.7,9.0,14.2,9.1,9.1,1.3,0.9,0.5,99.7,65.4,34.3,101.6,66.6,35.0
Falmouth,3,1,0.2,0.1,1980.0,1980.0,1980.0,1980.0,225.2,225.2,218.0,218.0,23.0,23.0,53.8,53.8,16.0,16.0,23.1,23.1,0.9,0.7,0.1,64.1,54.2,9.9,65.4,55.3,10.1
Saint Ann'S Bay,2,2,4.3,7.1,1988.0,1988.0,2002.2,2002.6,397.6,397.6,238.9,236.6,112.0,112.0,81.8,80.8,25.0,25.0,1.4,0.6,0.7,0.6,0.1,56.6,46.4,10.2,57.7,47.3,10.4
Port Henderson,1,1,1.4,2.3,1999.0,1999.0,1999.0,1999.0,176.2,176.2,176.2,176.2,276.0,276.0,276.0,276.0,110.0,110.0,110.0,110.0,6.1,4.4,1.7,456.5,329.1,127.5,465.3,335.4,129.9
