Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,696,294,38725.9,31669.7,2006.9,2006.8,2008.5,2006.2,1170.0,1387.3,1139.4,1534.4,97.0,134.3,168.0,307.6,17.0,59.2,30.7,50.8,5850.1,5335.6,514.5,449517.5,409902.7,39614.9,458148.3,417772.8,40375.5
Dominican Republic,331,120,5214.7,4995.2,2007.4,2007.8,2008.3,2007.3,482.2,531.5,509.9,513.1,35.0,54.1,51.6,64.1,19.0,34.2,22.1,27.3,903.6,753.4,150.2,69841.2,58270.1,11571.0,71182.1,59388.9,11793.2
Haiti,256,65,3599.2,1699.3,2007.1,2006.8,2011.1,2007.9,322.6,489.6,416.6,438.0,27.0,62.8,51.9,84.1,15.0,53.6,16.0,33.0,674.6,591.0,83.6,52037.3,45649.5,6387.8,53036.5,46526.0,6510.5
Colombia,194,99,4893.6,5024.3,2007.9,2007.8,2008.4,2010.5,499.4,613.9,540.8,541.4,40.0,70.3,49.0,55.3,24.0,52.8,38.7,45.3,689.3,558.8,130.5,53302.8,43237.7,10065.1,54326.2,44067.9,10258.3
Trinidad and Tobago,168,68,3348.0,4019.4,2008.7,2006.6,2007.7,2007.9,1072.2,1305.4,1290.9,1246.9,73.5,115.1,140.2,122.7,19.0,63.9,66.8,52.8,675.4,580.0,95.4,50395.5,43153.8,7241.6,51363.0,43982.4,7380.7
Mexico,153,100,7884.8,5981.8,2005.9,2006.6,2005.6,2007.0,1296.4,1512.7,1428.2,1443.3,104.0,160.5,137.5,136.3,14.0,64.3,21.3,32.2,986.0,907.6,78.5,76217.9,70177.1,6040.8,77681.3,71524.5,6156.7
Cuba,141,72,1743.3,1436.0,2002.5,2003.4,2004.0,2006.7,570.5,562.5,643.6,616.8,59.0,148.0,111.3,163.1,16.0,41.5,26.3,37.8,393.9,330.6,63.3,30295.4,25477.8,4817.6,30877.1,25967.0,4910.1
Cayman Islands,139,27,2537.0,384.2,2000.6,2004.0,2007.5,2002.9,304.5,316.6,277.5,299.2,19.0,37.2,17.1,25.0,10.0,20.2,9.8,23.5,504.9,394.8,110.1,39099.5,30578.4,8521.1,39850.2,31165.5,8684.8
Venezuela (Bolivarian Republic of),105,55,2181.2,3438.9,2006.6,2008.5,2007.2,2007.4,850.3,1065.2,1098.3,1120.1,83.0,221.4,401.7,426.0,23.0,53.9,42.1,42.0,420.2,376.2,44.0,32407.6,29039.3,3368.3,33029.8,29596.9,3432.9
Costa Rica,94,28,1842.0,1693.0,2004.8,2003.2,2005.2,2005.6,756.5,855.8,767.1,774.2,60.0,114.6,79.5,99.4,14.0,33.4,22.7,30.3,397.0,350.3,46.7,30653.5,27052.2,3601.2,31242.0,27571.6,3670.4
Puerto Rico,77,25,803.0,983.1,2008.1,2007.5,2007.7,2008.0,689.2,753.2,773.0,775.2,56.0,75.9,74.2,78.2,24.0,52.8,47.7,51.1,172.5,136.4,36.2,13225.1,10469.6,2755.5,13479.1,10670.7,2808.4
Bahamas,75,38,3877.1,1787.4,2006.9,2006.4,2009.0,2006.9,725.5,937.9,749.7,1030.5,52.0,170.7,82.8,180.6,9.0,77.0,18.0,42.5,547.8,484.4,63.4,42352.8,37464.7,4888.2,43166.0,38184.0,4982.0
Panama,71,52,1232.1,1666.6,2005.9,2006.4,2006.6,2006.7,619.7,805.7,714.4,746.2,60.0,197.3,113.8,119.3,18.0,79.5,37.2,40.1,262.1,219.6,42.5,20064.2,16815.2,3249.0,20449.4,17138.0,3311.4
Aruba,58,20,605.3,601.8,2006.3,2004.7,2006.1,2007.9,580.7,688.5,646.5,638.9,43.5,94.2,60.2,68.2,19.0,23.0,24.5,28.5,138.1,116.7,21.4,10617.2,8987.7,1629.5,10821.0,9160.2,1660.8
