Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Kingston,1286,515,52720.6,54562.9,2006.1,2006.4,2007.4,2007.3,830.2,1573.1,1907.8,1715.3,68.0,161.0,370.0,345.6,18.0,41.5,26.4,29.9,6852.8,6299.0,553.8,527572.6,485273.0,42299.6,537702.0,494590.2,43111.7
Port Royal,1018,353,62912.7,74755.5,2007.1,2007.1,2008.1,2008.4,782.3,1543.9,2119.7,2067.9,62.5,159.8,404.2,428.7,21.0,42.7,27.2,28.3,7843.3,7349.6,493.7,605574.0,567688.6,37885.4,617201.1,578588.3,38612.8
Montego Bay,174,58,10411.3,1533.9,2002.8,2003.8,2007.7,2007.3,729.1,987.4,955.2,992.9,56.0,131.2,72.3,101.6,10.0,73.9,11.8,31.1,2172.8,1992.9,179.9,167334.8,153443.7,13891.1,170547.7,156389.8,14157.8
Ocho Rios,156,40,11019.7,1198.4,2008.2,2005.4,2010.8,2010.1,727.1,712.2,671.1,705.3,40.0,71.1,42.8,74.2,7.0,19.0,8.5,21.5,2044.3,1910.8,133.5,158131.1,147793.0,10338.1,161167.3,150630.6,10536.6
Falmouth,116,20,10476.4,1197.1,2010.3,2006.7,2010.6,2006.2,349.0,781.5,564.7,747.9,19.0,48.4,57.7,118.4,8.0,9.6,8.9,18.6,1555.1,1431.6,123.5,120298.3,110732.5,9565.9,122608.1,112858.5,9749.6
Rocky Point,100,90,3021.2,4004.2,2005.2,2005.4,2007.6,2008.1,1251.1,1284.4,1519.6,1441.6,112.5,143.4,193.6,182.5,69.0,119.3,112.5,115.8,510.2,413.5,96.7,36904.2,29517.3,7386.9,37612.7,30084.0,7528.7
Esquivel,93,72,3559.0,6029.1,2006.9,2007.6,2008.0,2008.0,1245.0,1625.3,1739.2,1732.8,118.0,215.1,325.6,320.3,63.0,106.3,167.1,180.9,550.9,410.8,140.2,42395.8,31616.3,10779.6,43209.8,32223.3,10986.5
Alligator Pond,63,45,1506.8,2508.6,2009.9,2010.2,2009.2,2009.1,1132.2,1289.2,1152.3,1165.3,101.0,129.5,186.6,191.5,67.0,94.7,95.9,95.1,268.8,210.4,58.4,20673.0,16178.3,4494.7,21069.9,16488.9,4580.9
Port Rhoades,58,21,2866.9,5347.7,2002.6,2009.3,2002.0,2001.8,1197.6,1445.3,1447.1,1454.8,101.0,153.8,178.7,178.5,66.0,58.9,69.4,69.7,222.1,198.7,23.4,17084.6,15274.7,1809.8,17412.6,15568.0,1844.6
Rio Bueno,42,33,1878.8,2484.7,2008.4,2008.3,2009.5,2009.7,1071.6,2087.1,1648.7,2488.7,107.0,197.7,412.1,536.0,25.5,53.8,40.7,48.5,226.8,216.1,10.7,17496.3,16677.5,818.8,17832.2,16997.7,834.5
Lucea,10,8,595.0,79.5,2005.1,2004.4,2005.6,2005.1,1135.0,991.3,959.7,997.0,63.0,66.4,68.5,78.7,9.0,9.9,9.9,10.0,119.6,104.2,15.4,9246.2,8051.8,1194.3,9423.7,8206.4,1217.3
Saint Ann'S Bay,9,8,550.1,307.2,2001.2,2002.0,2003.4,2009.0,715.6,1165.0,1009.3,1875.3,43.0,88.2,140.4,328.3,6.0,5.8,6.0,5.5,100.3,89.8,10.5,7748.9,6931.8,817.1,7897.7,7064.9,832.8
Port Antonio,9,9,514.8,827.1,2005.8,2005.8,2009.5,2010.2,672.8,2418.0,2206.0,3068.9,60.0,196.2,556.4,586.3,6.0,5.3,4.8,4.6,59.6,57.8,1.8,4610.0,4469.9,140.1,4698.6,4555.8,142.8
Oracabessa,4,4,107.8,55.2,2003.5,2003.5,2004.3,2002.7,650.3,743.2,567.6,800.0,56.5,58.2,43.0,78.7,11.5,10.5,10.0,11.2,21.5,16.6,4.9,1666.3,1283.8,382.5,1698.3,1308.5,389.8
Port Henderson,4,4,172.3,189.3,2010.2,2010.2,2008.5,2008.5,569.0,1501.0,1996.7,1916.4,75.0,112.2,223.5,221.0,19.5,17.5,8.5,8.7,26.7,25.5,1.2,2060.8,1970.9,89.9,2100.4,2008.8,91.6
Savanna La Mar,2,2,79.4,111.4,2007.5,2007.5,2007.3,2007.4,1189.5,1189.5,1215.7,1168.3,216.5,216.5,169.9,191.3,7.0,7.0,8.0,7.5,12.9,12.2,0.7,1000.1,944.3,55.8,1019.3,962.5,56.8
