Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Pointe A Pitre,1189,174,18137.1,17586.2,2002.6,2003.5,2007.0,2006.7,175.5,885.3,741.3,1229.6,17.0,95.7,163.7,173.8,14.0,29.5,21.8,23.7,3646.0,3266.5,379.5,281413.0,252452.1,28960.9,286816.1,257299.2,29516.9
Marie Galante,76,5,18.3,1.7,2009.8,2005.0,2008.3,2008.4,216.6,347.7,345.0,356.4,13.0,15.6,97.8,109.0,11.0,22.0,25.9,25.1,24.5,17.7,6.7,1837.1,1332.2,504.9,1872.4,1357.7,514.6
Terre De Bas,70,18,115.2,13.6,1988.4,1986.8,1995.8,1994.7,125.1,137.1,142.3,141.3,16.0,22.0,15.6,16.5,10.0,11.1,8.9,8.8,45.7,28.5,17.2,3501.4,2185.7,1315.7,3568.6,2227.7,1340.9
Basse Terre,54,24,613.4,777.6,2006.9,2005.4,2008.2,2008.4,220.4,2161.4,1074.3,2092.6,23.5,259.0,293.4,303.1,10.5,16.7,26.5,28.2,154.2,146.7,7.6,11884.8,11304.6,580.2,12113.0,11521.6,591.3
Folle-Anse,14,6,11.8,15.8,1996.0,1995.3,2008.5,2010.3,129.5,178.5,203.4,240.7,17.0,29.8,44.9,49.1,13.0,41.5,68.9,74.8,6.7,3.9,2.8,512.1,298.6,213.5,522.0,304.4,217.6
Baie Mahault,6,5,3.9,0.6,1989.5,1987.4,1993.2,1994.3,132.8,112.7,111.3,116.0,16.5,15.1,16.6,16.8,8.0,9.3,8.4,7.8,2.3,1.2,1.1,174.9,90.4,84.5,178.3,92.2,86.1
Le Gosier,6,5,5.6,5.3,2007.0,2006.2,2005.2,2003.8,206.4,341.6,195.0,160.2,12.0,15.0,17.8,12.2,8.0,7.1,6.8,5.8,3.0,2.1,0.9,227.7,161.8,65.8,232.0,164.9,67.1
Trois Rivieres,3,3,49.6,56.5,1998.0,1998.0,2007.9,2008.0,270.5,555.7,799.6,817.5,20.0,32.3,61.0,61.4,4.0,5.0,6.6,6.7,7.8,6.6,1.2,604.3,513.0,91.3,615.9,522.8,93.0
Saint Francois,1,1,12.5,19.9,1972.0,1972.0,1972.0,1972.0,17989.5,17989.5,17989.5,17989.5,2212.0,2212.0,2212.0,2212.0,153.0,153.0,153.0,153.0,26.5,24.7,1.8,1987.0,1850.9,136.1,2025.1,1886.4,138.7
Port Louis,1,1,228.1,431.9,2012.0,2012.0,2012.0,2012.0,1452.9,1452.9,1452.9,1452.9,134.0,134.0,134.0,134.0,2.0,2.0,2.0,2.0,7.6,7.5,0.1,587.6,577.6,10.0,598.9,588.7,10.2
