Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Pointe A Pitre,1187,174,17071.9,16804.4,2002.6,2003.5,2006.7,2006.5,185.1,848.3,701.0,1179.5,17.0,74.6,145.4,171.6,13.0,34.0,24.7,27.0,3686.5,3292.3,394.1,284266.4,254185.7,30080.6,289724.3,259066.1,30658.2
Marie Galante,81,5,35.1,3.5,2009.2,2005.0,2007.6,2007.5,203.7,1431.7,625.5,685.3,20.0,230.7,719.5,780.4,14.0,14.2,40.0,42.5,46.2,39.7,6.5,3467.2,2979.6,487.6,3533.7,3036.8,497.0
Terre De Bas,68,18,118.4,13.8,1988.2,1986.8,1996.7,1995.8,114.4,132.4,147.4,145.3,14.0,15.4,15.5,15.7,10.0,14.4,10.7,10.9,46.5,26.0,20.5,3571.8,2000.4,1571.4,3640.4,2038.8,1601.6
Basse Terre,46,24,95.3,73.5,2006.5,2005.9,2008.2,2009.0,160.8,246.6,179.7,200.9,16.0,32.8,42.9,67.5,16.5,56.0,37.3,59.6,34.5,21.3,13.1,2638.0,1640.3,997.7,2688.6,1671.7,1016.9
Folle-Anse,15,7,41.5,57.3,1997.0,1997.6,2012.9,2014.1,172.4,623.8,705.7,871.2,16.0,56.2,244.4,259.3,8.0,11.9,7.8,7.2,10.1,8.3,1.8,772.2,637.4,134.8,787.0,649.6,137.4
Baie Mahault,7,6,3.8,0.5,1989.7,1988.0,1990.6,1990.6,76.4,92.3,103.1,92.9,15.0,16.1,15.1,15.4,13.0,11.8,12.3,12.7,3.5,1.5,1.9,261.8,114.3,147.5,266.8,116.5,150.4
Le Gosier,5,4,5.7,6.8,2010.0,2009.8,2009.4,2008.8,302.4,361.8,360.8,352.0,14.0,28.0,37.8,37.3,19.0,16.9,21.0,22.6,3.3,2.3,1.0,249.2,175.6,73.6,254.0,179.0,75.0
Trois Rivieres,3,3,125.9,143.7,1998.0,1998.0,2008.1,2008.2,521.5,1390.8,2031.7,2078.7,32.0,80.0,160.5,161.5,39.0,38.0,30.5,30.4,23.1,20.5,2.6,1783.7,1585.8,197.9,1817.9,1616.3,201.7
Capesterre,1,1,1.6,2.6,1972.0,1972.0,1972.0,1972.0,2318.4,2318.4,2318.4,2318.4,174.0,174.0,174.0,174.0,102.0,102.0,102.0,102.0,3.3,2.1,1.2,245.5,154.8,90.7,250.2,157.7,92.5
Port Louis,1,1,439.8,832.9,2012.0,2012.0,2012.0,2012.0,2801.9,2801.9,2801.9,2801.9,276.0,276.0,276.0,276.0,205.0,205.0,205.0,205.0,35.0,14.4,20.6,2711.7,1115.9,1595.7,2763.7,1137.4,1626.4
