Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,233,38,1307.7,1658.2,2001.9,2001.7,2002.4,2002.5,261.4,369.9,306.5,308.1,21.0,32.3,48.6,49.3,16.0,14.9,19.9,19.7,282.1,218.1,64.0,21663.1,16793.3,4869.8,22079.0,17115.7,4963.3
General cargo,196,93,1073.2,1426.6,1984.4,1983.2,1990.9,1989.3,896.8,1344.8,1373.9,1360.9,108.0,158.1,308.3,312.4,69.5,144.1,195.3,197.6,308.4,221.1,87.4,23500.5,16896.1,6604.3,23951.7,17220.5,6731.2
Bulk carrier,38,28,1840.5,3000.2,1995.2,1998.4,2004.3,2004.9,1272.5,2210.5,2626.4,2659.3,123.5,213.6,616.8,619.0,104.0,116.0,92.7,92.5,211.9,185.5,26.4,16366.7,14339.6,2027.1,16680.9,14614.9,2066.0
Ro-Ro,30,6,198.7,168.0,1987.7,1993.7,1996.8,1995.9,341.0,1108.9,1063.6,1057.8,64.5,91.7,195.9,234.2,10.5,51.7,84.6,78.5,67.8,48.6,19.2,5213.5,3735.4,1478.1,5313.6,3807.1,1506.5
Vehicle,13,6,102.5,35.5,2001.2,2000.2,2001.1,1999.6,147.5,291.8,222.7,234.8,9.0,29.6,36.6,42.3,7.0,13.2,13.4,15.1,10.2,8.2,1.9,782.6,634.6,148.1,797.7,646.7,150.9
Chemical tanker,12,10,38.4,55.9,2002.9,2003.4,2009.9,2009.6,777.4,821.7,841.9,834.8,69.0,81.8,108.0,107.1,56.0,73.5,88.1,89.0,20.6,9.7,10.8,1546.5,732.1,814.4,1576.2,746.2,830.0
Oil tanker,3,3,108.3,189.1,2009.0,2009.0,2009.2,2009.3,674.1,893.3,1265.7,1289.0,115.0,94.0,114.1,115.4,23.0,35.7,22.9,22.9,10.3,8.8,1.5,792.2,677.3,114.8,807.4,690.4,117.0
Liquefied gas tanker,2,2,13.5,16.0,1991.0,1991.0,1990.4,1990.4,1683.8,1683.8,1733.6,1725.4,201.0,201.0,288.8,288.1,23.0,23.0,24.9,24.9,5.4,4.9,0.5,410.8,375.7,35.0,418.7,382.9,35.7
Ferry-RoPax,1,1,0.2,0.0,1980.0,1980.0,1980.0,1980.0,128.2,128.2,128.2,128.2,53.0,53.0,53.0,53.0,21.0,21.0,21.0,21.0,0.3,0.2,0.1,22.3,15.0,7.3,22.7,15.3,7.4
Offshore,1,1,0.7,0.6,2006.0,2006.0,2006.0,2006.0,637.4,637.4,637.4,637.4,99.0,99.0,99.0,99.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,41.0,40.8,0.2,41.8,41.6,0.2
