Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-pax only,2285,74,919.0,102.5,2005.1,2000.0,2002.6,2001.8,352.5,621.9,630.8,626.8,19.0,35.4,229.7,294.1,12.0,18.4,80.9,72.1,1189.0,760.4,428.6,89272.4,57090.1,32182.3,90986.4,58186.2,32800.2
Oil tanker,369,34,571.3,907.2,2009.8,2008.9,2008.5,2008.3,222.0,422.9,715.5,718.6,79.0,130.6,727.6,692.7,31.0,32.7,131.6,126.6,990.9,794.4,196.5,74488.1,59713.3,14774.8,75918.3,60859.8,15058.5
Container,213,25,1048.2,1227.3,1994.3,2002.3,2001.6,2001.7,315.1,1583.3,926.3,949.8,36.0,239.9,339.1,324.4,12.0,40.5,94.5,95.2,375.3,291.6,83.8,28560.0,22187.1,6372.8,29108.3,22613.1,6495.2
Service - tug,184,16,109.8,55.8,2009.5,2005.8,2005.7,2006.6,564.7,835.0,1224.7,1125.0,84.5,191.7,2136.2,1976.5,14.5,39.1,66.4,63.4,239.4,201.0,38.4,17974.7,15093.4,2881.3,18319.8,15383.2,2936.7
General cargo,168,13,80.3,132.5,2004.4,2001.5,2001.7,2002.6,485.5,990.4,735.8,824.3,48.0,97.2,185.1,189.2,24.0,211.8,414.8,382.1,24.0,14.7,9.3,1818.3,1112.9,705.4,1853.2,1134.3,718.9
Service - other,107,6,172.7,181.8,2011.0,2001.0,2007.9,2007.4,404.6,340.1,589.3,628.5,40.0,148.7,638.9,714.4,20.0,39.9,71.2,76.1,85.2,63.0,22.2,6397.7,4729.0,1668.7,6520.5,4819.8,1700.7
Ferry-RoPax,85,4,44.3,18.7,1984.0,1981.0,1981.5,1982.2,224.7,1266.8,683.6,604.2,32.0,658.0,745.3,635.7,11.0,122.8,225.5,239.8,99.9,74.6,25.3,7501.0,5604.8,1896.2,7645.1,5712.4,1932.6
Chemical tanker,11,11,53.1,77.7,2010.2,2010.2,2007.1,2006.9,153.4,542.5,358.7,338.6,30.0,76.2,165.1,167.5,14.0,46.9,125.1,113.7,19.6,10.2,9.4,1502.3,784.8,717.5,1531.1,799.8,731.3
Bulk carrier,6,5,91.0,154.8,2009.3,2007.8,2002.9,2003.1,1081.5,1208.8,855.5,825.0,104.0,188.4,295.3,293.2,76.5,209.0,172.4,184.9,20.5,13.1,7.4,1577.5,1008.6,568.9,1607.8,1028.0,579.8
Liquefied gas tanker,3,3,7.7,6.9,2006.7,2006.7,2008.6,2008.7,730.3,787.7,747.8,763.6,42.0,43.0,44.3,44.5,59.0,58.3,57.6,58.1,4.2,1.5,2.6,318.1,116.9,201.1,324.2,119.2,205.0
Cruise,2,2,564.6,68.5,1994.5,1994.5,2004.8,1999.6,5499.3,5499.3,3338.1,3688.1,2985.5,2985.5,1687.7,2343.7,25.0,25.0,33.3,29.1,324.2,318.0,6.2,25110.5,24632.0,478.5,25592.6,25105.0,487.6
Miscellaneous - fishing,1,1,1.5,1.1,1979.0,1979.0,1979.0,1979.0,3285.4,3285.4,3285.4,3285.4,29.0,29.0,29.0,29.0,527.0,527.0,527.0,527.0,2.1,0.1,1.9,154.8,10.6,144.2,157.8,10.8,147.0
