Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,7624,1391,276747.6,313059.0,2006.9,2008.2,2009.8,2009.5,740.6,806.3,881.4,879.1,56.0,71.7,117.4,116.6,16.0,22.9,29.2,28.6,33865.1,30936.0,2929.1,2616864.3,2392207.2,224657.1,2667108.1,2438137.6,228970.5
Ferry-pax only,3196,87,828.0,76.2,1999.4,2000.4,1999.9,1999.2,278.5,954.1,465.7,453.6,12.0,55.0,228.0,218.0,10.0,31.2,54.9,49.8,1263.6,833.8,429.8,94873.4,62602.1,32271.3,96695.0,63804.1,32890.9
Bulk carrier,2179,1507,189400.2,336500.5,2007.3,2008.5,2008.6,2008.8,1502.7,2116.5,2283.7,2290.8,138.0,212.5,396.3,395.2,82.0,123.1,128.6,128.4,13396.0,11893.7,1502.3,1037102.4,921001.2,116101.2,1057014.8,938684.4,118330.3
General cargo,1648,668,17394.7,24081.4,2004.5,2005.4,2005.5,2005.7,805.5,1341.3,1441.8,1436.9,80.0,140.5,292.9,293.9,36.5,74.9,104.0,102.7,3186.9,2656.7,530.2,244309.7,204246.7,40063.0,249000.4,208168.2,40832.2
Chemical tanker,802,473,15223.4,24628.7,2008.9,2008.7,2009.4,2009.4,1081.7,1353.1,1524.9,1531.1,102.0,127.1,344.0,343.0,33.0,53.3,70.0,70.0,2949.3,2295.4,653.9,226996.6,177001.4,49995.3,231355.0,180399.8,50955.2
Oil tanker,485,291,30176.1,53526.3,2008.3,2008.2,2007.4,2007.3,1349.8,1694.9,1750.7,1767.5,126.0,239.2,309.0,308.1,44.0,87.1,79.8,79.4,3699.2,2678.0,1021.3,285783.3,206883.4,78899.9,291270.3,210855.6,80414.8
Vehicle,459,153,13746.0,4611.7,2006.2,2007.0,2007.8,2007.2,343.0,885.2,825.0,845.7,42.0,70.8,143.6,143.4,12.0,19.5,22.8,24.2,1075.7,973.7,102.1,83068.8,75275.2,7793.6,84663.7,76720.5,7943.2
Liquefied gas tanker,403,147,28802.9,25688.6,2007.4,2008.2,2011.8,2011.8,641.2,2217.2,3517.3,3490.5,67.0,181.3,534.0,539.5,24.0,53.3,236.3,226.5,3310.0,2649.4,660.6,228256.2,184162.7,44093.5,232638.7,187698.6,44940.1
Cruise,132,41,9552.2,993.2,2006.2,2002.5,2007.7,2006.5,590.1,815.5,736.4,757.8,39.0,53.8,84.9,93.5,10.0,17.6,27.8,29.5,1807.8,1472.1,335.7,139998.2,113998.8,25999.4,142686.2,116187.6,26498.6
Service - tug,96,48,158.6,134.5,2011.1,2011.1,2009.8,2007.5,480.6,1692.8,1322.1,1480.8,106.0,195.3,285.6,256.9,23.0,157.6,593.1,697.7,188.6,121.1,67.4,14222.7,9103.1,5119.6,14495.7,9277.8,5217.9
Offshore,41,33,444.0,633.4,2008.5,2009.6,2005.2,2003.2,840.8,1349.3,1267.5,1210.1,68.0,273.5,732.7,614.2,67.0,274.6,225.1,149.3,136.2,89.5,46.7,10275.9,6747.4,3528.5,10473.2,6877.0,3596.2
Service - other,37,14,190.7,134.4,2007.1,1998.7,1999.7,2005.3,273.6,1169.5,1236.7,1080.6,30.0,165.1,373.9,330.6,10.0,341.0,178.2,137.9,79.3,61.7,17.6,6009.2,4683.1,1326.0,6124.5,4773.1,1351.5
Miscellaneous - fishing,17,8,26.2,19.2,1985.0,1988.9,1987.1,1987.7,1509.1,2375.3,3287.2,2635.5,209.0,211.4,409.9,400.7,16.0,223.7,1349.7,1118.3,27.7,20.3,7.4,2082.2,1525.0,557.1,2122.1,1554.3,567.8
Refrigerated bulk,9,8,159.7,180.1,1992.9,1994.0,1990.5,1990.7,1513.3,3332.3,3789.3,3881.9,275.0,577.4,1079.5,1108.0,172.0,217.3,194.0,197.1,133.3,103.1,30.1,10096.0,7832.8,2263.2,10289.8,7983.2,2306.6
Ferry-RoPax,8,8,147.5,29.4,2005.4,2005.4,2000.5,1998.3,1043.4,1656.4,1575.4,1589.6,74.0,149.1,141.3,149.2,374.5,939.2,276.8,213.9,68.7,33.9,34.8,5035.5,2422.0,2613.5,5132.2,2468.5,2663.7
Ro-Ro,4,3,42.4,40.0,2001.2,2003.3,1996.2,1995.9,1647.2,1173.3,1675.4,1666.3,116.0,88.7,127.6,127.4,150.0,118.3,160.2,157.3,12.5,7.4,5.0,966.0,576.7,389.2,984.5,587.8,396.7
Other liquids tankers,1,1,3.7,3.7,2003.0,2003.0,2003.0,2003.0,2002.6,2002.6,2002.6,2002.6,214.0,214.0,214.0,214.0,5.0,5.0,5.0,5.0,2.5,2.4,0.1,193.7,187.7,6.0,197.4,191.3,6.1
