Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,408,87,9914.5,943.6,2001.5,2000.0,2006.6,2005.7,204.1,378.8,324.2,327.8,16.0,29.3,48.4,50.2,9.0,10.3,10.9,10.8,2121.1,1777.4,343.8,164055.3,137526.3,26529.1,167205.2,140166.8,27038.4
General cargo,106,28,341.9,424.2,1998.5,2003.8,2008.3,2008.2,173.9,844.0,791.7,748.6,20.0,77.4,227.5,223.7,9.5,33.8,55.8,55.2,76.8,70.5,6.3,5902.0,5426.1,475.9,6015.3,5530.3,485.0
Oil tanker,89,16,490.6,794.6,2005.5,2006.5,2006.9,2007.1,331.9,751.1,675.3,685.6,42.0,85.2,139.9,141.5,21.0,25.9,41.6,41.3,145.0,99.3,45.7,11077.2,7633.7,3443.6,11289.9,7780.2,3509.7
Container,79,9,346.9,454.7,2007.0,2005.7,2007.1,2007.1,424.4,446.8,461.3,457.7,30.0,35.6,50.0,48.3,9.0,14.6,17.8,17.0,99.5,88.6,10.9,7644.6,6821.6,822.9,7791.3,6952.6,838.7
Ro-Ro,59,5,37.8,44.0,1990.6,1989.4,1991.8,1991.6,73.7,402.5,112.7,114.6,8.0,57.9,33.8,35.2,8.0,229.9,41.1,50.8,41.9,22.8,19.1,3188.9,1745.0,1443.9,3250.1,1778.5,1471.6
Chemical tanker,54,29,633.3,1038.9,2008.1,2008.9,2008.8,2008.9,301.0,743.5,788.2,791.5,40.5,116.1,173.6,171.8,19.5,32.0,49.6,48.9,130.2,97.1,33.1,9972.7,7448.1,2524.6,10164.2,7591.1,2573.1
Offshore,41,9,9.2,9.9,1982.9,1987.8,1994.2,1986.4,194.9,392.1,312.5,233.3,24.0,51.4,105.7,60.1,14.0,53.1,21.9,24.0,17.2,13.6,3.6,1291.0,1020.1,270.9,1315.8,1039.7,276.1
Vehicle,40,17,265.0,85.1,2003.1,2003.4,2004.3,2004.4,142.5,176.1,197.6,198.1,18.5,20.7,25.8,26.5,7.0,7.4,8.7,8.7,22.5,18.5,4.0,1726.5,1424.4,302.1,1759.7,1451.8,307.9
Bulk carrier,30,4,112.1,171.9,2007.6,1992.0,2009.6,2008.9,911.3,719.8,794.3,797.7,77.5,73.4,89.6,90.5,34.0,29.8,40.3,40.2,26.8,23.9,2.9,2058.7,1839.7,219.0,2098.2,1875.0,223.2
Liquefied gas tanker,30,1,27.3,28.3,2007.0,2007.0,2007.0,2007.0,146.0,146.0,190.6,190.6,15.5,15.5,26.1,26.1,13.0,13.0,18.6,18.6,17.5,9.6,7.9,1328.1,738.3,589.9,1353.6,752.5,601.2
Service - tug,17,5,2.1,1.9,1990.3,1994.0,2002.4,2003.7,243.6,819.9,431.6,529.0,49.0,1582.9,2106.5,2493.8,26.0,45.6,42.1,34.8,10.7,9.9,0.8,800.1,741.7,58.4,815.5,756.0,59.5
Ferry-RoPax,16,3,6.8,0.7,1972.8,1979.7,1991.9,1985.9,99.1,522.9,462.4,234.9,13.0,42.5,86.6,65.5,10.5,21.0,22.7,22.1,3.6,2.1,1.5,270.6,160.5,110.1,275.8,163.5,112.2
Refrigerated bulk,11,6,166.3,183.7,2002.0,2002.7,2002.2,2002.2,1101.3,1107.6,1117.6,1117.5,63.0,63.1,63.1,63.1,46.0,45.5,44.6,44.7,71.4,57.2,14.3,5459.8,4387.1,1072.7,5564.6,4471.3,1093.3
Ferry-pax only,2,1,0.3,0.0,1998.0,1998.0,1998.0,1998.0,272.4,272.4,272.4,272.4,7.0,7.0,7.2,7.2,27.5,27.5,26.3,26.3,0.1,0.0,0.1,8.0,1.6,6.4,8.1,1.7,6.5
