Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saint Kitts and Nevis,193,62,1065.3,133.0,1999.9,1998.2,2005.7,2004.5,78.2,93.6,108.6,97.5,12.0,13.7,14.4,14.5,9.0,11.8,8.9,9.8,257.9,166.1,91.8,19930.3,12848.7,7081.7,20313.0,13095.4,7217.6
Sint Maarten (Dutch part),186,45,463.8,166.3,2000.5,2003.0,2004.9,2004.0,93.3,121.8,121.6,102.8,10.0,17.2,18.7,13.1,8.0,15.5,9.5,14.2,140.1,92.9,47.3,10791.7,7171.9,3619.8,10998.9,7309.6,3689.3
Virgin Islands (U.S.),82,43,977.7,130.5,2000.7,2003.9,2004.8,2004.1,196.6,202.9,201.4,199.8,16.0,39.5,24.2,23.3,8.0,25.5,11.4,26.7,282.2,220.0,62.2,21623.0,16842.8,4780.2,22038.1,17166.2,4872.0
Guadeloupe,66,30,551.5,58.3,2004.2,2003.1,2007.3,2007.1,129.2,130.8,140.1,138.0,14.0,15.3,14.4,14.4,10.0,15.2,11.6,16.9,134.8,90.5,44.3,10429.4,7003.9,3425.5,10629.6,7138.4,3491.3
Dominica,52,20,82.8,42.3,2003.8,1998.9,2012.8,2010.0,132.9,142.9,144.4,138.2,16.0,21.4,16.1,17.9,20.5,19.5,14.4,23.6,24.2,15.4,8.7,1849.9,1187.0,662.9,1885.4,1209.8,675.6
Virgin Islands (British),47,16,80.5,20.1,1984.5,1992.1,2000.6,1992.5,217.0,207.1,192.7,209.5,35.0,27.6,19.2,29.4,8.0,40.2,9.9,10.2,29.8,23.6,6.2,2279.7,1803.7,476.0,2323.4,1838.3,485.1
Saint Lucia,45,30,482.0,79.5,2001.7,2001.0,2004.0,2003.7,217.1,219.3,215.6,218.1,16.0,17.8,15.7,16.9,8.0,13.4,9.4,16.1,121.5,95.5,26.0,9385.1,7385.2,2000.0,9565.3,7527.0,2038.4
Saint Barthélemy,36,16,47.5,13.7,1992.2,1994.6,2003.5,2004.8,95.1,160.1,124.5,178.1,11.5,20.6,23.2,63.8,14.0,15.4,11.5,15.9,22.8,11.4,11.4,1740.3,878.3,862.0,1773.7,895.2,878.6
United States of America,32,19,3088.3,751.3,2008.3,2008.7,2009.1,2008.8,1171.8,1565.1,1247.9,1587.4,65.5,126.6,80.9,150.2,8.0,47.7,18.1,74.6,620.1,589.1,31.0,47918.9,45524.1,2394.8,48839.0,46398.2,2440.8
Barbados,32,18,627.2,84.5,2003.8,2003.7,2006.6,2005.4,313.6,330.9,316.3,328.4,24.5,27.0,23.7,25.6,8.5,20.8,9.0,19.2,146.6,125.7,20.9,11342.2,9736.6,1605.6,11559.9,9923.6,1636.4
Trinidad and Tobago,24,13,125.5,112.4,2004.9,2003.4,2004.7,2006.0,444.5,443.5,446.0,450.0,39.5,41.5,39.6,42.5,29.5,40.1,33.4,51.4,40.8,24.2,16.7,3117.6,1857.8,1259.7,3177.4,1893.5,1283.9
Martinique,20,15,136.7,28.5,2006.8,2006.4,2009.0,2007.4,185.5,204.2,183.5,194.2,16.0,24.2,14.9,17.8,11.5,29.8,12.5,37.1,43.7,28.0,15.7,3361.8,2166.5,1195.3,3426.3,2208.1,1218.3
Bahamas,19,19,695.9,901.1,2009.8,2009.8,2010.9,2009.3,1115.5,1149.9,1124.4,1152.4,104.0,121.4,111.6,127.1,83.0,81.0,66.7,83.6,139.1,96.5,42.6,10761.5,7471.5,3290.0,10968.2,7614.9,3353.2
Suriname,16,7,80.0,119.5,2008.1,2006.9,2007.3,2007.3,855.5,945.0,911.5,912.7,86.0,144.6,122.9,123.8,33.5,33.8,42.1,42.4,36.9,28.0,8.9,2811.1,2145.3,665.9,2865.1,2186.4,678.6
Guyana,15,4,40.5,59.9,2006.2,2005.8,2004.1,2004.1,713.4,719.4,726.6,726.2,85.0,102.8,80.8,78.5,45.0,45.0,45.8,45.1,19.2,13.9,5.3,1459.2,1063.5,395.7,1487.2,1084.0,403.3
Dominican Republic,14,12,293.8,139.5,2008.4,2008.3,2008.6,2008.6,520.4,529.8,542.0,525.8,45.0,55.0,45.2,58.6,31.0,31.5,16.4,39.6,63.7,54.0,9.7,4911.6,4166.7,744.9,5005.9,4246.7,759.2
Anguilla,14,8,11.9,7.1,1994.6,1992.6,2006.8,2003.3,130.0,132.1,123.0,137.9,19.0,19.7,16.4,18.1,11.0,11.8,15.4,18.6,7.1,4.1,3.0,540.3,311.4,228.9,550.7,317.4,233.3
Puerto Rico,12,8,153.1,60.7,2005.2,2005.4,2004.0,2007.9,284.8,740.4,324.6,560.4,23.0,66.8,74.5,214.3,22.0,36.8,28.5,83.6,43.4,33.5,10.0,3312.7,2556.2,756.5,3376.3,2605.3,771.0
"Bonaire, Sint Eustatius and Saba",11,10,9.5,14.7,1996.4,1998.7,2006.2,2007.2,95.6,112.9,129.4,133.1,16.0,36.0,49.0,51.1,32.0,39.3,62.7,68.1,11.8,5.0,6.8,894.7,377.7,517.0,911.9,384.9,526.9
Portugal,10,10,1495.1,155.7,1991.5,1991.5,1999.6,1995.2,2630.2,2688.9,2636.1,2650.1,161.0,176.4,156.2,166.3,10.0,14.1,17.4,15.3,283.8,273.3,10.6,21984.0,21165.8,818.3,22406.1,21572.2,834.0
Saint Vincent and the Grenadines,9,9,49.1,16.5,2004.0,2004.0,2003.0,2004.0,262.4,273.4,270.8,278.9,22.0,26.6,21.4,33.6,32.0,53.9,32.5,90.7,19.4,10.9,8.5,1483.7,840.5,643.2,1512.2,856.6,655.5
Grenada,7,5,61.6,14.4,1993.7,1991.4,2002.5,2000.2,324.2,340.6,318.6,322.5,37.0,66.9,20.8,33.2,27.0,34.6,8.9,19.6,21.8,18.8,3.0,1681.0,1454.0,227.0,1713.3,1482.0,231.3
Spain,6,6,355.2,140.8,1997.5,1997.5,2000.7,2002.4,2916.7,2662.7,2495.7,3137.5,212.0,193.2,204.5,239.7,21.5,31.5,23.9,43.6,87.3,84.7,2.6,6750.6,6552.8,197.8,6880.2,6678.6,201.6
Montserrat,5,4,11.9,4.0,1983.6,1977.8,1997.0,1998.3,69.2,113.6,208.7,158.7,21.0,23.4,32.9,31.1,21.0,33.5,8.9,14.5,3.7,1.9,1.8,280.3,143.1,137.3,285.7,145.8,139.9
United Kingdom of Great Britain and Northern Ireland,4,2,2.7,2.7,1999.0,1991.0,2006.4,2006.6,184.6,184.6,182.5,182.4,17.5,25.0,17.3,17.2,15.5,27.5,13.9,13.8,1.6,1.0,0.7,124.8,75.7,49.1,127.2,77.1,50.0
Turks and Caicos Islands,3,2,161.7,13.5,2006.0,2004.0,2008.4,2008.3,612.5,657.4,621.1,621.9,38.0,47.2,40.1,40.2,9.0,8.8,9.3,9.3,31.3,29.0,2.3,2426.7,2244.7,182.0,2473.3,2287.8,185.5
Bermuda,3,3,102.3,100.7,2009.7,2009.7,2010.7,2006.9,948.0,948.8,948.7,949.0,74.0,72.0,70.7,75.4,53.0,44.3,38.7,59.1,17.9,13.3,4.6,1387.2,1031.3,355.9,1413.8,1051.1,362.8
Curaçao,3,2,27.5,15.5,1984.0,1990.5,2003.8,1991.2,535.1,532.6,530.2,532.5,87.0,74.8,57.2,73.8,28.0,17.2,9.6,16.8,2.1,1.9,0.2,161.4,145.3,16.1,164.5,148.1,16.4
Haiti,3,3,57.1,92.9,2011.0,2011.0,2011.1,2011.3,907.0,922.2,887.7,887.1,68.0,79.3,68.7,68.3,60.0,103.7,137.5,141.9,14.2,6.9,7.3,1103.0,536.6,566.4,1124.2,546.9,577.3
Jamaica,2,1,15.9,25.6,1999.0,1999.0,1999.0,1999.0,981.6,981.6,981.6,981.6,256.0,256.0,271.2,271.2,33.5,33.5,32.1,32.1,6.8,5.7,1.1,509.1,426.9,82.2,518.9,435.1,83.8
Colombia,2,2,72.9,22.8,2004.0,2004.0,2003.9,2004.5,827.5,827.5,827.6,826.2,66.5,66.5,66.7,65.8,5.0,5.0,5.0,5.0,4.1,4.0,0.1,318.7,310.1,8.6,324.8,316.1,8.7
Panama,1,1,2.8,5.3,2006.0,2006.0,2006.0,2006.0,1272.0,1272.0,1272.0,1272.0,192.0,192.0,192.0,192.0,243.0,243.0,243.0,243.0,3.6,1.2,2.4,273.3,91.5,181.8,278.5,93.2,185.3
Italy,1,1,129.3,214.9,2010.0,2010.0,2010.0,2010.0,4278.9,4278.9,4278.9,4278.9,341.0,341.0,341.0,341.0,69.0,69.0,69.0,69.0,16.3,14.6,1.7,1260.9,1129.2,131.7,1285.1,1150.9,134.3
Netherlands,1,1,0.4,0.0,1991.0,1991.0,1991.0,1991.0,109.6,109.6,109.6,109.6,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,0.4,0.1,0.3,29.9,8.9,21.0,30.5,9.1,21.4
Aruba,1,1,86.3,5.9,2006.0,2006.0,2006.0,2006.0,552.6,552.6,552.6,552.6,35.0,35.0,35.0,35.0,7.0,7.0,7.0,7.0,13.2,12.5,0.7,1021.7,964.7,57.0,1041.3,983.2,58.1
Togo,1,1,32.5,49.8,2003.0,2003.0,2003.0,2003.0,3894.7,3894.7,3894.7,3894.7,367.0,367.0,367.0,367.0,6.0,6.0,6.0,6.0,7.3,7.3,0.0,562.3,559.0,3.2,573.1,569.8,3.3
Nicaragua,1,1,4.9,8.4,1996.0,1996.0,1996.0,1996.0,1350.7,1350.7,1350.7,1350.7,168.0,168.0,168.0,168.0,23.0,23.0,23.0,23.0,1.7,1.4,0.3,128.1,105.8,22.3,130.6,107.8,22.8
Nigeria,1,1,270.2,501.4,2018.0,2018.0,2018.0,2018.0,4335.5,4335.5,4335.5,4335.5,402.0,402.0,402.0,402.0,0.0,0.0,0.0,0.0,21.9,21.9,0.0,1693.5,1693.5,0.0,1726.0,1726.0,0.0
