Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,541,78,328.2,258.3,1986.5,1984.5,1985.7,1988.0,1185.2,1159.1,1084.2,984.4,129.0,203.8,191.5,170.0,28.0,118.2,115.4,102.2,956.7,871.7,85.0,71875.9,65494.8,6381.1,73255.9,66752.3,6503.6
Cruise,534,64,26148.9,2364.7,2003.2,2004.6,2008.8,2008.4,230.4,471.2,473.6,469.7,15.0,29.8,64.6,65.3,8.0,9.2,14.1,13.7,4823.4,4236.1,587.2,370518.4,325575.6,44942.8,377632.3,331826.7,45805.7
Container,444,48,9414.9,9541.9,2008.8,2007.7,2010.9,2010.1,880.4,902.9,902.2,858.7,54.5,68.6,74.6,76.6,22.0,31.5,28.8,28.4,1899.1,1738.0,161.1,130191.3,118001.7,12189.6,132691.0,120267.4,12423.6
Ro-Ro,259,4,138.5,110.0,1995.1,2000.2,1992.4,1994.2,83.6,97.3,102.9,100.4,10.0,12.2,14.3,13.9,4.0,3.9,4.6,4.7,55.2,42.5,12.7,4148.5,3193.8,954.7,4228.2,3255.2,973.0
Chemical tanker,235,130,6549.7,10899.2,2009.4,2011.1,2011.5,2011.5,889.1,1694.5,1518.8,1535.7,116.0,213.6,253.1,254.0,37.0,46.4,53.3,53.6,1069.1,877.2,192.0,81762.8,67216.1,14546.6,83332.6,68506.7,14825.9
Offshore,211,16,106.6,131.7,1981.9,1989.8,1995.3,1997.9,108.5,957.9,542.7,464.1,15.0,248.9,393.3,389.8,16.0,109.9,296.2,342.5,94.9,63.2,31.7,7144.4,4763.5,2380.9,7281.6,4855.0,2426.6
Ferry-RoPax,155,2,1155.0,268.8,1990.1,1996.5,1990.1,1990.1,241.9,210.0,247.4,247.6,15.0,12.0,15.2,15.2,9.0,299.0,20.6,19.9,274.5,208.5,66.0,20884.9,15928.5,4956.4,21285.9,16234.3,5051.6
General cargo,127,44,703.5,975.2,1994.4,2004.1,2006.8,2006.5,187.2,1286.6,1110.6,1130.9,24.0,129.4,180.7,179.0,16.0,43.9,63.8,68.2,157.7,142.8,14.9,12059.9,10941.4,1118.6,12291.5,11151.4,1140.1
Refrigerated bulk,110,11,2564.4,2517.0,1995.3,1999.3,1994.5,1994.5,972.5,1258.6,2120.9,2094.6,56.5,73.5,183.6,183.1,21.0,22.2,20.2,20.3,1125.5,1057.0,68.5,86000.3,80857.2,5143.1,87651.5,82409.6,5241.8
Oil tanker,99,68,3521.3,6047.3,2007.6,2007.6,2007.3,2007.2,770.2,1356.2,1133.4,1124.0,96.0,173.8,269.1,269.8,40.0,68.2,58.5,59.8,648.8,419.1,229.7,49727.2,32124.6,17602.5,50681.9,32741.4,17940.5
Vehicle,95,70,10930.2,3595.7,2005.9,2007.2,2005.4,2005.4,1132.5,2137.5,2030.3,2006.0,77.0,147.7,359.3,352.5,12.0,19.0,34.8,34.2,647.8,626.8,21.1,49998.1,48394.6,1603.5,50958.0,49323.8,1634.3
Liquefied gas tanker,66,34,3541.9,3078.1,2006.5,2007.7,2005.8,2005.9,556.1,900.0,1242.4,1191.2,46.0,100.1,422.2,409.2,25.5,47.3,56.4,56.2,484.8,409.5,75.3,32378.7,26610.9,5767.9,33000.4,27121.8,5878.6
Bulk carrier,50,39,1985.4,3301.6,2008.0,2008.5,2006.7,2006.6,1393.2,1362.7,1344.1,1354.4,111.0,145.6,165.4,165.6,46.5,74.3,111.4,111.5,187.4,158.5,29.0,14427.2,12206.0,2221.2,14704.2,12440.4,2263.9
Service - other,21,13,127.2,91.0,1989.8,1989.3,1977.4,1972.4,975.9,1321.1,1479.9,1762.3,98.0,161.5,317.7,310.9,47.0,105.3,119.3,95.8,47.3,41.0,6.3,3590.8,3115.1,475.7,3659.7,3174.9,484.8
Miscellaneous - fishing,4,2,3.0,1.4,1998.8,1999.5,2000.3,1999.7,768.2,2579.8,1877.7,1242.5,329.5,332.0,453.5,384.5,10.5,53.5,77.1,60.0,7.5,7.3,0.2,563.6,547.1,16.5,574.4,557.6,16.9
