Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
San Juan,2447,432,56312.6,28020.8,1998.0,2003.5,2007.4,2007.5,357.6,1289.6,684.8,989.3,34.0,136.8,150.0,186.6,12.0,44.3,26.2,37.4,10688.4,9521.7,1166.7,802895.8,714259.4,88636.4,818311.4,727973.1,90338.3
Yabucoa,181,68,3126.3,5275.5,2001.9,2006.5,2010.1,2010.1,474.1,1420.4,1173.4,1178.1,45.0,183.3,211.2,211.4,31.0,89.2,64.4,66.0,607.3,400.2,207.1,46494.8,30645.8,15849.0,47387.5,31234.2,16153.3
Guayanilla,149,79,5682.8,6806.1,1998.2,2007.7,2007.2,2007.8,542.3,1268.0,1337.7,1336.3,49.0,142.5,363.9,333.5,27.0,49.1,56.7,57.3,791.1,645.1,146.0,55918.9,44719.9,11199.0,56992.6,45578.6,11414.0
Ponce,85,54,1004.6,1399.9,1996.8,1993.6,2006.3,2006.9,1267.3,1427.5,1125.2,1555.2,147.0,228.9,166.9,177.3,48.0,169.5,53.8,56.2,206.7,180.1,26.7,15773.4,13758.2,2015.2,16076.3,14022.4,2053.9
Las Mareas,29,12,787.2,1304.3,1992.9,1989.8,2001.4,2001.4,704.1,876.6,1325.3,1343.6,55.0,100.5,154.7,156.1,22.0,57.9,179.2,181.3,91.3,69.1,22.1,6995.5,5292.0,1703.5,7129.8,5393.6,1736.2
Mayaguez,20,13,69.9,50.9,1996.0,1990.4,1987.2,1989.2,566.0,925.8,559.7,713.0,66.0,152.8,318.5,335.5,34.5,60.4,28.9,37.0,36.6,34.5,2.1,2772.1,2616.1,156.0,2825.3,2666.4,159.0
Vieques,8,8,21.7,26.6,1993.8,1993.8,2006.9,2008.5,166.4,396.7,587.8,661.3,20.5,35.2,80.3,85.3,42.0,77.9,49.7,31.5,7.3,4.5,2.8,552.5,343.5,209.1,563.2,350.1,213.1
Fajardo,8,8,55.9,34.2,2002.6,2002.6,2004.1,2003.4,307.9,389.7,245.5,397.2,26.0,118.6,51.8,91.0,12.5,17.9,16.3,22.5,18.0,14.9,3.1,1358.1,1126.0,232.1,1384.2,1147.6,236.6
Roosevelt Roads,7,5,50.1,86.4,1997.7,1996.0,2007.5,2007.7,889.1,899.2,999.4,1003.7,97.0,315.8,106.6,100.5,37.0,65.0,35.0,34.0,11.2,10.2,1.0,854.8,775.4,79.4,871.2,790.3,81.0
Guanica,7,6,68.2,114.3,1991.1,1992.8,2008.8,2008.8,1042.4,1043.5,1618.0,1734.4,223.0,171.5,211.3,214.7,56.0,89.2,52.8,53.6,15.1,13.3,1.8,1149.6,1015.0,134.6,1171.7,1034.5,137.2
Arroyo,4,2,11.0,18.5,2006.8,2004.5,2000.1,2000.0,87.8,173.3,260.1,262.0,20.5,20.5,24.0,24.0,48.0,26.5,1.4,1.2,1.0,0.9,0.2,78.9,67.4,11.4,80.4,68.7,11.7
Arecibo,2,2,0.2,0.2,1995.0,1995.0,1985.0,1984.0,595.0,595.0,430.8,508.2,109.5,109.5,174.0,180.5,15.5,15.5,25.8,26.9,1.4,1.4,0.0,106.2,104.5,1.7,108.2,106.5,1.7
Aguadilla,2,2,2.3,1.1,1987.0,1987.0,1986.9,1986.5,575.1,575.1,574.7,581.6,101.0,101.0,101.7,105.1,31.5,31.5,31.4,30.9,1.4,1.1,0.2,102.6,85.5,17.1,104.6,87.1,17.5
Jobos,2,2,26.0,43.0,2000.0,2000.0,2000.0,2000.0,348.7,348.7,437.9,460.2,28.0,28.0,44.6,45.3,39.0,39.0,40.7,40.7,2.8,2.1,0.7,218.7,162.1,56.6,222.9,165.3,57.6
