Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guayanilla,149,30,198.7,323.3,1984.1,2001.5,2008.4,2008.7,50.5,242.9,240.1,242.2,13.0,62.9,24.3,22.1,31.0,43.5,47.8,47.7,73.7,28.2,45.5,5541.0,2124.2,3416.8,5647.4,2164.9,3482.4
San Juan,108,38,141.9,224.5,1983.5,1995.5,2007.1,2008.2,126.6,310.3,272.1,275.4,22.0,58.6,110.4,111.6,22.5,31.4,28.6,28.9,65.9,50.7,15.2,4953.7,3809.3,1144.4,5048.8,3882.4,1166.4
Jobos,100,5,2.1,1.5,1976.7,1970.0,1977.7,1977.6,47.9,175.1,61.3,62.9,8.0,39.0,14.1,16.6,29.5,32.4,50.4,50.4,8.8,4.2,4.6,664.4,318.8,345.6,677.2,324.9,352.2
Yabucoa,27,12,43.6,75.6,1980.3,1985.9,2009.0,2009.6,102.2,225.9,236.4,240.3,54.0,513.0,175.3,158.5,49.0,46.9,74.1,78.2,69.4,42.0,27.4,5209.8,3154.3,2055.5,5309.9,3214.9,2095.0
Arecibo,26,14,11.8,17.4,1981.0,1989.9,2005.7,2006.4,63.1,90.7,87.8,89.7,10.5,20.5,23.3,21.4,41.0,51.3,68.0,72.1,8.6,3.3,5.3,645.3,247.2,398.1,657.7,251.9,405.7
Las Mareas,24,8,7.9,13.0,1974.3,1974.8,2003.6,2005.8,93.6,221.3,89.7,88.8,16.5,178.9,64.3,46.1,40.0,343.2,131.8,104.6,23.7,10.2,13.5,1778.4,762.3,1016.0,1812.5,777.0,1035.5
Ponce,21,15,8.0,9.0,1982.9,1985.8,1997.6,2003.8,179.5,273.3,241.7,209.2,57.0,189.4,92.0,52.3,30.0,88.1,63.2,77.3,14.7,10.0,4.7,1102.5,750.2,352.3,1123.6,764.6,359.1
Mayaguez,18,9,6.3,7.4,1988.9,1992.2,2009.0,2010.3,95.0,127.5,143.7,146.0,15.0,21.9,15.5,14.7,46.0,57.1,18.3,16.9,3.4,2.0,1.4,258.6,150.2,108.4,263.5,153.1,110.5
Roosevelt Roads,16,9,5.3,1.0,1988.5,1985.3,2002.5,1996.5,223.1,304.6,1032.9,421.1,47.0,87.4,182.3,157.2,59.5,94.2,93.0,95.9,9.5,5.7,3.8,716.8,429.7,287.1,730.5,437.9,292.6
Aguadilla,13,12,29.6,36.0,2007.1,2007.2,2008.9,2008.8,89.5,126.7,127.5,140.6,11.0,18.8,35.4,45.9,26.0,31.8,28.4,32.0,7.1,3.1,4.0,535.7,232.8,303.0,546.0,237.2,308.8
Vieques,12,5,2.6,2.9,1977.4,1983.6,2000.4,2006.0,57.0,177.1,79.7,57.4,17.0,34.7,50.5,32.8,51.0,33.8,16.0,9.3,2.0,1.4,0.6,149.1,104.1,45.0,151.9,106.1,45.9
Fajardo,12,6,9.2,1.5,1996.3,1995.0,2003.7,2001.7,412.5,615.3,2189.7,990.0,233.0,230.7,334.8,339.1,40.0,68.4,29.7,36.9,16.1,13.1,3.0,1211.1,982.5,228.6,1234.3,1001.3,233.0
Arroyo,5,5,4.6,7.1,1990.2,1990.2,2009.1,2009.6,91.9,297.3,129.5,130.3,27.0,27.6,29.2,29.1,40.0,63.4,43.0,42.0,2.8,0.7,2.1,211.3,55.3,156.1,215.4,56.3,159.1
Guanica,3,3,2.3,3.4,1988.0,1988.0,2006.2,2007.3,166.1,216.1,296.2,310.6,21.0,58.7,11.1,9.4,22.0,34.7,24.8,22.8,1.3,0.6,0.7,95.0,44.7,50.3,96.9,45.6,51.3
