Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,395,26,15.8,12.0,1976.2,1977.8,1977.0,1977.6,77.3,207.8,124.8,130.5,14.0,186.6,205.5,190.8,30.0,49.8,70.7,68.1,73.4,52.5,20.9,5513.5,3940.7,1572.9,5619.4,4016.3,1603.1
Chemical tanker,28,22,174.8,292.2,2010.9,2011.2,2010.8,2010.7,186.8,225.5,238.4,238.3,19.0,38.1,72.5,73.0,24.5,30.7,31.8,31.8,47.3,26.2,21.1,3554.2,1970.8,1583.4,3622.5,2008.7,1613.8
Service - other,21,5,11.3,4.9,1991.0,1990.6,1990.8,1990.6,236.9,234.0,329.3,342.8,43.0,45.1,98.9,102.1,18.0,24.3,58.4,62.1,8.1,6.0,2.1,608.7,448.9,159.8,620.4,457.6,162.8
Cruise,20,2,0.7,0.5,1983.1,1984.0,1983.9,1983.1,48.5,58.3,111.8,193.3,43.0,26.5,144.8,236.8,82.0,48.5,125.2,201.1,66.6,33.5,33.1,4998.1,2513.5,2484.6,5094.1,2561.8,2532.4
Oil tanker,20,15,185.9,324.1,2008.0,2007.0,2007.7,2007.7,198.5,267.8,254.6,255.7,19.0,54.4,66.5,66.3,44.5,53.7,56.0,57.1,73.7,33.1,40.6,5537.2,2490.3,3047.0,5643.5,2538.1,3105.5
Container,15,8,22.3,26.7,2007.5,2007.2,2007.8,2007.9,99.5,130.1,117.5,114.5,11.0,11.9,11.9,12.0,17.0,21.9,21.3,21.0,6.1,2.7,3.4,459.4,203.3,256.1,468.2,207.2,261.0
Ferry-pax only,13,2,13.9,1.9,2006.2,2011.0,2004.1,2004.1,1433.0,1131.8,2415.3,2429.4,63.0,63.8,282.4,282.5,38.0,35.5,50.7,50.7,19.5,14.3,5.2,1465.8,1074.3,391.5,1493.9,1094.9,399.0
Bulk carrier,8,5,16.8,27.4,2009.5,2008.0,2009.7,2009.6,91.3,90.7,88.1,88.9,14.5,13.7,19.1,19.2,65.0,76.5,85.4,86.2,3.1,1.1,2.0,231.0,79.9,151.2,235.5,81.4,154.1
General cargo,6,6,5.8,8.0,1997.3,1997.3,2005.2,2005.1,95.8,144.7,139.6,130.8,13.5,27.5,42.4,40.8,27.5,43.0,60.6,66.9,2.2,1.2,1.0,161.8,86.5,75.2,164.9,88.2,76.7
Liquefied gas tanker,4,4,21.5,24.1,2008.5,2008.5,2009.7,2009.4,320.7,285.8,334.0,326.2,23.0,25.2,36.0,35.6,27.5,23.8,18.3,18.3,4.1,2.1,2.0,308.7,160.3,148.4,314.6,163.3,151.3
Offshore,3,2,0.2,0.2,1999.7,2000.5,2001.4,2001.4,177.0,258.4,224.7,224.7,431.0,351.0,420.7,420.7,61.0,53.0,62.8,62.8,2.9,2.5,0.4,214.6,185.2,29.3,218.7,188.8,29.9
Vehicle,1,1,4.8,1.5,2011.0,2011.0,2011.0,2011.0,81.9,81.9,81.9,81.9,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,0.3,0.2,0.1,19.6,11.8,7.8,19.9,12.0,7.9
