Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,534,63,21658.6,1979.8,2003.2,2004.6,2007.5,2007.0,243.1,453.4,392.2,393.0,17.0,28.7,41.4,42.1,9.0,9.7,8.7,8.9,4160.7,3579.6,581.1,318219.4,274591.3,43628.1,324329.2,279863.5,44465.7
Service - tug,527,76,321.7,264.9,1986.7,1985.3,1987.2,1989.2,1132.1,1084.6,1079.6,1024.6,144.0,198.2,186.0,178.0,16.0,52.5,50.4,48.6,812.1,782.7,29.4,61058.1,58850.9,2207.2,62230.5,59980.8,2249.6
Container,447,48,7866.6,7784.9,2008.8,2007.7,2011.5,2010.6,659.9,539.6,749.3,696.0,58.0,47.8,63.1,63.1,20.0,17.5,22.8,22.7,1553.1,1413.6,139.5,104984.3,94503.0,10481.4,107000.0,96317.4,10682.6
Ro-Ro,258,4,195.1,157.1,1995.1,2000.2,1992.8,1994.7,128.4,124.5,145.0,143.5,16.0,15.5,16.8,17.0,8.0,40.5,9.8,10.4,90.0,60.3,29.7,6792.6,4562.8,2229.8,6923.0,4650.4,2272.6
Chemical tanker,230,126,9766.3,16232.6,2009.5,2011.3,2012.4,2012.4,743.7,2574.7,2348.1,2377.3,74.5,232.8,338.7,339.7,32.0,55.2,61.5,62.0,1405.5,1199.1,206.4,107748.6,92253.2,15495.4,109817.4,94024.5,15792.9
Offshore,211,16,57.6,86.1,1982.3,1992.6,1999.0,1998.9,122.4,550.7,308.9,310.1,14.0,102.9,216.8,231.7,16.0,89.8,32.3,31.0,79.1,61.3,17.9,5942.5,4600.0,1342.6,6056.6,4688.3,1368.3
Ferry-RoPax,155,1,1137.5,265.0,1990.0,1990.0,1990.0,1990.0,243.6,243.6,244.7,244.7,15.0,15.0,15.3,15.3,9.0,9.0,9.3,9.3,239.9,209.3,30.5,18303.6,16011.4,2292.2,18655.0,16318.8,2336.2
General cargo,126,43,700.9,963.6,1994.3,2004.0,2007.1,2007.0,249.4,1288.9,1123.6,1134.3,30.0,117.5,199.8,199.9,14.5,42.2,64.0,70.5,161.8,147.2,14.6,12369.4,11272.8,1096.6,12606.9,11489.2,1117.7
Refrigerated bulk,109,11,2855.4,2812.4,1995.3,1999.3,1994.8,1994.9,1174.7,1855.2,2382.3,2361.2,97.0,111.9,187.9,187.3,5.0,5.1,5.3,5.3,1163.2,1147.9,15.3,88943.1,87795.9,1147.2,90650.8,89481.5,1169.3
Oil tanker,98,68,4040.0,6856.0,2007.6,2007.6,2008.4,2008.3,551.5,1676.0,1297.5,1270.9,70.5,151.6,294.4,292.6,38.5,45.2,51.7,51.6,603.7,459.6,144.1,46133.0,35310.3,10822.7,47018.8,35988.2,11030.5
Vehicle,95,69,15908.6,5485.5,2005.9,2007.3,2007.8,2007.6,1441.9,3435.1,2953.2,3057.0,103.0,227.4,401.2,409.2,8.0,11.1,9.5,9.3,975.2,966.2,9.1,75419.1,74736.7,682.4,76867.1,76171.6,695.5
Liquefied gas tanker,66,35,6673.3,5813.0,2006.5,2007.5,2005.1,2005.3,796.2,1750.8,2358.3,2271.9,78.5,154.3,341.2,337.2,30.0,31.2,30.2,30.7,947.0,895.6,51.4,60026.9,56287.6,3739.2,61179.4,57368.4,3811.0
Bulk carrier,50,39,3321.7,5536.0,2008.1,2008.7,2008.0,2008.0,1788.9,2646.3,2238.0,2262.7,141.0,230.7,363.1,363.5,48.5,110.0,116.4,117.0,330.2,313.7,16.5,25470.9,24232.6,1238.3,25960.0,24697.9,1262.1
Service - other,21,13,215.4,138.1,1989.4,1988.7,1987.5,1986.5,1179.3,1800.7,2461.7,2636.7,130.0,518.5,676.9,751.9,32.0,87.8,165.2,172.2,70.0,65.7,4.3,5303.9,4978.7,325.1,5405.7,5074.3,331.4
Miscellaneous - fishing,4,2,3.6,1.5,1998.8,1999.5,2000.5,2000.1,627.8,3396.6,2283.9,1387.6,75.0,313.5,479.9,404.1,15.5,15.5,9.6,13.3,8.3,8.1,0.2,620.1,608.3,11.9,632.0,619.9,12.1
Ferry-pax only,2,2,0.7,0.1,2011.0,2011.0,2009.6,2009.4,1067.6,1067.6,1004.5,998.2,171.5,171.5,148.7,144.1,33.5,33.5,27.0,25.7,1.2,1.1,0.1,88.0,80.4,7.6,89.7,82.0,7.7
