Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
San Juan,2407,408,57628.9,32060.7,1998.1,2003.5,2007.4,2008.1,357.9,1737.1,706.8,1174.9,35.0,157.2,195.8,254.4,12.0,32.5,19.7,37.3,10028.3,9071.8,956.5,753053.6,681227.2,71826.3,767512.2,694306.8,73205.4
Yabucoa,178,67,4348.8,7274.7,2001.8,2006.5,2011.5,2011.5,392.7,1961.0,1631.1,1620.3,34.0,185.4,297.4,296.7,31.0,51.4,46.8,46.9,647.0,517.5,129.5,49498.5,39777.8,9720.8,50448.9,40541.5,9907.4
Guayanilla,160,87,9874.4,11219.0,1998.6,2007.2,2007.3,2008.3,389.9,1978.2,2162.7,1995.4,53.5,181.4,348.6,348.3,28.0,52.9,48.0,56.6,1429.4,1278.4,151.0,96909.8,85695.5,11214.3,98770.5,87340.8,11429.7
Ponce,76,48,1281.0,1704.3,1997.6,1994.4,2006.9,2008.1,942.0,1346.0,1544.3,2132.9,97.0,227.6,248.9,302.0,67.5,85.2,153.7,196.2,242.8,211.5,31.3,18600.1,16250.4,2349.7,18957.2,16562.4,2394.8
Las Mareas,32,11,932.7,1547.2,1989.6,1991.2,2001.6,2001.8,647.3,775.8,1374.7,1387.4,72.5,78.0,247.2,247.8,26.5,43.8,28.1,27.0,113.7,105.6,8.1,8691.6,8082.1,609.5,8858.5,8237.3,621.2
Mayaguez,18,9,48.5,28.7,1999.6,1993.0,1984.0,1992.6,204.0,604.8,349.2,301.9,23.0,79.8,76.8,65.1,12.5,14.4,14.8,16.7,17.1,15.8,1.3,1299.3,1202.6,96.8,1324.3,1225.7,98.6
Fajardo,12,11,167.2,121.6,2004.7,2004.2,2002.6,2002.0,961.3,1327.2,723.6,1344.3,99.5,153.1,133.1,206.7,16.0,39.9,13.0,18.2,50.6,45.7,4.9,3850.9,3482.4,368.5,3924.9,3549.3,375.6
Arecibo,11,10,54.7,75.7,1992.1,1991.2,2003.0,2003.3,675.3,830.4,736.3,762.8,99.0,118.4,84.8,83.6,3.0,10.1,8.6,8.8,14.9,14.1,0.8,1131.0,1072.9,58.1,1152.7,1093.5,59.2
Roosevelt Roads,10,8,12.3,19.4,1994.0,1992.0,2004.4,2005.8,488.6,791.1,241.8,223.9,70.5,118.8,69.4,54.4,39.0,147.4,42.2,31.7,7.9,5.0,2.9,594.9,378.2,216.7,606.3,385.5,220.8
Aguadilla,10,9,232.5,129.6,2009.5,2009.9,2010.6,2010.2,234.4,730.9,1156.5,638.7,32.5,63.2,189.0,130.1,2.0,18.1,2.0,5.3,16.5,15.1,1.5,1273.4,1163.3,110.1,1297.8,1185.6,112.2
Vieques,6,6,67.4,88.8,1997.2,1997.2,2008.5,2008.8,614.7,1166.9,2210.8,2278.1,100.5,138.7,322.5,325.7,6.0,8.5,7.0,7.0,16.1,15.7,0.4,1237.5,1207.0,30.6,1261.3,1230.1,31.2
Guanica,5,5,12.1,14.3,1994.0,1994.0,2011.3,2010.9,892.9,689.5,650.1,594.7,73.0,87.6,88.6,90.1,33.0,51.4,71.7,68.9,4.6,3.0,1.6,348.1,228.4,119.7,354.8,232.8,122.0
Arroyo,5,3,1.5,1.9,2002.6,1998.3,2006.6,2006.8,215.5,187.5,216.0,218.4,40.0,69.3,30.8,28.8,0.0,1.3,3.5,3.6,0.9,0.8,0.0,65.0,63.0,2.1,66.3,64.2,2.1
Jobos,3,3,61.0,90.7,1991.0,1991.0,1999.9,2000.0,767.5,1092.8,1025.3,968.5,116.0,100.7,96.1,91.0,26.0,48.3,12.9,14.3,11.3,11.0,0.3,869.5,845.0,24.5,886.2,861.2,25.0
