Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Skagen,3957,2123,140170.1,227518.6,2004.0,2005.7,2009.5,2009.8,661.3,1716.4,1821.7,1914.1,70.0,174.0,399.5,411.5,34.0,89.7,112.8,114.1,18437.7,15519.1,2918.5,1396719.4,1176377.5,220341.9,1423536.4,1198964.0,224572.4
Esbjerg,1675,484,8059.6,6597.2,2003.7,2001.3,2008.2,2009.0,315.6,768.5,490.7,586.2,25.0,163.8,223.7,262.1,13.0,68.9,61.8,70.4,2363.6,1948.1,415.5,176927.9,145792.6,31135.3,180324.9,148591.8,31733.1
Aarhus,1561,496,12263.9,12619.2,2001.9,2001.9,2009.8,2009.8,402.4,499.9,486.5,514.5,37.0,52.6,70.6,79.7,16.0,41.5,32.7,37.5,2429.7,2058.9,370.8,182633.8,154776.5,27857.3,186140.3,157748.2,28392.2
Hirtshals,855,212,10365.7,4813.1,2002.2,1997.8,2007.6,2005.6,385.0,710.9,616.1,991.7,24.0,101.6,149.3,267.0,7.0,71.1,35.8,60.8,2447.3,1881.3,565.9,176363.2,134442.7,41920.5,179749.4,137024.0,42725.4
Aalborg,855,383,3707.0,4153.3,1995.2,1999.2,2004.0,2004.3,403.6,582.3,786.1,827.2,40.0,63.1,185.3,205.8,23.0,46.9,60.5,74.0,948.5,835.4,113.1,71819.1,63316.3,8502.8,73198.1,64532.0,8666.1
Frederikshavn,764,291,15863.2,20576.5,1995.4,2000.1,2002.8,2009.2,280.1,1038.5,1374.9,2464.6,31.0,162.8,593.7,707.5,12.0,91.2,53.6,62.7,2573.8,2185.2,388.5,194779.8,165438.4,29341.4,198519.6,168614.8,29904.7
Nordhavn,712,108,8977.2,1404.7,1996.0,1999.1,1999.8,2000.4,274.3,381.7,358.9,357.2,19.0,42.4,32.5,33.4,6.0,14.5,8.7,14.8,2070.3,1876.9,193.4,155455.1,140925.0,14530.1,158439.8,143630.8,14809.1
Copenhagen,682,327,8521.4,3983.0,2002.1,2001.3,2008.2,2006.9,306.9,477.2,519.9,535.1,35.0,53.9,76.9,152.8,15.0,47.5,29.9,74.9,2171.8,1850.1,321.8,163486.6,139280.0,24206.6,166625.5,141954.1,24671.4
Roenne,652,206,1251.8,515.4,1994.6,1994.3,2003.9,2000.5,208.7,396.3,464.7,381.2,24.0,78.3,142.8,101.9,14.0,54.9,84.5,150.5,512.8,367.7,145.1,38504.4,27608.7,10895.7,39243.6,28138.7,11104.9
Fredericia,612,296,3046.9,4273.0,2002.9,2002.7,2005.5,2006.1,314.5,479.9,452.5,439.4,38.0,59.3,80.4,79.7,19.0,38.5,42.8,45.8,925.8,643.3,282.6,69440.3,48207.2,21233.0,70773.5,49132.8,21640.7
