Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Norway,3977,969,27138.4,15340.1,1996.3,1999.6,2004.1,2005.9,271.3,464.3,475.1,533.6,24.0,72.4,123.9,156.6,11.0,51.6,34.1,53.7,6149.7,4844.5,1305.2,452163.2,354597.8,97565.4,460844.7,361406.1,99438.6
Sweden,3781,1148,14661.3,11149.7,1999.0,2001.0,2001.8,2006.2,165.0,397.9,490.2,378.0,23.0,55.5,167.3,117.8,13.0,46.4,31.2,51.1,4261.5,3358.1,903.5,319933.6,252068.9,67864.7,326076.3,256908.6,69167.7
Germany,2768,913,12262.5,11490.8,1994.9,1997.5,2009.6,2010.5,203.9,400.3,403.9,440.0,26.0,79.6,175.2,119.6,21.0,60.9,291.9,92.2,2813.4,1960.3,853.1,211327.8,147239.5,64088.3,215385.3,150066.5,65318.8
United Kingdom of Great Britain and Northern Ireland,1605,632,10587.2,10856.8,2004.3,2002.2,2006.7,2007.0,473.3,723.7,595.6,648.4,45.0,123.0,121.6,134.5,17.0,65.6,52.3,60.1,2838.6,2266.2,572.4,212280.4,169303.1,42977.3,216356.2,172553.7,43802.4
Poland,1377,639,5206.5,7035.8,1993.5,1998.7,2006.8,2007.5,362.0,439.2,455.2,480.1,38.0,56.9,69.5,76.6,30.0,87.7,91.3,105.2,1458.5,880.4,578.1,109372.7,65958.0,43414.8,111472.7,67224.4,44248.3
Netherlands,1060,650,9813.6,12836.6,2000.9,2001.9,2008.9,2009.1,506.4,691.7,874.0,974.6,61.0,116.8,330.1,398.1,26.0,96.2,70.8,48.4,2378.8,1814.3,564.6,178970.7,136422.6,42548.1,182406.9,139041.9,43365.1
Russian Federation,1032,711,18124.0,29295.1,2002.2,2004.3,2007.4,2008.0,821.0,912.7,942.6,933.1,73.0,99.1,128.1,124.4,47.0,98.1,103.1,90.2,2821.7,1985.5,836.1,211337.2,148469.2,62868.0,215394.8,151319.8,64075.0
Latvia,683,386,3756.6,6102.5,1997.9,2000.0,2006.6,2007.5,514.9,671.1,721.5,723.1,51.0,62.7,99.4,89.8,32.0,69.3,108.7,110.1,800.5,525.8,274.7,60132.8,39501.3,20631.5,61287.3,40259.7,21027.6
Lithuania,550,308,2407.6,2970.8,1997.4,1999.5,2004.2,2005.2,432.4,515.1,448.1,470.4,45.0,70.9,54.9,61.2,24.0,80.4,54.7,62.6,640.5,431.2,209.3,47839.4,32126.0,15713.4,48757.9,32742.8,16015.1
Finland,474,292,5266.2,6839.1,2003.9,2004.4,2006.8,2007.3,727.4,907.1,933.3,988.4,66.0,103.8,184.6,201.4,28.0,77.1,89.9,97.1,1305.1,1133.4,171.6,98168.4,85280.7,12887.8,100053.3,86918.1,13135.2
Estonia,380,287,5434.5,6166.2,2001.9,2002.7,2006.9,2007.9,686.7,822.6,764.4,783.6,68.0,99.9,85.5,103.5,19.0,72.2,38.9,53.0,1121.4,912.9,208.5,84210.2,68545.7,15664.5,85827.1,69861.8,15965.3
