Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Koege,568,68,564.8,209.1,1998.3,1993.8,2006.8,2001.3,92.1,173.8,97.6,114.2,7.0,30.1,25.1,51.9,1.0,42.3,4.6,13.8,205.6,185.5,20.1,15436.9,13928.3,1508.7,15733.3,14195.7,1537.6
Roenne,513,102,885.3,304.0,2003.7,1991.9,2008.3,2006.2,183.2,301.1,149.1,171.0,7.0,77.5,18.2,43.3,10.0,65.9,15.5,21.6,301.3,177.3,124.0,22620.6,13311.2,9309.5,23054.9,13566.7,9488.2
Aarhus,493,158,1777.1,552.7,1999.8,1998.3,2011.4,2007.3,115.4,154.6,532.0,193.1,13.0,26.6,547.3,305.9,12.0,28.0,13.4,21.2,784.6,704.2,80.4,58902.7,52869.5,6033.2,60033.6,53884.6,6149.0
Aalborg,480,140,665.4,838.7,1992.3,1995.9,2005.1,2004.7,146.6,268.4,281.8,332.7,16.0,43.0,239.3,285.2,11.0,34.5,45.0,51.2,192.1,153.3,38.8,14478.8,11565.7,2913.1,14756.8,11787.8,2969.0
Fredericia,403,120,640.0,673.4,1999.7,1997.8,2001.6,2002.4,136.2,178.7,155.4,163.5,12.0,25.6,29.8,35.6,13.0,28.4,30.8,40.5,236.3,142.9,93.3,17737.1,10728.3,7008.8,18077.7,10934.3,7143.4
Skagen,376,259,1201.1,1687.1,2000.5,2001.8,2007.3,2007.3,166.3,319.4,209.3,209.1,18.0,102.3,187.1,93.5,12.0,84.7,78.5,83.4,752.0,333.4,418.6,56445.6,25018.2,31427.4,57529.4,25498.6,32030.8
Copenhagen,364,125,288.7,305.3,1987.9,1994.8,1999.1,1996.9,137.6,166.2,169.2,158.0,16.0,36.1,32.0,31.5,16.0,26.8,26.0,31.5,145.2,97.7,47.5,10902.2,7333.3,3568.8,11111.5,7474.1,3637.4
Kalundborg,360,146,993.1,1398.4,1998.0,1997.8,2008.1,2007.9,157.1,435.8,500.7,447.9,17.0,66.8,280.9,229.6,15.5,53.6,156.5,68.8,312.3,169.2,143.1,23515.4,12773.8,10741.6,23966.9,13019.0,10947.9
Thyboron,350,98,231.5,258.1,1985.8,1992.6,1999.2,1999.3,149.1,647.6,369.6,330.3,25.0,176.3,265.7,226.5,12.0,115.9,213.2,188.7,252.2,166.9,85.2,18933.5,12532.8,6400.6,19297.0,12773.5,6523.5
Esbjerg,332,111,372.2,422.0,1987.2,1998.5,2003.5,2002.5,195.7,802.3,371.9,344.4,24.0,187.2,189.1,160.9,11.0,131.8,133.0,100.7,226.5,165.4,61.1,17001.5,12415.7,4585.8,17327.9,12654.1,4673.9
Lindoe,284,83,1415.0,613.0,1990.5,1996.6,2012.7,2008.4,143.4,1064.1,1493.9,485.7,21.0,248.9,3618.1,1869.7,12.0,114.7,109.3,184.8,617.5,384.9,232.7,46364.9,28896.5,17468.4,47255.1,29451.3,17803.8
Grenaa,269,125,181.4,145.6,1993.1,1992.5,1992.2,1996.7,139.5,337.6,372.8,238.3,20.0,123.2,103.6,128.0,11.0,52.2,188.0,76.2,143.4,95.8,47.6,10764.3,7189.4,3574.9,10970.9,7327.4,3643.5
Nordhavn,199,56,422.2,230.9,1993.5,1995.1,2002.0,1999.6,136.3,148.2,147.9,146.8,11.0,37.4,13.8,13.4,6.0,30.6,8.0,6.2,113.7,88.5,25.2,8540.1,6648.4,1891.7,8704.1,6776.1,1928.0
Frederikshavn,172,93,332.0,248.9,1994.0,1996.1,2004.3,2005.0,165.9,429.6,420.5,217.5,23.0,119.9,513.5,186.3,19.5,128.0,375.8,137.3,232.7,150.1,82.6,17434.4,11233.6,6200.8,17769.2,11449.3,6319.9
