Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2012,458,938.1,1245.5,1991.2,1997.9,1997.7,1997.7,143.1,192.7,197.9,193.5,18.0,26.2,47.1,44.1,13.0,33.1,44.9,38.9,334.2,253.2,81.0,25093.3,19010.4,6082.9,25575.1,19375.4,6199.7
Service - other,1925,89,543.6,688.8,1977.7,1989.1,1989.7,1988.7,122.6,937.1,261.2,256.0,19.0,304.2,259.2,254.4,9.0,82.5,61.5,51.0,876.6,664.8,211.9,65818.5,49912.1,15906.5,67082.3,50870.4,16211.9
Service - tug,1049,68,113.4,71.5,1997.1,1996.1,2000.1,2000.3,152.5,408.7,252.8,256.4,25.0,187.7,553.8,544.0,18.0,80.8,126.1,128.1,400.4,312.7,87.7,30063.7,23476.9,6586.8,30641.0,23927.7,6713.3
Ferry-RoPax,939,34,5401.4,1028.9,2008.1,2000.1,2010.4,2010.7,95.8,4445.9,414.6,335.9,7.0,700.7,1269.8,1377.4,9.0,221.3,156.2,132.7,2001.9,1561.6,440.3,150258.7,117208.4,33050.3,153143.7,119458.8,33684.9
Miscellaneous - fishing,643,101,361.0,317.8,1989.5,1990.6,2001.9,2004.7,286.3,731.3,742.2,759.5,35.0,119.0,376.2,403.1,19.0,169.8,205.6,214.2,464.9,298.2,166.7,34907.6,22389.6,12518.0,35577.8,22819.4,12758.4
Chemical tanker,570,140,709.8,1121.0,2003.2,2004.6,2004.7,2004.7,152.1,221.6,227.4,226.0,15.0,28.4,88.6,86.2,13.0,35.4,50.8,50.8,406.5,195.2,211.4,30543.2,14673.8,15869.3,31129.6,14955.6,16174.0
Bulk carrier,381,72,939.8,1514.1,1988.1,2005.6,2004.3,2004.8,146.8,261.3,297.0,294.0,16.0,29.4,181.8,174.9,14.0,35.2,45.4,44.7,166.0,132.0,33.9,12514.4,9965.5,2549.0,12754.7,10156.8,2597.9
Offshore,361,70,309.8,206.7,1990.7,2000.8,2004.4,2003.6,173.5,926.3,370.4,360.6,33.0,208.8,754.4,424.3,28.0,152.7,248.8,278.7,461.7,320.9,140.8,34668.4,24095.8,10572.7,35334.1,24558.4,10775.7
Container,281,30,540.1,648.7,2001.6,2002.7,2002.5,2002.6,127.2,151.9,142.3,142.2,12.0,15.6,26.0,26.4,10.0,20.8,12.4,12.8,155.3,117.2,38.1,11659.3,8801.9,2857.4,11883.1,8970.9,2912.3
Ro-Ro,194,8,564.9,408.8,1998.3,1996.4,1999.7,1999.7,138.0,173.5,143.8,143.7,11.0,190.1,22.5,20.5,4.5,22.5,7.1,7.1,137.8,117.3,20.5,10341.5,8804.6,1536.8,10540.0,8973.7,1566.3
Oil tanker,157,75,1681.6,2764.4,2003.2,2006.7,2008.1,2007.8,160.2,227.1,285.0,273.8,19.0,96.1,151.3,141.3,22.0,65.6,101.1,99.7,906.1,293.5,612.7,68076.3,22075.6,46000.7,69383.4,22499.4,46883.9
Ferry-pax only,111,11,14.1,5.1,1942.5,1959.7,1970.1,1953.8,112.4,493.3,715.0,298.5,33.0,175.0,1374.9,998.4,24.0,119.8,363.2,250.5,70.7,45.0,25.7,5306.5,3377.6,1928.9,5408.4,3442.5,1966.0
Cruise,107,41,509.7,58.5,1989.3,1989.0,2007.1,2004.6,145.8,150.0,154.0,150.0,14.0,19.0,16.4,16.3,9.0,10.0,9.3,9.6,159.9,110.7,49.3,12007.6,8309.0,3698.6,12238.2,8468.6,3769.6
Refrigerated bulk,12,6,9.2,8.7,1991.1,1997.2,1993.2,1993.2,118.2,135.1,147.3,148.5,11.0,11.3,13.5,13.6,1.5,2.3,4.3,4.3,5.1,4.4,0.7,383.4,327.4,56.0,390.8,333.6,57.1
Liquefied gas tanker,11,10,21.7,23.7,2004.9,2004.1,2010.7,2010.1,179.8,200.9,206.4,197.1,19.0,79.2,111.2,120.7,28.0,39.7,28.1,29.1,19.7,11.1,8.6,1471.1,825.1,646.0,1499.3,840.9,658.4
Other liquids tankers,1,1,0.4,0.6,1988.0,1988.0,1988.0,1988.0,185.0,185.0,185.0,185.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.7,0.3,0.4,50.0,21.6,28.4,51.0,22.1,28.9
Vehicle,1,1,10.5,2.8,2009.0,2009.0,2009.0,2009.0,519.8,519.8,519.8,519.8,34.0,34.0,34.0,34.0,3.0,3.0,3.0,3.0,2.6,2.5,0.0,193.0,191.2,1.8,196.7,194.9,1.8
