Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,7103,1403,17908.6,24691.7,1996.7,2001.3,2004.0,2003.9,388.8,705.7,722.9,717.8,46.0,78.1,168.9,168.6,16.0,30.5,36.0,33.4,4675.1,4302.9,372.2,352679.2,324728.2,27951.0,359450.7,330963.0,28487.6
Chemical tanker,2128,588,15656.5,25041.9,2003.3,2006.9,2008.2,2008.4,429.5,847.2,832.7,855.5,44.0,86.2,239.6,241.4,14.0,30.4,34.7,34.4,3836.7,2973.0,863.7,289318.0,224474.8,64843.1,294872.9,228784.8,66088.1
Miscellaneous - fishing,1499,337,1470.1,1210.7,1992.8,1992.5,2001.8,2004.2,470.5,983.7,1031.1,1002.8,74.0,202.7,301.3,271.6,16.0,139.2,329.8,263.9,1399.2,1002.8,396.4,105075.6,75314.8,29760.8,107093.1,76760.9,30332.2
Bulk carrier,1389,828,55291.2,96841.6,2005.4,2009.5,2010.9,2011.0,650.3,1440.4,1581.2,1605.6,69.0,145.1,434.8,444.1,8.0,22.9,25.4,25.2,4982.3,4860.0,122.3,379747.3,370565.7,9181.6,387038.5,377680.6,9357.9
Ferry-RoPax,1181,41,16852.6,2249.9,1998.2,1995.0,1998.6,1999.2,280.6,2021.6,455.7,512.1,18.0,398.0,218.9,275.1,5.0,126.2,68.7,82.6,3996.0,2738.4,1257.6,292664.0,200982.2,91681.8,298283.1,204841.1,93442.0
Container,1124,156,7929.3,8562.4,2005.4,2006.4,2006.6,2006.7,258.0,499.2,331.6,328.7,29.0,42.3,61.7,55.9,9.0,28.9,38.8,31.8,1769.2,1559.0,210.2,133404.5,117625.2,15779.4,135965.9,119883.6,16082.4
Oil tanker,1113,354,33860.2,60253.7,2003.8,2007.1,2008.3,2008.3,402.8,987.3,926.2,936.3,44.0,104.6,216.8,217.4,13.0,52.0,60.4,59.1,5681.5,2975.9,2705.6,428564.1,225418.2,203146.0,436792.6,229746.2,207046.4
Offshore,926,226,3652.2,3167.5,2006.1,2004.1,2011.2,2010.2,263.8,1295.7,946.6,933.9,57.0,518.3,621.9,617.8,27.0,201.0,266.5,347.8,1718.4,1363.2,355.1,126121.7,99987.1,26134.6,128543.3,101906.9,26636.4
Service - tug,834,170,394.9,299.6,1993.2,1996.6,2004.5,2003.9,215.5,464.4,589.6,632.5,45.0,203.4,565.9,646.5,19.0,106.2,268.6,305.2,460.6,390.3,70.3,34607.8,29329.2,5278.6,35272.3,29892.3,5380.0
Ro-Ro,727,55,6261.2,4001.0,2001.1,2001.6,2005.4,2005.1,325.3,499.4,439.4,463.7,23.0,76.6,166.9,188.2,4.0,126.9,27.0,27.2,1615.8,1362.7,253.1,121353.1,102348.8,19004.2,123683.1,104313.9,19369.1
Service - other,483,148,1394.8,2819.5,1991.9,1993.8,2008.2,2010.8,293.6,608.6,878.7,1170.1,45.0,193.4,241.9,236.8,19.0,200.6,131.2,129.9,521.6,391.2,130.4,39225.3,29432.6,9792.7,39978.4,29997.7,9980.7
Cruise,473,94,15123.3,1550.9,1993.4,1993.5,2007.9,2006.6,292.9,438.1,517.0,507.6,34.0,45.6,87.0,85.0,9.0,15.7,10.1,10.7,3608.2,3260.1,348.1,269952.8,243837.6,26115.2,275135.9,248519.3,26616.6
Liquefied gas tanker,224,87,13958.6,11394.3,2006.0,2008.6,2008.9,2009.1,486.5,1516.9,2361.3,2375.9,43.0,128.5,421.5,425.9,19.0,37.2,33.1,31.7,1779.7,1562.9,216.8,127850.7,111581.0,16269.7,130305.4,113723.4,16582.0
Refrigerated bulk,200,73,3078.9,3211.7,1992.8,1993.1,1993.3,1993.2,622.6,1906.8,2398.3,2504.1,55.0,153.2,351.8,354.3,5.0,13.6,9.6,9.4,1232.6,1185.4,47.1,93712.4,90172.8,3539.6,95511.7,91904.1,3607.6
Vehicle,130,30,2219.0,744.8,2003.0,2002.4,2001.8,2001.4,373.9,465.6,590.5,611.3,33.0,34.9,47.7,48.7,7.0,8.4,13.6,14.0,229.4,214.5,14.9,17269.4,16151.6,1117.8,17601.0,16461.7,1139.2
Ferry-pax only,113,15,14.0,2.7,1962.7,1966.8,1982.4,1966.6,139.8,445.4,362.0,241.8,30.0,89.2,98.6,110.1,16.0,106.5,53.2,38.8,25.4,16.2,9.1,1904.8,1219.7,685.2,1941.4,1243.1,698.3
Other liquids tankers,8,1,7.1,12.4,1988.0,1988.0,1988.0,1988.0,449.1,449.1,469.4,469.4,51.5,51.5,55.9,55.9,24.0,24.0,53.4,53.4,14.3,5.9,8.4,1074.0,444.8,629.2,1094.6,453.3,641.3
