Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,7118,1400,21655.4,29848.2,1996.7,2001.3,2004.8,2004.8,366.2,850.6,872.1,865.2,41.0,88.0,250.2,247.8,25.0,51.6,93.5,94.1,5565.3,4823.5,741.8,421196.0,365448.8,55747.2,429283.0,372465.5,56817.5
Chemical tanker,2137,584,16178.3,25855.5,2003.2,2006.9,2008.1,2008.3,394.0,885.8,856.8,878.8,43.0,99.4,208.0,211.0,19.0,42.3,55.2,55.5,4139.8,3025.6,1114.2,312540.3,228618.8,83921.5,318541.0,233008.2,85532.8
Miscellaneous - fishing,1478,340,1714.2,1215.8,1992.8,1992.6,1998.1,2001.8,443.3,1119.2,1201.9,1018.2,61.0,173.4,451.5,375.6,20.0,175.6,271.9,192.3,1329.6,937.0,392.6,99906.3,70417.9,29488.4,101824.5,71769.9,30054.6
Bulk carrier,1388,820,84763.3,146865.4,2005.3,2009.5,2010.6,2010.6,837.4,2534.4,2440.0,2451.3,84.0,247.0,472.1,474.7,63.0,122.8,141.6,142.1,8607.1,7936.2,670.9,659512.4,608488.1,51024.3,672175.0,620171.1,52003.9
Ferry-RoPax,1183,40,19177.8,2638.1,1998.2,1994.2,1998.0,1998.3,278.6,1435.0,518.9,600.3,19.0,162.2,193.1,220.3,5.0,118.5,178.9,220.4,4712.2,3803.5,908.7,346506.3,278892.2,67614.1,353159.2,284246.9,68912.3
Container,1126,156,12277.1,12986.3,2005.4,2006.4,2009.5,2009.2,351.0,561.9,512.3,497.7,36.0,52.1,81.8,81.1,12.0,34.9,51.6,57.6,2261.0,1994.1,266.9,170333.5,150293.7,20039.8,173603.9,153179.3,20424.6
Oil tanker,1111,352,60690.0,109342.6,2003.8,2007.2,2009.0,2009.0,457.0,1762.3,1655.3,1695.0,53.0,182.9,487.3,498.5,26.0,57.8,65.5,62.9,6814.3,5071.0,1743.3,518356.5,386860.6,131495.8,528308.9,394288.4,134020.6
Offshore,927,219,1896.5,1537.4,2005.7,2003.3,2007.2,2005.2,181.3,631.4,496.1,451.5,23.0,203.5,437.9,354.7,17.0,144.8,238.7,285.8,1117.2,874.5,242.7,82795.4,64672.9,18122.6,84385.1,65914.6,18470.5
Service - tug,839,169,321.9,242.4,1993.3,1996.7,2001.3,2000.9,194.8,646.6,478.7,509.1,39.0,131.7,309.9,324.7,19.0,213.9,442.4,493.5,474.0,370.3,103.6,35607.0,27824.4,7782.6,36290.7,28358.7,7932.0
Ro-Ro,733,55,5861.9,3666.1,2001.1,2001.6,2004.7,2003.8,324.5,501.5,407.3,420.9,22.0,51.8,63.6,56.1,8.0,24.6,28.1,31.1,1485.3,1203.5,281.8,111661.1,90460.0,21201.2,113805.0,92196.8,21608.3
Service - other,474,136,814.5,838.5,1990.8,1991.8,2001.3,2001.3,298.6,1109.8,697.8,630.9,44.0,363.8,741.5,539.3,24.0,213.3,186.0,176.3,572.2,442.3,129.9,42964.2,33211.0,9753.2,43789.1,33848.7,9940.4
Cruise,473,94,14374.5,1452.8,1993.4,1993.5,2007.4,2006.2,304.1,407.5,491.4,475.5,33.0,34.6,43.2,43.0,9.0,22.2,22.0,18.6,3594.5,3101.8,492.7,269862.7,232780.6,37082.1,275044.1,237250.0,37794.1
Liquefied gas tanker,228,88,7420.0,5527.8,2005.9,2008.6,2008.3,2008.7,358.7,593.3,1225.1,1125.1,34.5,65.0,288.7,278.6,25.0,36.6,42.2,41.4,1002.0,813.9,188.1,67866.5,53665.4,14201.1,69169.6,54695.8,14473.8
Refrigerated bulk,204,76,2047.5,2144.3,1992.8,1993.1,1992.9,1992.9,696.0,1105.5,1540.3,1605.5,55.5,93.6,294.6,296.9,32.5,116.4,90.0,90.3,1212.9,799.3,413.6,91641.4,60583.7,31057.7,93400.9,61746.9,31654.0
Vehicle,130,30,1167.2,376.1,2003.0,2002.4,2002.9,2002.3,312.4,317.3,310.6,308.7,25.0,26.0,27.4,26.8,10.0,18.9,18.1,18.7,141.7,120.7,20.9,10627.4,9054.6,1572.7,10831.4,9228.5,1602.9
Ferry-pax only,114,15,20.7,3.7,1962.7,1966.8,1980.8,1970.8,167.4,562.4,531.8,330.0,26.5,73.4,324.9,333.7,23.5,406.9,137.6,110.8,45.7,23.4,22.3,3432.4,1758.4,1674.0,3498.3,1792.2,1706.1
Other liquids tankers,8,1,7.6,13.3,1988.0,1988.0,1988.0,1988.0,507.7,507.7,503.7,503.7,72.5,72.5,71.0,71.0,22.0,22.0,27.2,27.2,10.6,6.6,4.0,795.4,495.1,300.3,810.7,504.7,306.1
