Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,266,30,408.5,67.7,2009.2,2000.7,2008.6,2007.8,167.3,159.9,156.1,166.5,10.0,17.2,19.5,20.6,11.0,14.6,10.1,12.4,132.4,97.1,35.3,10125.2,7424.3,2700.9,10319.6,7566.9,2752.7
Barbados,239,69,1339.9,292.3,1999.1,2001.6,2001.4,2002.4,126.7,132.5,137.8,133.1,13.0,15.2,14.4,13.6,9.0,12.4,9.4,12.6,392.5,275.1,117.5,30317.6,21274.9,9042.6,30899.7,21683.4,9216.3
Saint Vincent and the Grenadines,141,45,202.4,129.1,1995.6,1993.4,2006.3,2004.6,77.6,232.9,93.9,93.0,10.0,32.3,43.0,25.7,9.0,18.7,18.2,26.5,90.4,53.7,36.7,6869.6,4094.1,2775.5,7001.5,4172.8,2828.8
Antigua and Barbuda,105,34,2001.4,204.4,2002.9,2001.9,2004.4,2004.0,220.5,229.2,227.6,228.6,17.0,20.7,17.1,18.0,8.0,11.5,8.2,8.7,430.3,352.2,78.1,33317.8,27276.3,6041.5,33957.5,27800.0,6157.5
Martinique,99,42,222.5,71.9,1997.8,1998.5,2006.4,2007.9,60.4,118.8,93.1,101.7,11.0,35.9,29.8,81.5,9.0,12.0,11.6,17.8,99.7,62.4,37.2,7655.5,4793.8,2861.6,7802.5,4885.9,2916.6
Dominica,86,38,193.5,96.8,2002.7,2000.2,2009.5,2006.1,103.2,145.7,122.1,129.0,13.0,62.0,18.6,21.9,8.0,17.9,10.6,9.8,55.9,38.8,17.1,4288.2,2978.4,1309.9,4370.6,3035.5,1335.0
Trinidad and Tobago,86,40,193.0,270.9,2001.3,1997.7,2007.7,2007.0,254.3,307.7,304.5,323.8,32.0,58.7,69.7,76.8,15.5,72.9,30.4,31.3,86.2,65.4,20.8,6565.6,4981.4,1584.2,6691.7,5077.1,1614.6
Grenada,64,34,334.2,180.8,2001.7,2002.9,2006.0,2008.8,146.2,312.6,194.0,318.7,15.0,29.4,118.0,254.4,9.0,15.8,8.1,6.3,87.3,64.9,22.4,6722.2,5007.4,1714.8,6851.3,5103.6,1747.7
Saint Kitts and Nevis,52,24,640.5,102.3,2007.0,2004.4,2007.5,2007.5,229.4,238.4,234.6,246.7,17.0,19.4,17.0,20.9,9.0,10.1,8.7,9.5,151.7,126.8,24.9,11733.0,9813.1,1920.0,11958.3,10001.5,1956.8
Sint Maarten (Dutch part),43,23,340.5,105.4,1992.5,2002.0,2009.5,2006.5,284.6,307.9,283.7,333.3,30.0,34.6,24.1,35.1,9.0,15.6,9.7,15.5,86.6,74.3,12.3,6680.1,5738.6,941.4,6808.3,5848.8,959.5
Virgin Islands (U.S.),39,13,133.5,48.2,1981.3,1994.8,2007.3,2003.6,382.1,367.4,409.4,357.5,68.0,45.3,32.8,35.7,19.0,12.6,9.9,10.2,40.5,36.9,3.6,3100.4,2825.1,275.3,3159.9,2879.3,280.6
Colombia,33,28,1507.6,2695.1,2005.7,2006.0,2007.8,2007.7,1032.8,1048.4,1062.0,1070.2,112.0,128.1,127.7,129.9,36.0,48.6,55.1,56.6,240.7,154.3,86.5,18636.6,11939.5,6697.1,18994.4,12168.7,6825.7
Dominican Republic,31,14,226.6,287.6,2006.5,2005.6,2006.3,2008.4,598.2,648.1,641.6,658.6,48.0,67.5,71.7,76.9,6.0,15.2,17.7,20.3,54.9,49.5,5.4,4213.9,3805.9,408.1,4294.8,3878.9,415.9
United States of America,27,26,2156.2,3736.6,2008.2,2008.2,2008.2,2008.2,2262.5,2345.2,2300.6,2299.5,212.0,243.6,254.0,255.1,31.0,30.1,36.4,37.4,270.3,237.1,33.2,20844.4,18272.6,2571.9,21244.6,18623.4,2621.3
Guyana,25,14,55.1,77.4,1999.5,1998.4,2001.3,2000.9,539.6,766.4,588.8,592.2,72.0,164.8,107.2,103.3,18.0,50.2,34.4,35.3,26.8,22.7,4.1,2039.0,1730.7,308.3,2078.2,1763.9,314.2
Saint Barthélemy,18,9,66.8,32.7,1998.6,1991.7,2002.7,2004.9,299.8,291.4,292.1,317.0,38.5,32.1,26.1,40.2,12.5,20.5,8.0,11.6,23.8,20.3,3.5,1828.9,1559.8,269.1,1864.0,1589.8,274.2
"Bonaire, Sint Eustatius and Saba",11,11,203.0,122.1,2001.5,2001.5,2002.1,2006.2,459.0,425.0,477.4,470.7,40.0,133.9,86.0,187.9,8.0,14.4,9.3,14.3,58.1,52.4,5.6,4460.9,4026.6,434.3,4546.5,4103.9,442.6
Suriname,11,6,40.4,53.4,2008.3,2004.3,2006.7,2008.0,639.2,654.2,657.8,663.5,72.0,68.8,74.8,77.3,12.0,14.2,15.6,16.3,14.7,12.6,2.2,1126.2,963.8,162.4,1147.8,982.3,165.5
Venezuela (Bolivarian Republic of),9,9,215.6,385.2,2009.7,2009.7,2010.0,2010.0,394.6,501.7,490.6,489.4,106.0,167.7,192.1,190.7,34.0,45.7,41.5,41.4,82.3,60.2,22.1,6376.3,4662.7,1713.6,6498.7,4752.2,1746.5
French Guiana,8,5,34.1,48.2,2007.9,2006.6,2006.5,2006.4,809.9,884.0,898.8,892.6,107.0,108.1,140.9,141.0,21.5,20.7,28.3,28.8,19.1,16.0,3.0,1455.4,1226.3,229.1,1483.3,1249.8,233.5
Saint Martin (French part),7,7,6.5,9.5,2001.4,2001.4,2006.6,2006.3,307.5,329.7,319.3,317.8,65.0,56.0,49.5,48.7,14.0,33.7,12.7,11.3,4.1,3.3,0.8,311.8,254.3,57.4,317.8,259.2,58.5
Curaçao,5,5,19.8,17.3,1999.4,1999.4,1994.7,1999.7,550.5,556.2,556.1,548.0,57.0,98.6,119.5,87.8,17.0,28.2,40.4,25.9,6.7,5.7,1.0,513.0,435.0,78.0,522.8,443.4,79.5
Panama,5,5,313.9,573.7,2010.6,2010.6,2011.6,2011.6,1312.8,1363.4,1427.0,1437.5,185.0,256.4,257.4,248.7,33.0,29.0,32.4,32.5,40.4,32.2,8.2,3126.0,2491.9,634.1,3186.0,2539.7,646.3
Aruba,5,5,208.4,302.1,2008.6,2008.6,2007.9,2009.8,603.1,784.4,739.9,804.5,108.0,117.0,121.4,141.5,25.0,32.2,38.9,45.4,30.7,24.0,6.6,2374.7,1862.6,512.1,2420.3,1898.4,522.0
Brazil,5,5,1239.4,2380.4,2012.2,2012.2,2011.7,2011.7,3341.7,3055.5,3054.3,3053.8,286.0,291.6,305.9,305.8,52.0,51.8,50.9,50.8,122.9,95.9,26.9,9517.8,7431.6,2086.2,9700.6,7574.3,2126.3
Viet Nam,4,1,0.1,0.1,2020.0,2020.0,2020.0,2020.0,108.6,108.6,134.9,134.9,29.0,29.0,35.5,35.5,29.0,29.0,33.0,33.0,0.7,0.3,0.4,55.8,22.6,33.2,56.9,23.0,33.9
Puerto Rico,4,4,40.3,4.8,1995.0,1995.0,2001.9,2000.9,437.4,427.0,423.4,431.2,109.5,104.2,38.0,77.1,14.5,15.2,9.3,12.7,7.8,6.8,1.0,592.9,516.5,76.4,604.3,526.5,77.9
Bahamas,3,3,351.2,662.2,2010.7,2010.7,2014.2,2014.4,1431.1,1439.9,1435.8,1435.5,234.0,274.7,253.6,252.2,29.0,24.3,16.5,15.9,52.9,49.4,3.5,4097.1,3824.1,272.9,4175.7,3897.6,278.2
United Kingdom of Great Britain and Northern Ireland,3,2,63.1,97.2,2007.0,2007.0,2007.0,2007.0,3982.2,4121.6,4176.1,4174.9,349.0,353.8,357.8,357.7,8.0,9.2,8.2,8.2,17.4,17.3,0.1,1338.0,1331.9,6.1,1363.6,1357.5,6.2
Montserrat,2,2,1.2,1.7,2002.5,2002.5,2002.5,2002.4,209.4,209.4,206.7,207.1,48.5,48.5,48.4,48.9,24.0,24.0,24.0,24.1,0.6,0.4,0.2,43.1,30.3,12.8,44.0,30.9,13.1
Mexico,1,1,67.8,115.8,2007.0,2007.0,2007.0,2007.0,2156.5,2156.5,2156.5,2156.5,175.0,175.0,175.0,175.0,65.0,65.0,65.0,65.0,9.6,6.8,2.8,740.0,525.7,214.2,754.2,535.8,218.3
Spain,1,1,14.2,21.7,2007.0,2007.0,2007.0,2007.0,2800.0,2800.0,2800.0,2800.0,223.0,223.0,223.0,223.0,7.0,7.0,7.0,7.0,4.2,4.2,0.0,326.6,324.8,1.8,332.9,331.1,1.8
Netherlands,1,1,53.4,57.0,1992.0,1992.0,1992.0,1992.0,4093.7,4093.7,4093.7,4093.7,237.0,237.0,237.0,237.0,10.0,10.0,10.0,10.0,19.9,19.6,0.3,1522.3,1501.1,21.2,1551.5,1529.9,21.6
Peru,1,1,115.3,196.9,2008.0,2008.0,2008.0,2008.0,3939.1,3939.1,3939.1,3939.1,530.0,530.0,530.0,530.0,38.0,38.0,38.0,38.0,18.1,17.2,0.9,1402.8,1330.3,72.5,1429.8,1355.8,73.9
Haiti,1,1,5.0,7.8,2007.0,2007.0,2007.0,2007.0,1004.9,1004.9,1004.9,1004.9,187.0,187.0,187.0,187.0,6.0,6.0,6.0,6.0,1.3,1.2,0.0,95.9,94.4,1.5,97.7,96.2,1.5
Belgium,1,1,19.4,30.3,2007.0,2007.0,2007.0,2007.0,3887.9,3887.9,3887.9,3887.9,315.0,315.0,315.0,315.0,9.0,9.0,9.0,9.0,5.4,5.4,0.0,419.1,416.8,2.3,427.2,424.9,2.3
Portugal,1,1,392.8,32.2,2015.0,2015.0,2015.0,2015.0,2732.6,2732.6,2732.6,2732.6,140.0,140.0,140.0,140.0,8.0,8.0,8.0,8.0,60.1,59.3,0.8,4657.2,4592.0,65.2,4746.6,4680.2,66.4
Japan,1,1,618.2,1151.5,2018.0,2018.0,2018.0,2018.0,10277.8,10277.8,10277.8,10277.8,829.0,829.0,829.0,829.0,21.0,21.0,21.0,21.0,41.0,40.8,0.2,3178.8,3161.7,17.1,3239.8,3222.4,17.4
Turks and Caicos Islands,1,1,1.1,1.1,1976.0,1976.0,1976.0,1976.0,871.4,871.4,871.4,871.4,117.0,117.0,117.0,117.0,5.0,5.0,5.0,5.0,0.4,0.4,0.0,29.2,29.0,0.2,29.8,29.6,0.2
Anguilla,1,1,1.5,2.1,2017.0,2017.0,2017.0,2017.0,286.8,286.8,286.8,286.8,28.0,28.0,28.0,28.0,3.0,3.0,3.0,3.0,0.5,0.5,0.0,41.4,38.7,2.6,42.1,39.4,2.7
