Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,425,81,5769.4,555.1,1997.3,1998.9,2005.4,2004.0,148.1,169.6,197.4,195.1,15.0,15.6,25.6,24.5,9.0,10.1,8.6,9.2,1351.9,1041.6,310.2,104601.7,80627.4,23974.3,106610.1,82175.5,24434.6
Oil tanker,155,70,5996.1,11025.3,2005.5,2008.4,2010.4,2010.4,467.5,1344.8,1402.4,1428.8,68.0,173.3,284.4,286.5,22.0,40.5,43.0,43.3,863.8,652.9,210.9,66742.8,50450.9,16291.9,68024.2,51419.6,16604.7
Container,153,29,437.6,549.5,2007.4,2007.0,2006.9,2006.9,122.7,444.4,231.7,238.2,11.0,44.2,73.6,72.9,8.0,9.3,12.7,12.2,118.5,101.1,17.4,9076.7,7763.3,1313.4,9251.0,7912.4,1338.6
Chemical tanker,145,25,1043.1,1728.4,2008.7,2007.9,2008.7,2008.7,253.0,1324.9,971.2,1011.2,32.0,174.4,231.2,233.9,15.0,25.9,29.4,29.6,250.6,211.3,39.4,19169.5,16185.2,2984.4,19537.6,16495.9,3041.7
Ferry-RoPax,136,5,28.7,4.2,2005.0,1975.2,1994.3,1986.5,171.4,801.8,296.7,364.5,9.0,126.8,208.7,292.9,14.0,8.8,11.1,9.1,32.2,23.8,8.4,2418.2,1787.5,630.7,2464.6,1821.8,642.8
General cargo,116,32,254.6,353.1,1995.5,1993.3,2002.7,2002.9,165.2,486.3,334.2,378.1,26.0,73.4,167.1,182.3,11.0,28.4,16.4,16.7,89.1,82.6,6.5,6835.1,6345.1,490.1,6966.4,6466.9,499.5
Ferry-pax only,99,1,17.6,1.5,2011.0,2011.0,2011.0,2011.0,173.1,173.1,254.9,254.9,10.0,10.0,125.9,125.9,9.0,9.0,12.6,12.6,22.1,20.0,2.0,1657.4,1504.2,153.2,1689.3,1533.1,156.2
Service - tug,53,15,5.6,4.0,1978.2,1980.2,1978.0,1978.4,371.9,368.1,396.5,401.9,73.0,187.6,301.8,325.5,22.0,154.7,220.2,219.2,19.3,15.1,4.2,1447.6,1135.1,312.5,1475.4,1156.9,318.5
Refrigerated bulk,49,7,123.9,135.2,2002.9,2001.1,1997.9,1998.0,76.0,385.2,187.2,184.4,9.0,25.4,111.4,109.3,10.0,9.6,9.8,9.8,60.5,46.2,14.2,4604.4,3534.6,1069.8,4692.8,3602.5,1090.3
Liquefied gas tanker,46,3,44.2,45.5,2008.7,2009.3,2008.5,2008.5,211.3,210.2,228.3,228.4,20.0,19.5,28.7,28.7,8.0,7.7,9.9,9.9,25.8,18.8,6.9,1967.6,1445.3,522.4,2005.4,1473.0,532.4
Vehicle,36,16,143.6,47.2,2003.3,2004.6,2005.2,2004.9,95.3,138.0,132.2,136.3,13.5,19.6,33.6,34.9,6.5,10.0,9.4,9.5,14.5,11.5,3.0,1112.6,882.6,230.1,1134.0,899.5,234.5
Offshore,14,3,1.4,0.8,2010.9,2009.3,2017.1,2016.8,141.2,152.7,301.2,291.1,29.0,28.0,578.0,583.3,25.5,46.3,48.3,46.4,5.4,4.0,1.4,406.3,301.8,104.5,414.1,307.6,106.5
Miscellaneous - fishing,10,1,0.5,0.5,1955.0,1955.0,1955.0,1955.0,277.5,277.5,276.4,276.4,30.0,30.0,31.3,31.3,6.0,6.0,19.6,19.6,2.6,2.2,0.3,192.1,166.0,26.1,195.8,169.1,26.6
Bulk carrier,8,7,174.6,221.5,2011.9,2012.0,2011.8,2011.8,1149.5,1645.0,1390.3,1281.4,97.0,139.4,293.2,290.6,17.0,20.8,10.4,10.7,30.5,30.2,0.4,2356.7,2328.2,28.5,2401.9,2372.9,29.0
Ro-Ro,1,1,1.5,1.7,1993.0,1993.0,1993.0,1993.0,231.8,231.8,231.8,231.8,20.0,20.0,20.0,20.0,2.0,2.0,2.0,2.0,0.6,0.6,0.0,46.0,44.6,1.4,46.8,45.4,1.4
Service - other,1,1,7.5,2.7,1995.0,1995.0,1995.0,1995.0,608.7,608.7,608.7,608.7,220.0,220.0,220.0,220.0,73.0,73.0,73.0,73.0,2.1,2.0,0.1,163.7,153.9,9.8,166.9,156.9,10.0
