Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,423,81,5395.3,523.1,1997.2,1998.8,2004.0,2002.8,145.2,183.9,186.8,186.0,16.0,17.6,18.7,18.8,9.0,11.6,9.6,10.6,1293.4,965.5,328.0,100058.1,74734.7,25323.3,101979.2,76169.7,25809.5
Oil tanker,154,71,7693.3,14235.2,2005.5,2008.3,2010.4,2010.5,526.6,1641.2,1795.3,1840.9,53.0,177.9,401.9,410.6,30.0,67.6,64.7,63.7,902.7,658.5,244.2,69622.0,50889.1,18732.9,70958.7,51866.2,19092.5
Container,153,29,800.5,944.3,2007.4,2007.0,2008.2,2008.1,271.3,384.1,425.0,410.6,20.0,29.7,57.4,56.4,13.0,21.2,36.9,35.4,192.5,155.2,37.3,14735.2,11917.4,2817.8,15018.1,12146.2,2871.9
Chemical tanker,146,25,904.3,1495.5,2008.7,2007.9,2008.6,2008.5,286.8,1028.7,839.5,872.7,30.0,130.8,205.1,208.7,28.0,42.1,49.5,50.0,248.4,174.2,74.2,18948.0,13359.4,5588.6,19311.8,13615.9,5695.9
Ferry-RoPax,135,5,21.8,2.7,2004.9,1975.2,2003.9,1997.7,173.3,423.7,226.3,235.6,9.0,21.0,14.0,16.5,16.0,29.2,36.8,40.9,36.3,18.1,18.1,2721.8,1359.8,1362.0,2774.1,1385.9,1388.2
General cargo,115,32,161.1,207.2,1995.7,1993.3,2000.7,2000.5,164.9,256.9,211.8,222.2,20.0,35.8,89.9,96.9,13.0,37.3,37.1,42.9,60.8,52.7,8.1,4664.8,4056.9,607.9,4754.4,4134.8,619.6
Ferry-pax only,100,1,16.3,1.4,2011.0,2011.0,2011.0,2011.0,184.7,184.7,234.9,234.9,10.0,10.0,18.6,18.6,17.0,17.0,36.6,36.6,21.2,14.4,6.8,1595.1,1084.8,510.3,1625.7,1105.6,520.1
Service - tug,52,15,8.1,6.1,1978.2,1980.2,1987.5,1988.5,379.7,724.3,586.5,630.3,77.0,541.8,1300.5,1392.6,35.5,371.1,181.2,177.4,26.0,18.9,7.1,1954.9,1420.3,534.6,1992.5,1447.6,544.9
Refrigerated bulk,49,7,254.7,282.0,2002.7,2001.1,2002.9,2002.9,209.9,245.4,386.6,386.0,14.0,16.9,50.4,50.4,7.0,12.1,38.4,38.4,115.2,90.9,24.3,8795.2,6969.4,1825.8,8964.1,7103.2,1860.9
Liquefied gas tanker,46,3,39.5,40.6,2008.7,2009.3,2008.8,2008.8,146.7,209.3,203.9,203.6,14.0,15.0,27.8,27.7,13.5,17.0,20.0,20.0,27.6,14.4,13.2,2102.7,1105.7,997.1,2143.1,1126.9,1016.2
Vehicle,36,16,212.1,66.1,2003.3,2004.6,2005.7,2005.2,123.2,153.1,195.2,190.8,15.0,21.7,43.1,41.9,9.0,12.2,12.6,12.3,23.4,19.8,3.6,1803.6,1529.6,274.0,1838.2,1558.9,279.2
Offshore,14,3,1.0,0.6,2010.9,2009.3,2011.7,2010.5,139.4,175.5,219.4,217.2,35.0,71.7,106.2,104.4,34.5,157.0,151.4,128.6,5.8,2.5,3.3,435.6,184.9,250.7,443.9,188.4,255.5
Miscellaneous - fishing,9,1,0.1,0.1,1955.0,1955.0,1955.0,1955.0,64.1,64.1,61.0,61.0,8.0,8.0,8.1,8.1,22.0,22.0,28.6,28.6,0.9,0.4,0.5,66.3,32.2,34.1,67.5,32.8,34.7
Bulk carrier,8,7,56.7,75.8,2011.9,2012.0,2012.0,2012.1,390.5,487.5,451.4,438.5,33.0,39.0,55.1,54.3,50.5,89.4,128.1,127.8,9.1,6.5,2.6,700.8,502.0,198.7,714.2,511.7,202.5
Ro-Ro,1,1,1.6,1.9,1993.0,1993.0,1993.0,1993.0,249.9,249.9,249.9,249.9,41.0,41.0,41.0,41.0,22.0,22.0,22.0,22.0,1.0,0.7,0.2,75.8,56.5,19.3,77.2,57.5,19.7
Service - other,1,1,6.3,2.3,1995.0,1995.0,1995.0,1995.0,513.5,513.5,513.5,513.5,45.0,45.0,45.0,45.0,107.0,107.0,107.0,107.0,1.9,1.8,0.2,150.4,136.1,14.3,153.3,138.7,14.6
