Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,260,25,189.7,67.8,2009.2,2002.9,2007.9,2006.6,175.2,184.6,175.1,226.5,10.5,19.7,17.6,27.4,16.0,17.1,17.4,24.7,100.2,60.1,40.2,7607.3,4568.1,3039.2,7753.3,4655.8,3097.5
Barbados,236,81,1740.1,320.6,2002.2,1999.8,2006.2,2005.1,124.3,139.3,141.4,141.1,14.0,16.8,16.4,16.3,10.0,21.4,10.3,14.7,385.7,252.5,133.2,29769.0,19528.4,10240.6,30340.5,19903.4,10437.2
Saint Vincent and the Grenadines,141,49,169.1,72.7,1989.3,1994.6,2004.3,2003.1,77.2,149.7,103.8,87.1,10.0,66.9,18.1,22.8,9.0,17.9,10.7,11.8,75.5,47.0,28.5,5772.0,3606.1,2165.9,5882.8,3675.4,2207.5
Trinidad and Tobago,89,45,255.1,374.6,2000.5,1999.2,2005.8,2006.1,255.9,438.1,321.2,327.4,24.0,141.4,76.3,62.9,31.0,166.2,56.5,58.9,124.3,68.0,56.3,9503.5,5226.8,4276.6,9685.9,5327.2,4358.7
Saint Kitts and Nevis,89,22,1374.7,175.3,1999.3,2004.4,2000.1,2000.4,227.6,245.0,234.9,237.1,16.0,19.8,16.7,17.8,8.0,8.2,8.0,7.7,366.0,299.5,66.5,28335.2,23190.8,5144.4,28879.2,23636.0,5243.2
Grenada,84,41,520.3,87.8,2002.6,2001.2,2009.2,2006.7,139.7,147.9,141.8,155.0,15.0,26.2,15.1,17.5,10.5,24.5,10.4,16.7,130.3,83.3,47.0,10060.8,6444.0,3616.8,10254.0,6567.7,3686.3
Virgin Islands (U.S.),68,15,420.0,525.9,1994.4,2001.9,2006.8,2006.5,365.7,549.6,501.9,594.2,26.0,53.2,96.5,126.8,16.0,17.0,17.2,19.9,87.0,77.4,9.7,6663.1,5937.8,725.4,6791.1,6051.8,739.3
Martinique,65,33,250.9,48.0,1998.4,1995.0,2002.9,2005.0,81.3,95.3,120.8,100.8,12.0,17.9,15.3,15.3,10.0,35.8,13.7,37.1,95.5,52.7,42.8,7338.4,4066.3,3272.0,7479.3,4144.4,3334.9
Dominica,59,29,85.6,53.8,2000.9,2000.6,2008.9,2005.6,115.1,139.4,143.2,122.3,12.0,15.8,21.5,13.5,7.0,15.9,9.3,10.8,30.8,19.7,11.2,2351.8,1506.2,845.6,2397.0,1535.1,861.8
Antigua and Barbuda,45,30,482.0,79.5,2001.7,2001.0,2004.0,2003.7,217.1,219.3,215.6,218.1,16.0,17.8,15.7,16.9,8.0,13.4,9.4,16.1,121.5,95.5,26.0,9385.1,7385.2,2000.0,9565.3,7527.0,2038.4
Guyana,41,20,105.1,154.1,1998.6,2003.2,2004.2,2003.9,556.5,658.6,604.2,590.0,63.0,83.0,92.6,85.2,42.0,44.4,56.9,60.4,30.1,22.6,7.5,2294.4,1727.5,566.8,2338.4,1760.7,577.7
Sint Maarten (Dutch part),34,16,450.9,99.6,2007.2,2005.9,2008.7,2008.3,277.1,338.4,276.5,320.3,25.5,27.0,23.4,36.9,18.5,15.1,13.0,19.4,105.0,82.2,22.8,8109.8,6356.9,1752.9,8265.5,6479.0,1786.5
United States of America,32,29,2694.0,4757.7,2008.5,2008.5,2008.7,2008.6,2147.0,2100.8,2134.0,2136.4,194.5,220.2,237.1,240.0,45.5,76.4,88.8,87.9,335.1,278.5,56.6,25704.4,21446.7,4257.7,26197.9,21858.5,4339.4
Saint Barthélemy,20,6,67.0,40.3,2002.8,1997.7,2008.8,2005.6,301.9,273.8,286.1,323.8,101.5,48.3,59.4,122.6,21.5,9.5,14.3,24.9,43.1,37.1,6.1,3278.7,2820.8,457.8,3341.6,2875.0,466.6
Puerto Rico,20,10,197.9,155.2,2001.4,2000.6,2005.1,2008.5,445.2,590.5,561.0,623.8,37.0,38.4,35.4,34.8,14.5,31.0,50.6,62.9,42.8,30.6,12.2,3268.6,2340.7,927.9,3331.3,2385.6,945.7
Colombia,20,13,521.6,771.8,2005.8,2006.4,2007.4,2007.9,1098.1,1111.7,1056.7,1046.8,72.5,102.5,107.9,114.5,47.0,51.3,51.9,51.4,134.5,101.6,32.9,10326.5,7822.5,2504.0,10524.7,7972.7,2552.1
Jamaica,19,16,434.2,587.0,2008.8,2008.8,2009.1,2009.1,1007.5,1105.1,1096.4,1089.0,81.0,111.7,107.9,111.6,28.0,36.1,37.1,34.8,80.8,67.5,13.3,6211.4,5200.4,1011.0,6330.7,5300.3,1030.4
French Guiana,17,4,62.9,70.1,2009.9,2009.5,2009.8,2009.6,826.2,807.5,835.4,849.5,93.0,83.6,91.6,93.4,33.0,24.5,27.8,32.2,21.0,16.0,5.0,1608.7,1230.8,377.9,1639.6,1254.5,385.1
Suriname,14,7,55.5,76.2,2006.5,2005.1,2005.5,2006.4,661.4,650.9,675.7,682.3,67.5,65.6,68.2,67.6,31.5,27.2,28.7,30.7,18.0,13.0,5.0,1374.4,996.2,378.3,1400.8,1015.3,385.5
Dominican Republic,12,6,217.0,47.9,1996.4,2000.8,1993.2,1999.3,585.3,594.9,583.5,592.0,40.0,47.7,40.7,42.9,12.0,12.2,12.0,12.0,36.0,31.3,4.6,2782.0,2424.4,357.6,2835.4,2471.0,364.5
"Bonaire, Sint Eustatius and Saba",11,9,129.8,63.7,2003.6,2003.6,2005.1,2005.2,272.7,328.2,386.7,286.5,28.0,29.8,32.9,26.8,10.0,21.0,17.7,39.9,31.9,22.6,9.4,2468.3,1744.4,723.9,2515.7,1777.9,737.8
