Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-pax only,2203,60,417.4,40.4,1996.7,2000.0,1998.4,1997.4,265.9,380.4,336.9,338.7,11.0,31.5,52.6,54.1,12.0,17.8,31.3,31.2,753.1,403.9,349.2,56545.4,30327.5,26217.9,57631.1,30909.8,26721.3
General cargo,89,17,136.5,184.0,2002.6,2001.8,1999.5,1999.4,464.3,610.4,786.9,768.1,27.0,66.3,113.3,115.5,23.0,18.1,48.6,45.2,25.9,23.0,2.9,1981.2,1763.6,217.6,2019.3,1797.5,221.8
Liquefied gas tanker,67,12,54.6,54.9,1999.4,2005.1,1998.9,1998.3,81.3,683.0,383.7,418.3,9.0,197.6,2224.2,2318.2,21.0,15.0,17.6,14.0,76.7,53.4,23.2,5779.1,4034.6,1744.5,5890.1,4112.0,1778.0
Chemical tanker,64,21,65.6,92.9,2008.4,2009.4,2011.1,2011.0,99.3,370.2,409.3,389.3,16.0,44.0,89.7,88.2,6.0,5.9,7.3,7.2,28.9,27.2,1.7,2212.3,2085.0,127.3,2254.8,2125.1,129.7
Bulk carrier,29,7,966.9,1562.0,1997.5,2005.0,1993.7,1993.7,590.4,469.3,1053.3,1041.0,49.0,35.8,63.3,63.1,24.0,24.9,201.9,201.3,46.6,19.1,27.5,3605.9,1478.2,2127.7,3675.1,1506.6,2168.5
Oil tanker,15,3,12.3,15.3,2012.3,2009.7,2012.4,2012.3,106.0,400.7,607.9,591.0,32.0,1355.8,2772.7,2665.6,3.0,5.0,4.4,4.6,49.7,49.3,0.4,3730.9,3700.6,30.3,3802.6,3771.7,30.9
Container,14,5,163.1,176.2,2000.2,1999.8,2001.1,2000.9,261.6,230.5,321.4,321.7,45.0,36.1,61.9,63.7,8.0,18.9,9.2,9.9,17.5,14.6,2.9,1349.3,1125.6,223.8,1375.3,1147.2,228.0
Offshore,4,3,3.7,3.4,2004.2,2002.7,2004.8,2007.3,297.7,351.1,377.0,382.2,45.5,44.8,53.3,52.2,17.5,16.8,22.2,23.6,2.9,2.0,1.0,221.1,147.0,74.0,225.3,149.9,75.4
Service - other,3,3,31.4,23.3,2004.3,2004.3,1996.2,1992.8,300.5,1235.8,401.9,305.1,44.0,208.3,219.0,98.1,5.0,17.7,29.1,39.3,8.7,8.6,0.1,653.9,646.9,7.1,666.5,659.3,7.2
Service - tug,2,2,1.8,1.8,2005.0,2005.0,2003.5,2002.9,393.7,393.7,371.1,380.7,37.0,37.0,37.2,37.3,8.0,8.0,8.8,9.0,1.5,1.2,0.4,115.7,88.3,27.4,117.9,90.0,27.9
Miscellaneous - fishing,1,1,0.0,0.0,2014.0,2014.0,2014.0,2014.0,10.9,10.9,10.9,10.9,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.7,1.4,0.2,1.7,1.5,0.2
