Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,227,62,3021.3,294.9,1993.2,1997.8,2006.7,2005.4,151.4,203.4,220.6,217.6,16.0,20.1,23.3,23.6,9.0,9.9,8.0,8.4,684.9,516.0,168.9,52891.5,39901.4,12990.0,53907.0,40667.5,13239.4
General cargo,115,24,121.7,148.0,1990.4,1991.7,2000.6,2000.9,124.9,327.0,175.4,180.2,15.0,43.5,45.7,47.2,17.0,55.4,30.6,32.4,49.6,41.8,7.9,3800.4,3208.0,592.4,3873.3,3269.6,603.8
Container,110,17,198.0,235.6,2007.4,2007.8,2007.8,2007.7,117.9,152.6,136.7,135.8,10.0,15.1,14.6,14.3,5.0,9.5,9.2,9.0,49.0,37.4,11.5,3743.1,2873.4,869.6,3814.9,2928.6,886.3
Chemical tanker,54,9,76.8,121.6,2008.0,2007.7,2007.0,2006.8,166.9,244.1,240.2,242.0,21.5,33.2,109.5,110.5,21.0,58.6,61.5,61.7,51.0,28.6,22.4,3862.6,2170.3,1692.3,3936.8,2212.0,1724.8
Offshore,48,7,5.0,4.5,1984.7,1999.0,1998.6,1992.3,104.1,308.0,142.5,154.5,14.0,89.9,93.8,88.6,66.0,89.4,89.2,108.4,24.2,7.7,16.5,1817.8,578.0,1239.8,1852.7,589.1,1263.6
Liquefied gas tanker,41,2,40.5,41.7,2008.8,2008.5,2008.4,2008.4,177.1,223.4,237.0,237.2,16.0,19.5,26.5,26.5,15.0,14.8,14.8,14.8,24.9,15.8,9.1,1902.6,1216.5,686.1,1939.1,1239.8,699.3
Oil tanker,35,7,37.8,60.5,1998.9,2000.1,2000.1,1999.8,172.1,261.5,237.0,235.6,19.0,38.6,33.7,33.5,30.0,25.7,34.4,34.8,28.4,13.2,15.2,2148.5,1007.2,1141.3,2189.7,1026.5,1163.3
Ferry-RoPax,29,3,2.8,0.7,1965.0,1965.7,1964.3,1964.2,146.8,349.0,182.5,183.2,15.0,24.2,31.4,31.7,2.0,13.7,21.6,21.9,4.1,3.1,1.0,305.2,231.4,73.8,311.1,235.8,75.2
Refrigerated bulk,26,7,59.7,65.9,2002.7,2001.1,2001.9,2002.0,153.2,189.1,170.4,169.8,11.5,12.0,12.0,11.9,7.0,9.3,9.8,9.7,26.4,19.9,6.5,2011.5,1523.7,487.9,2050.2,1553.0,497.2
Vehicle,24,2,114.1,38.8,2003.0,2003.0,2002.9,2001.5,410.1,258.6,316.7,340.8,41.0,29.2,46.1,47.5,2.5,3.0,3.0,3.1,18.1,17.3,0.8,1390.4,1329.0,61.4,1417.1,1354.5,62.6
Bulk carrier,11,8,244.4,414.2,2008.5,2007.2,2013.1,2013.4,236.2,825.1,1268.2,1420.1,15.0,136.1,474.2,502.3,68.0,50.4,25.4,21.6,28.5,26.8,1.7,2198.1,2067.8,130.3,2240.3,2107.5,132.8
Service - tug,5,4,1.2,1.1,2001.4,1996.8,2018.5,2019.0,124.4,149.6,224.7,228.1,27.0,39.0,89.0,89.7,3.0,7.6,4.5,4.5,0.4,0.3,0.0,27.9,26.0,1.9,28.4,26.5,1.9
Service - other,3,3,9.1,4.8,2009.0,2009.0,2011.6,2010.7,851.9,5101.3,1938.6,1566.6,438.0,470.3,675.7,636.5,31.0,156.3,329.9,302.7,20.7,19.5,1.2,1555.2,1461.3,93.8,1585.0,1489.4,95.6
Ferry-pax only,2,2,0.0,0.0,1965.0,1965.0,1973.8,1938.6,127.8,127.8,122.8,87.0,63.5,63.5,48.9,107.4,83.0,83.0,73.9,110.2,0.5,0.2,0.3,38.8,17.1,21.8,39.6,17.4,22.2
