Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nassau,1090,66,6740.3,828.7,1999.4,2000.6,2001.4,1999.8,121.7,224.0,188.9,178.7,15.0,133.3,50.8,49.6,8.0,14.5,14.0,22.3,1660.0,1207.2,452.8,127704.7,92898.7,34806.0,130156.6,94682.4,35474.2
Freeport,493,110,2514.5,1960.0,1997.2,2003.6,2003.6,2006.6,129.7,313.1,243.7,312.0,15.0,80.3,95.3,187.7,14.0,46.2,25.2,40.0,675.2,448.1,227.1,51925.1,34554.0,17371.1,52922.0,35217.4,17704.6
Clifton Pier,238,36,91.2,158.0,1994.3,2003.3,2006.0,2003.9,155.6,298.9,191.0,209.3,20.0,74.2,88.4,146.9,19.5,35.2,36.1,38.7,104.9,58.9,46.0,7913.8,4442.8,3471.1,8065.8,4528.1,3537.7
Great Harbour Cay,229,48,2666.6,422.9,2002.3,2001.6,2002.3,2003.2,109.5,256.8,216.7,216.1,14.0,37.4,30.7,37.1,11.0,44.4,31.0,38.0,560.2,318.7,241.6,43134.7,24508.1,18626.6,43962.9,24978.7,18984.2
Marsh Harbor,189,23,46.5,49.8,1988.1,1997.4,1984.3,1984.9,131.5,204.6,193.2,177.6,14.0,36.7,66.7,47.5,10.0,24.8,25.5,31.2,59.2,29.1,30.2,4446.8,2182.6,2264.2,4532.2,2224.6,2307.7
Great Exuma Island,177,17,50.2,76.7,2007.6,2001.4,2006.3,2006.7,138.6,398.3,418.4,442.9,17.0,100.6,735.7,792.2,12.0,32.8,73.5,70.5,104.2,45.6,58.5,7827.7,3432.2,4395.5,7978.0,3498.1,4479.9
Harbour Island,135,23,42.9,37.1,1999.0,1998.0,1999.9,2005.1,132.0,184.2,177.6,173.2,14.0,26.6,91.2,147.2,17.0,21.1,23.0,36.1,50.8,19.8,31.0,3827.6,1495.0,2332.6,3901.1,1523.7,2377.4
Little San Salvador,107,20,1424.9,140.6,1997.6,1999.0,1999.7,1999.5,181.4,290.6,193.2,195.1,16.0,29.8,16.6,22.0,8.0,30.8,13.6,16.0,396.2,294.7,101.5,30678.9,22818.3,7860.6,31267.9,23256.4,8011.5
The Bight,91,19,66.9,97.6,2008.7,2002.2,2002.3,2002.9,144.4,405.7,554.5,522.0,14.0,70.8,282.0,305.0,18.0,15.1,23.6,20.8,60.5,27.9,32.5,4558.0,2115.8,2442.2,4645.5,2156.4,2489.1
San Andros,87,18,9.9,14.4,1996.3,1998.8,1999.1,1999.4,78.2,157.5,94.8,92.4,10.0,28.8,23.3,19.2,10.0,45.5,67.0,63.9,20.3,8.5,11.8,1523.9,639.8,884.1,1553.2,652.1,901.1
Rock Sound,85,13,293.4,32.6,2002.2,1997.8,1997.3,1997.3,118.0,176.1,246.7,214.4,12.0,15.9,18.4,19.1,18.0,34.7,32.3,33.5,117.9,63.6,54.3,9071.5,4903.7,4167.8,9245.7,4997.9,4247.8
