Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,1538,101,65172.3,6036.7,2000.9,2003.2,2005.2,2004.4,283.5,605.2,448.4,432.7,21.5,43.3,49.7,49.2,9.0,13.9,11.6,12.1,12971.2,11258.8,1712.4,993096.3,863570.9,129525.4,1012163.8,880151.5,132012.3
Container,924,194,128008.0,147251.3,2002.2,2005.3,2005.7,2005.7,890.3,3473.0,2970.4,2952.0,70.0,243.7,475.8,474.6,17.0,23.4,21.0,21.0,14792.6,14472.7,319.9,1143008.7,1118656.9,24351.8,1164954.5,1140135.1,24819.3
Ro-Ro,910,20,629.2,484.4,1996.4,1998.4,1999.3,1996.8,195.1,608.3,553.2,347.3,21.0,49.0,351.6,240.1,8.0,9.4,17.1,22.8,488.6,313.3,175.3,36906.4,23743.1,13163.3,37615.0,24198.9,13416.0
Oil tanker,416,265,49718.5,91926.5,2006.3,2007.6,2008.1,2008.1,1239.4,2355.7,2577.6,2612.4,197.5,315.2,604.2,612.7,42.0,73.0,82.7,82.5,6012.0,4762.9,1249.1,462459.2,367176.1,95283.1,471338.4,374225.9,97112.6
General cargo,280,63,1631.9,2093.1,1993.1,2003.7,2003.3,2002.8,355.9,1214.5,1118.0,1141.5,31.0,168.2,269.2,264.9,25.0,82.4,90.3,89.5,327.0,283.8,43.2,24955.9,21711.0,3244.9,25435.1,22127.9,3307.2
Offshore,262,21,1003.9,1332.8,1995.6,2001.7,1990.3,1988.9,87.0,2786.7,1798.3,1596.9,11.0,539.0,504.5,515.3,5.0,297.8,117.6,100.9,279.1,240.7,38.4,21246.6,18361.6,2885.0,21654.5,18714.2,2940.3
Chemical tanker,247,172,8966.1,14859.5,2009.0,2009.1,2009.5,2009.5,1175.8,1483.9,1473.1,1471.0,152.0,189.9,252.5,252.8,42.0,56.6,61.8,61.7,1557.3,1273.7,283.6,119717.0,98088.5,21628.6,122015.6,99971.8,22043.8
Bulk carrier,135,65,3767.8,6370.9,1996.6,2006.1,2005.3,2005.6,859.2,1567.1,1087.7,1088.0,91.0,218.1,306.9,308.6,29.0,91.6,74.6,76.9,382.9,343.2,39.7,29319.1,26323.5,2995.6,29882.1,26829.0,3053.1
Service - tug,103,39,42.5,37.3,1985.6,1991.6,1998.9,1998.8,310.4,887.1,986.6,949.5,50.0,532.0,529.6,388.7,76.0,186.1,177.1,142.6,104.4,91.6,12.8,7837.4,6878.5,958.9,7987.9,7010.6,977.3
Vehicle,59,37,6126.1,2117.1,2006.2,2008.5,2006.5,2006.3,974.9,2063.0,1971.0,2069.0,76.0,159.5,322.6,330.1,12.0,26.5,22.3,22.8,364.0,352.7,11.4,28134.2,27261.4,872.8,28674.3,27784.8,889.5
Service - other,42,25,355.2,183.1,1991.0,1997.0,2001.4,2001.9,501.6,2335.3,2375.2,2456.1,74.5,446.7,1346.6,1408.7,156.0,341.2,311.3,348.3,131.5,107.3,24.3,9894.3,8072.2,1822.1,10084.3,8227.2,1857.1
Liquefied gas tanker,33,21,995.8,1045.7,2005.7,2008.7,2012.3,2011.9,1155.3,1549.7,1510.4,1560.3,107.0,168.4,218.1,226.7,41.0,47.9,47.2,49.5,168.8,141.5,27.3,12552.9,10504.1,2048.8,12793.9,10705.8,2088.1
Ferry-pax only,26,3,11.2,3.0,1998.8,1974.7,2000.5,2000.2,180.7,668.5,185.0,182.6,20.0,71.3,23.9,23.7,5.5,8.8,7.8,8.0,5.8,5.0,0.8,434.0,374.0,60.1,442.4,381.2,61.2
Ferry-RoPax,16,2,89.8,5.7,1996.2,1997.5,1994.1,1994.2,689.5,765.7,1838.7,1775.7,114.0,129.5,1326.0,1317.0,31.0,34.5,18.1,19.1,73.1,69.6,3.5,5486.0,5222.3,263.7,5591.3,5322.6,268.7
Miscellaneous - fishing,1,1,0.3,0.3,1996.0,1996.0,1996.0,1996.0,1475.1,1475.1,1475.1,1475.1,165.0,165.0,165.0,165.0,232.0,232.0,232.0,232.0,1.0,0.5,0.5,75.0,36.1,38.9,76.4,36.8,39.6
Refrigerated bulk,1,1,16.1,17.1,1992.0,1992.0,1992.0,1992.0,1231.1,1231.1,1231.1,1231.1,76.0,76.0,76.0,76.0,27.0,27.0,27.0,27.0,5.8,5.0,0.8,440.2,381.7,58.5,448.7,389.1,59.6
