Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,1541,101,64108.2,5845.1,2001.0,2002.8,2005.4,2004.5,287.1,555.2,440.0,418.3,19.0,40.3,50.6,50.8,8.0,81.8,14.7,14.4,13771.3,11282.4,2488.8,1059500.1,866908.6,192591.5,1079842.5,883553.2,196289.2
Container,946,205,44669.0,51652.7,2002.3,2005.4,2004.0,2004.0,462.2,1120.1,1001.0,1000.1,40.0,74.1,161.1,161.8,17.0,52.5,31.6,32.0,5900.6,5497.0,403.6,453400.5,422369.2,31031.4,462105.8,430478.6,31627.2
Ro-Ro,916,21,692.1,498.5,1996.4,1999.0,2000.0,1998.0,198.4,903.0,606.5,356.1,21.0,77.9,210.7,161.4,4.0,24.5,345.7,243.1,385.1,263.8,121.3,29174.5,19946.3,9228.2,29734.7,20329.3,9405.4
Oil tanker,412,265,55060.5,102131.0,2006.3,2007.6,2009.9,2010.0,1171.7,2599.7,2815.6,2855.9,114.0,262.1,618.9,632.7,18.0,41.6,48.8,49.1,4972.9,4544.9,428.0,383769.6,350649.7,33119.9,391138.0,357382.2,33755.8
General cargo,280,63,2235.2,2816.4,1993.0,2004.0,2000.6,2000.5,206.9,1655.4,1555.0,1560.3,31.0,166.2,533.2,513.7,6.0,44.0,81.8,80.8,357.8,335.1,22.7,27432.1,25725.0,1707.0,27958.8,26219.0,1739.8
Offshore,265,22,362.1,435.2,1995.9,2002.0,1994.0,1993.3,85.6,1713.9,634.0,516.1,11.0,306.7,387.8,459.7,1.0,548.0,773.0,468.8,161.8,124.4,37.3,12179.6,9374.2,2805.4,12413.5,9554.2,2859.3
Chemical tanker,252,176,11986.8,19897.5,2008.9,2009.1,2009.6,2009.6,1293.0,2036.8,1932.2,1932.1,116.0,207.4,288.9,289.6,21.0,47.9,35.6,35.6,1796.0,1576.8,219.2,138507.8,121592.8,16915.1,141167.2,123927.3,17239.8
Bulk carrier,136,65,6107.1,10602.6,1996.5,2006.3,2005.9,2006.2,853.2,2143.8,1769.6,1822.1,84.5,245.0,489.2,505.8,23.0,31.6,26.3,26.8,482.9,466.3,16.7,37134.6,35851.2,1283.4,37847.6,36539.5,1308.1
Service - tug,102,37,39.1,36.2,1985.0,1990.4,1999.4,1999.6,309.0,786.1,925.6,916.6,53.5,139.6,230.0,230.0,15.0,128.7,116.6,109.9,93.5,87.1,6.4,7023.7,6542.1,481.7,7158.6,6667.7,490.9
Vehicle,60,37,3073.9,1048.4,2006.2,2008.8,2006.7,2006.7,569.7,1168.3,970.0,1006.7,37.0,79.1,212.3,221.3,7.0,14.5,11.7,11.3,177.1,169.2,7.9,13705.6,13093.8,611.8,13968.7,13345.2,623.6
Service - other,41,24,404.8,196.1,1990.3,1996.1,2004.8,2004.6,359.3,2078.8,2723.1,2649.9,68.0,526.4,1012.2,907.7,9.0,103.6,132.6,122.0,164.0,158.4,5.6,12330.7,11912.2,418.5,12567.5,12140.9,426.6
Liquefied gas tanker,34,21,4099.6,3782.4,2005.5,2008.7,2014.7,2014.5,1322.2,3425.0,6186.3,5615.8,126.5,297.0,827.3,790.2,22.0,69.5,22.1,26.3,451.3,412.9,38.4,31144.1,28213.2,2930.8,31742.0,28754.9,2987.1
Ferry-pax only,26,3,11.7,3.2,1998.8,1974.7,2000.4,2000.2,183.3,521.9,193.2,192.7,18.0,78.0,22.5,23.0,9.0,17.3,18.9,18.7,7.0,5.1,1.9,527.2,381.7,145.5,537.4,389.0,148.3
Ferry-RoPax,18,3,173.0,13.6,1996.1,1997.0,1995.9,1996.0,244.0,1376.2,1781.1,1952.5,6.5,98.3,239.8,242.9,40.5,163.2,405.8,410.6,49.1,32.4,16.7,3738.5,2486.3,1252.3,3810.3,2534.0,1276.3
Miscellaneous - fishing,1,1,0.1,0.1,1996.0,1996.0,1996.0,1996.0,735.9,735.9,735.9,735.9,107.0,107.0,107.0,107.0,12.0,12.0,12.0,12.0,0.5,0.4,0.0,34.9,33.4,1.5,35.5,34.1,1.5
Refrigerated bulk,1,1,14.0,14.9,1992.0,1992.0,1992.0,1992.0,1072.2,1072.2,1072.2,1072.2,69.0,69.0,69.0,69.0,1.0,1.0,1.0,1.0,4.4,4.4,0.0,337.7,335.5,2.2,344.1,341.9,2.2
