Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ro-Ro,1251,15,161.0,202.8,2000.0,2002.5,1992.5,1991.8,121.8,137.6,155.6,147.8,14.0,16.5,38.9,32.5,8.0,8.2,49.0,44.9,517.5,226.8,290.7,38856.4,17031.7,21824.7,39602.5,17358.7,22243.8
Cruise,685,36,13316.7,1216.9,2001.5,2001.6,2001.3,2001.0,163.9,291.7,201.6,205.6,15.0,18.8,36.8,35.5,8.0,24.4,18.1,18.5,3090.2,2146.4,943.8,238689.9,165760.4,72929.5,243272.8,168943.0,74329.8
Oil tanker,599,40,908.6,1637.9,1995.7,2005.1,2006.9,2007.1,156.5,292.3,269.3,272.6,21.0,104.7,200.1,206.4,18.0,23.2,30.3,29.9,289.8,185.5,104.4,22109.6,14219.7,7889.9,22534.1,14492.7,8041.4
General cargo,179,7,84.4,116.8,2000.7,1993.9,2003.0,2003.0,143.6,518.3,330.4,336.2,23.0,106.7,102.6,104.0,19.0,54.6,109.2,107.2,29.5,19.1,10.4,2217.6,1434.4,783.2,2260.1,1461.9,798.2
Offshore,176,7,61.1,123.4,1992.4,2001.6,1994.2,1990.4,138.4,377.1,444.3,607.0,17.0,54.9,213.8,330.0,19.0,41.5,175.1,179.1,124.2,76.3,48.0,9328.6,5727.0,3601.6,9507.7,5837.0,3670.8
Ferry-pax only,171,1,51.5,14.1,2002.0,2002.0,2002.0,2002.0,118.2,118.2,121.3,121.3,12.0,12.0,12.0,12.0,16.0,16.0,30.7,30.7,41.7,21.0,20.7,3128.4,1575.6,1552.7,3188.4,1605.9,1582.6
Container,71,10,244.2,305.3,2000.1,2002.2,2002.2,2002.0,144.5,593.4,370.8,368.8,14.0,84.0,188.1,189.6,14.0,19.2,44.3,43.3,57.1,41.9,15.2,4371.5,3216.6,1154.9,4455.4,3278.4,1177.1
Service - tug,52,10,5.1,4.1,1973.8,1988.4,1990.4,1987.3,222.0,470.6,429.1,401.7,40.0,559.0,1012.0,850.8,23.0,44.4,220.5,208.8,31.4,25.6,5.8,2355.2,1922.1,433.1,2400.5,1959.0,441.4
Chemical tanker,42,32,285.6,480.4,2011.5,2011.4,2011.3,2011.2,182.6,255.5,262.8,262.9,20.5,44.5,51.4,51.8,20.0,36.9,62.0,63.0,62.5,36.3,26.2,4835.0,2807.1,2027.9,4927.8,2861.0,2066.9
Service - other,28,8,9.7,5.7,1984.9,1991.6,1996.5,1995.5,253.0,329.6,279.2,269.0,33.5,107.6,129.1,131.2,8.5,60.2,106.1,115.1,11.9,8.5,3.4,893.9,636.7,257.2,911.0,648.9,262.1
Bulk carrier,22,11,149.0,260.7,1995.5,1996.9,2003.4,2003.7,128.9,323.7,217.4,218.0,15.5,212.7,378.6,373.4,17.5,22.8,23.5,23.5,19.7,17.4,2.3,1515.0,1339.5,175.5,1544.1,1365.2,178.9
Vehicle,14,11,95.4,29.7,2004.4,2006.3,2004.6,2004.7,146.8,149.5,148.0,149.2,17.5,16.9,18.8,18.9,5.5,5.3,4.8,4.7,6.1,5.3,0.8,473.3,410.6,62.7,482.4,418.5,63.9
Liquefied gas tanker,12,3,20.9,23.8,2001.8,2001.3,2002.5,2002.5,122.9,137.1,145.8,144.8,28.5,19.5,39.0,39.2,16.0,76.8,47.8,45.6,12.9,3.2,9.6,972.6,247.6,725.1,991.3,252.3,739.0
