Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Freeport,2256,769,190256.5,241835.6,2000.0,2005.5,2006.0,2006.4,762.9,2253.9,2054.7,2604.1,62.0,264.8,480.6,514.0,16.0,73.7,36.1,42.1,24236.2,22245.1,1991.1,1866709.1,1715341.7,151367.4,1902549.9,1748276.2,154273.7
Nassau,1103,125,31523.2,4889.0,1998.5,2003.3,2006.1,2004.8,204.8,998.2,497.8,616.4,22.0,82.4,92.5,163.8,9.0,35.7,14.3,24.1,5369.3,4644.6,724.7,410723.4,356028.6,54694.8,418609.3,362864.4,55744.9
Great Harbour Cay,307,56,8870.6,2316.2,2001.9,2002.2,2003.5,2006.0,208.0,696.4,525.5,948.7,17.0,73.0,85.8,226.8,9.0,58.0,18.0,23.2,1708.2,1371.7,336.5,130758.2,105182.7,25575.5,133268.7,107202.2,26066.5
Marsh Harbor,186,24,546.9,705.7,1987.7,1999.8,2002.6,2005.2,227.5,1099.1,1006.4,1065.4,26.0,181.8,425.7,492.6,10.0,164.5,175.8,189.5,183.5,111.6,72.0,13972.1,8480.2,5491.9,14240.4,8643.0,5597.3
Little San Salvador,186,29,9088.0,1100.1,2003.0,2003.0,2004.6,2004.8,495.1,623.9,558.8,631.1,38.0,47.1,44.1,74.0,8.0,13.6,8.0,8.5,1950.6,1791.3,159.3,150443.4,138322.3,12121.1,153331.9,140978.1,12353.8
Gorda Cay,186,31,8398.5,2015.8,2007.2,2003.2,2008.2,2006.5,279.7,997.1,428.9,850.3,17.0,95.8,60.1,166.9,10.0,61.0,15.3,58.0,1570.7,1370.3,200.3,120321.8,105228.0,15093.9,122632.0,107248.4,15383.7
Clifton Pier,183,61,1692.6,2740.2,1994.9,2003.6,2009.2,2009.5,466.6,964.3,1070.4,1131.6,68.0,104.8,152.0,154.5,45.0,55.5,55.8,56.9,350.0,256.3,93.7,26825.7,19668.2,7157.5,27340.7,20045.8,7294.9
Harbour Island,84,25,853.3,780.3,2003.3,1999.5,2004.5,2005.9,201.9,727.3,1000.6,1114.6,26.0,90.8,118.7,174.5,9.0,45.3,45.2,76.7,158.9,122.5,36.4,12139.9,9392.2,2747.7,12372.9,9572.5,2800.4
Rock Sound,81,12,557.5,69.9,2003.1,2003.4,1994.3,1996.1,225.3,337.4,732.4,519.1,26.0,32.8,50.2,48.4,20.0,15.8,33.0,31.9,159.8,115.7,44.1,12156.6,8823.8,3332.8,12390.1,8993.2,3396.8
Matthew Town,72,37,734.8,1120.9,2008.6,2006.4,2009.0,2009.1,788.7,986.3,1174.0,1272.6,90.0,147.5,230.2,242.5,58.0,58.2,54.2,53.3,112.1,93.7,18.4,8556.9,7174.7,1382.3,8721.2,7312.4,1408.8
Great Exuma Island,68,7,12.2,19.3,2005.2,2005.0,2005.0,2005.3,300.4,300.9,330.6,334.5,38.5,38.6,49.2,50.4,6.5,8.6,16.2,16.4,33.4,24.8,8.6,2507.3,1858.5,648.8,2555.5,1894.2,661.3
South Riding Point,65,54,6534.4,11689.4,2007.2,2006.8,2009.8,2009.9,1141.4,1578.9,1596.5,2129.4,158.0,345.1,510.3,533.2,33.0,72.2,131.5,138.7,655.8,521.2,134.7,50321.0,40042.3,10278.7,51287.1,40811.1,10476.1
West End,50,43,2873.7,2520.6,2005.1,2005.3,2007.5,2006.5,987.4,1162.3,1206.0,1249.8,79.0,142.1,152.4,216.0,20.5,69.3,29.1,48.3,405.2,355.0,50.2,30965.8,27160.1,3805.7,31560.3,27681.6,3878.7
Cape Eleuthera,40,12,2322.4,257.3,2003.6,2001.6,2006.0,2004.8,555.4,600.2,565.4,563.6,40.0,44.3,40.6,42.9,8.0,12.0,8.2,8.2,429.2,391.7,37.5,33030.3,30198.5,2831.8,33664.5,30778.3,2886.2
