Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Freeport,2278,790,112661.6,159044.2,2000.1,2005.5,2006.6,2007.6,472.0,1818.5,1212.2,1649.6,43.0,184.0,375.7,448.1,13.0,76.4,45.3,44.9,15000.9,12879.4,2121.5,1153655.2,989949.5,163705.7,1175805.4,1008956.5,166848.9
Nassau,1147,135,32874.5,5721.5,1999.6,2004.7,2006.9,2006.3,266.0,852.1,445.4,624.1,20.0,78.1,75.8,381.2,8.0,24.8,12.4,21.3,6224.3,5339.2,885.1,478949.3,410494.7,68454.6,488145.1,418376.2,69768.9
Great Harbour Cay,342,54,9808.0,3157.8,2003.8,2003.3,2005.3,2007.4,201.6,806.5,524.7,1180.7,18.0,125.7,108.9,266.7,8.0,27.3,15.6,29.2,1736.4,1465.5,270.9,133378.2,112468.7,20909.4,135939.0,114628.1,21310.9
Little San Salvador,199,25,7995.7,814.4,2003.0,2002.4,2003.8,2003.8,386.0,484.5,444.7,453.3,24.0,35.6,36.5,38.1,7.0,7.8,7.0,7.5,1769.5,1621.7,147.8,136422.6,124974.4,11448.2,139041.9,127373.9,11668.0
Marsh Harbor,188,22,1343.8,1228.9,1987.8,1998.1,2001.7,2005.5,235.1,1474.7,2790.3,2242.7,25.0,130.1,617.1,700.9,7.0,15.1,13.5,17.9,160.8,142.6,18.2,12289.5,10917.7,1371.7,12525.4,11127.4,1398.0
Clifton Pier,152,58,1431.5,2328.5,1992.4,2003.7,2009.7,2010.0,550.7,980.4,1212.4,1217.1,77.5,106.5,103.8,103.6,20.5,29.8,34.4,34.3,251.8,213.9,37.9,19247.8,16339.9,2907.9,19617.3,16653.6,2963.7
Harbour Island,96,25,1723.2,2169.7,2003.0,1997.5,2005.0,2006.0,221.3,1471.8,2230.8,3932.6,25.0,138.5,388.1,513.5,12.5,19.7,4.3,3.7,209.9,192.4,17.5,16103.6,14774.1,1329.5,16412.8,15057.8,1355.0
Gorda Cay,85,20,6136.8,1171.7,2006.3,2002.9,2007.3,2005.2,759.0,1610.3,796.4,1488.7,41.0,165.0,83.9,338.7,8.0,8.1,8.8,9.1,1181.2,1073.1,108.0,91017.2,82649.0,8368.2,92764.8,84235.9,8528.9
San Andros,85,12,19.3,27.4,1996.3,2000.8,2003.8,2004.3,137.0,909.4,332.5,331.5,18.0,157.3,847.9,854.3,4.0,15.6,69.4,69.8,26.7,23.6,3.1,2005.8,1774.1,231.8,2044.3,1808.1,236.2
Matthew Town,82,35,436.8,649.3,2003.6,2005.6,2008.9,2009.0,518.0,613.0,722.4,738.5,66.0,78.5,100.7,101.3,14.5,31.2,45.9,45.0,68.4,59.1,9.3,5237.3,4534.3,703.0,5337.9,4621.3,716.5
Rock Sound,78,14,958.5,103.8,2001.7,2002.7,1995.6,1996.2,234.9,353.1,611.9,521.0,28.0,31.7,46.7,45.3,3.0,5.0,8.8,8.2,247.6,225.0,22.5,18926.8,17184.9,1741.9,19290.2,17514.8,1775.3
Great Exuma Island,54,11,14.3,22.3,2004.2,2003.9,2005.5,2005.9,304.5,297.8,313.5,313.8,38.0,40.2,54.9,55.7,3.0,10.2,8.3,8.2,19.4,17.4,2.1,1459.5,1305.5,154.0,1487.5,1330.6,157.0
South Riding Point,51,47,8273.7,15514.9,2008.1,2007.5,2012.0,2012.0,1168.2,2212.0,2944.0,3082.9,119.0,225.4,550.7,563.5,25.0,82.2,48.2,47.1,662.7,605.8,57.0,51186.3,46788.6,4397.7,52169.1,47686.9,4482.2
West End,51,43,4812.1,4506.9,2004.5,2005.1,2010.6,2009.4,1002.3,1618.5,1999.8,2173.7,94.0,160.9,488.4,504.0,7.0,12.9,7.1,9.6,535.2,512.4,22.8,38451.7,36692.8,1758.9,39189.9,37397.3,1792.6
Cape Eleuthera,48,10,2057.7,205.7,2002.6,2004.0,2002.7,2002.6,393.5,441.9,420.6,423.4,40.0,37.6,35.3,35.9,7.0,6.0,6.8,6.9,418.0,383.9,34.1,32105.0,29463.3,2641.7,32721.4,30029.0,2692.4
The Bight,27,10,1213.1,1275.2,2002.9,2000.6,2013.3,2012.1,340.3,1730.8,6932.1,5984.4,49.0,205.6,974.6,882.5,5.0,10.8,17.2,25.7,86.2,84.8,1.5,5928.4,5817.2,111.2,6042.2,5928.9,113.3
Cockburn Town,25,16,799.2,791.9,2004.4,2004.1,2006.4,2005.1,438.1,1233.6,1700.0,1842.4,62.0,123.8,290.5,356.7,3.0,6.5,2.3,3.6,72.3,71.1,1.2,5554.5,5464.9,89.7,5661.2,5569.8,91.4
Bock Cay,14,9,86.9,12.1,2006.4,2006.2,2008.9,2007.9,346.4,409.2,370.7,388.7,45.0,45.3,21.7,36.7,11.5,14.1,33.1,24.4,19.4,15.1,4.3,1485.5,1156.2,329.3,1514.0,1178.4,335.6
Congo Town,13,4,5.5,8.3,1999.5,1985.0,1981.3,1978.8,274.1,894.3,783.6,965.5,52.0,168.8,350.9,383.8,3.0,7.8,20.3,22.4,3.7,3.4,0.2,274.4,258.0,16.5,279.7,262.9,16.8
Green Turtle Cay,9,7,374.4,206.3,1998.7,1999.0,2003.3,2003.6,283.1,2478.3,6690.3,4353.5,75.0,149.2,272.6,278.0,13.0,114.5,629.9,571.3,77.0,27.8,49.2,5947.9,2135.6,3812.3,6062.1,2176.6,3885.5
Stella Maris,7,4,10.4,13.1,1993.1,1993.5,1999.4,1999.4,438.4,2304.0,2897.2,2871.0,45.0,230.6,1181.9,1181.2,17.0,36.1,148.7,148.5,4.2,3.6,0.6,314.8,271.8,43.0,320.8,277.0,43.8
