Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto De Haina,1221,429,16603.3,24133.6,2005.9,2007.7,2008.2,2008.5,611.9,1067.2,927.7,961.9,60.0,114.7,160.8,169.2,21.0,56.2,51.6,54.7,3230.6,2791.0,439.6,247512.5,214261.0,33251.4,252264.7,218374.8,33889.9
Caucedo,891,227,115554.1,129337.6,2006.4,2007.0,2010.5,2010.5,711.9,2410.4,2782.1,2722.8,63.0,171.5,421.7,412.8,18.0,34.7,30.0,29.0,12095.7,11596.2,499.5,926989.3,888715.5,38273.8,944787.5,905778.8,39008.7
Puerto Plata,506,113,10724.1,4795.7,2000.5,2003.1,2008.1,2007.9,683.2,917.1,605.6,822.4,42.0,141.0,63.2,119.5,18.0,64.5,24.1,60.3,2472.0,2228.6,243.4,189864.2,171451.8,18412.4,193509.6,174743.7,18765.9
Santo Domingo,396,133,13325.4,5759.2,1996.9,2004.6,2005.3,2006.0,441.9,1337.1,984.0,1185.0,32.0,114.8,338.1,329.5,9.0,42.6,21.3,45.4,1143.2,1058.4,84.9,88086.8,81637.6,6449.2,89778.1,83205.0,6573.0
San Pedro De Macoris,248,104,4040.7,6145.7,2003.6,2006.2,2009.7,2009.7,502.2,1102.8,1205.8,1212.0,49.0,130.0,219.7,221.5,42.0,52.7,55.1,54.2,680.3,517.8,162.5,52136.3,39832.4,12303.9,53137.3,40597.2,12540.1
Azua,162,39,3751.8,4472.9,2004.1,2007.9,2009.3,2008.8,773.3,1828.9,1476.8,1483.1,66.5,125.9,230.1,232.0,42.0,141.3,96.8,102.7,702.0,541.3,160.7,53308.0,41212.1,12095.9,54331.5,42003.4,12328.1
La Romana,136,36,5202.9,1564.7,2008.1,2005.0,2011.2,2009.6,488.3,1446.6,527.7,1165.0,35.0,147.0,71.2,249.1,9.0,50.4,17.3,53.4,1029.6,920.6,109.0,79597.0,71184.3,8412.7,81125.2,72551.1,8574.2
Manzanillo,82,33,3107.5,3538.5,2000.5,2002.2,2004.2,2004.4,3894.4,1795.3,3055.3,2914.5,202.5,142.1,207.3,207.7,45.0,59.0,49.1,49.3,1190.2,1115.4,74.8,91211.6,85596.3,5615.3,92962.9,87239.7,5723.1
Puerto Palenque,41,34,3131.9,4132.2,2007.0,2007.1,2006.8,2007.0,690.8,1266.1,2372.1,1915.1,79.0,144.8,500.0,444.7,32.0,60.3,38.6,45.6,424.4,355.6,68.9,32838.4,27521.4,5317.0,33468.9,28049.8,5419.1
Barahona,31,26,504.2,761.3,1999.8,2000.5,2007.8,2007.3,775.1,1067.5,1402.4,1385.8,131.0,138.7,261.5,264.5,61.0,156.1,64.5,63.9,93.1,70.9,22.1,7018.6,5353.9,1664.7,7153.4,5456.7,1696.7
Cayo Levantado,28,12,699.0,113.5,2006.2,2003.6,2008.8,2008.2,409.6,766.0,476.5,642.1,23.0,59.8,52.3,158.8,7.0,9.3,8.5,11.3,159.9,142.9,17.0,12274.7,10966.4,1308.2,12510.3,11177.0,1333.3
Puerto Viejo,20,10,335.1,559.3,2004.4,2008.2,2013.1,2013.5,472.2,1116.5,1508.0,1687.0,62.0,151.3,362.1,374.7,27.5,52.0,38.4,37.8,51.8,39.7,12.1,3953.7,3044.5,909.2,4029.6,3103.0,926.7
Bani,18,18,93.7,103.7,1987.7,1987.7,2010.2,2009.8,442.3,629.9,1107.5,1072.8,108.5,224.3,148.3,154.7,34.0,63.8,17.3,19.1,28.6,24.4,4.2,2172.4,1858.4,314.0,2214.1,1894.1,320.0
Punta Cana,16,13,573.5,69.3,2005.2,2004.4,2008.3,2008.2,330.5,359.5,731.3,381.4,41.0,36.0,57.1,48.8,11.0,26.6,10.3,12.8,104.9,96.1,8.8,8085.0,7418.6,666.5,8240.3,7561.0,679.3
Catalina Island,15,14,672.0,539.5,2004.3,2004.0,2011.3,2013.3,636.3,1065.3,1019.1,2232.2,42.0,110.3,155.5,214.1,14.0,55.2,37.2,50.0,114.8,102.9,11.9,8843.6,7938.5,905.1,9013.4,8090.9,922.5
Cabo Rojo,9,9,312.4,477.8,2006.3,2006.3,2010.8,2011.0,1499.1,1802.7,2651.4,2777.8,122.0,182.0,281.0,293.1,17.0,51.8,37.2,31.6,43.8,40.6,3.1,3358.9,3122.1,236.8,3423.4,3182.0,241.4
Samana,5,5,3.2,2.7,1992.2,1992.2,1987.8,1984.6,687.4,631.5,587.9,518.2,90.0,94.2,83.2,70.5,74.0,66.8,68.6,61.1,2.9,2.3,0.6,216.7,169.3,47.5,220.9,172.5,48.4
Barcequillo,3,3,123.5,174.6,2000.0,2000.0,2008.1,2010.0,3284.5,3112.6,4553.9,4708.2,770.0,1274.3,949.2,825.0,23.0,18.3,7.1,5.8,27.6,27.5,0.1,2107.1,2099.2,7.9,2147.6,2139.5,8.0
Casa De Campo,3,3,0.7,0.5,1983.3,1983.3,1987.4,1987.6,942.2,798.7,827.3,797.8,99.0,117.3,128.5,128.8,37.0,54.3,56.5,53.5,1.6,1.3,0.3,119.3,97.8,21.5,121.6,99.7,22.0
Sanchez,1,1,0.4,0.1,2008.0,2008.0,2008.0,2008.0,766.7,766.7,766.7,766.7,234.0,234.0,234.0,234.0,1647.0,1647.0,1647.0,1647.0,1.8,0.8,1.0,137.7,59.5,78.2,140.4,60.7,79.7
Higuey,1,1,3.7,6.3,2016.0,2016.0,2016.0,2016.0,282.4,282.4,282.4,282.4,17.0,17.0,17.0,17.0,83.0,83.0,83.0,83.0,1.0,0.3,0.7,74.8,20.3,54.5,76.2,20.7,55.5
