Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto De Haina,1227,433,20259.8,29698.1,2005.9,2007.7,2008.2,2008.3,923.8,1437.2,1154.4,1199.8,69.0,135.8,183.0,190.1,17.0,49.9,44.9,47.4,3644.0,3313.7,330.2,280345.6,255169.8,25175.8,285728.3,260069.1,25659.2
Caucedo,892,230,70619.1,79678.6,2006.4,2006.9,2009.1,2009.2,713.6,1698.0,1694.0,1671.6,63.0,126.4,206.3,203.6,16.0,24.9,30.6,26.5,8056.1,7684.8,371.3,615881.7,588725.2,27156.4,627706.6,600028.8,27677.8
Puerto Plata,502,120,12091.1,4887.0,2000.6,2003.7,2007.3,2007.9,355.3,783.8,672.1,799.4,35.0,78.7,72.7,95.4,7.0,40.5,14.4,35.3,2672.6,2497.0,175.6,205911.4,192423.6,13487.8,209864.9,196118.1,13746.7
Santo Domingo,411,143,14881.3,6567.5,1997.3,2004.2,2005.6,2006.2,444.4,1352.4,1009.4,1260.0,36.0,148.0,321.5,338.6,10.0,34.4,16.5,35.4,1385.7,1256.4,129.3,106729.7,96908.1,9821.7,108778.9,98768.7,10010.2
San Pedro De Macoris,241,104,4875.6,7447.8,2003.6,2006.8,2009.9,2010.1,594.4,1366.1,1527.5,1563.1,62.0,133.1,247.2,262.6,40.0,60.4,51.0,53.5,760.9,613.5,147.4,58474.4,47193.5,11280.9,59597.1,48099.6,11497.5
Azua,159,37,3710.9,4344.3,2004.8,2008.2,2009.4,2009.1,768.0,1529.0,1422.1,1407.2,69.0,132.7,213.3,211.2,32.0,51.8,71.3,71.1,587.1,515.5,71.6,44845.7,39379.1,5466.6,45706.8,40135.2,5571.5
La Romana,121,33,4078.8,904.9,2007.9,2006.7,2010.3,2009.4,468.4,819.9,472.9,736.5,37.0,93.5,43.1,108.3,14.0,25.8,15.6,27.9,818.1,695.8,122.3,63245.9,53780.8,9465.1,64460.2,54813.4,9646.8
Manzanillo,82,33,1634.3,2101.8,2000.7,2001.8,2008.1,2008.5,672.3,2278.1,1609.1,1731.9,40.0,184.5,494.9,525.0,41.5,66.8,74.9,78.2,424.0,358.1,65.9,32497.4,27545.4,4952.0,33121.3,28074.2,5047.1
Puerto Palenque,41,37,2741.5,4862.9,2007.5,2007.6,2010.1,2010.1,1072.2,1610.7,2114.1,2288.5,76.0,150.1,331.2,343.3,12.0,24.7,36.2,36.8,264.4,233.4,30.9,20388.1,17997.1,2391.0,20779.6,18342.6,2436.9
Puerto Viejo,30,16,414.9,636.1,2003.8,2006.6,2011.0,2011.6,484.0,1148.1,1376.0,1492.9,56.0,122.0,269.8,269.8,28.5,35.9,53.5,55.3,76.9,62.1,14.8,5879.8,4759.1,1120.7,5992.7,4850.4,1142.3
Cayo Levantado,29,12,787.5,91.4,2005.7,2002.2,2009.1,2009.0,521.7,435.3,514.6,514.5,33.0,35.6,38.6,38.0,6.0,6.1,6.2,6.3,169.2,153.6,15.6,13073.3,11863.1,1210.2,13324.3,12090.8,1233.5
Barahona,27,22,150.7,223.4,2000.3,1998.9,2010.0,2010.2,488.1,596.9,569.7,551.7,47.0,104.8,93.2,86.3,48.0,59.7,84.4,85.9,29.0,22.1,7.0,2222.0,1694.8,527.2,2264.6,1727.3,537.3
Bani,19,19,85.6,109.5,1990.1,1990.1,1999.0,1997.7,572.8,1138.3,1214.5,1258.0,125.0,503.9,332.7,439.7,312.0,642.7,394.2,460.3,72.8,37.7,35.1,5495.4,2849.6,2645.8,5600.9,2904.3,2696.6
