Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Puerto De Haina,215,70,550.5,733.6,2008.0,2007.6,2008.1,2008.1,189.8,283.4,235.5,232.4,26.0,215.6,54.6,42.2,29.0,40.2,31.8,30.2,193.6,123.3,70.3,14769.5,9444.2,5325.3,15053.1,9625.6,5427.6
Azua,129,25,183.4,209.4,2007.2,2007.1,2007.8,2007.4,128.4,156.5,182.8,178.9,19.0,95.8,86.6,77.4,29.0,46.0,79.5,78.9,74.9,41.5,33.4,5696.6,3162.2,2534.5,5806.0,3222.9,2583.1
Puerto Plata,74,27,302.1,438.3,2006.6,2004.3,2008.6,2008.6,303.9,370.4,341.4,341.3,23.0,143.1,68.1,74.6,13.0,55.3,41.4,44.2,111.3,97.7,13.6,8489.0,7460.0,1029.0,8652.0,7603.3,1048.8
San Pedro De Macoris,61,32,137.8,200.5,2009.1,2007.1,2008.9,2008.4,123.2,223.4,188.8,198.0,26.0,240.3,88.8,76.7,40.0,72.8,55.3,57.4,65.2,32.7,32.5,5003.0,2507.7,2495.3,5099.0,2555.8,2543.2
Santo Domingo,57,27,113.4,94.1,2006.2,2003.0,2001.6,2000.6,119.3,177.3,209.0,179.5,43.0,199.0,925.5,1231.6,25.0,149.6,141.4,236.7,118.2,74.8,43.4,9032.4,5762.3,3270.1,9205.8,5872.9,3332.9
Caucedo,36,28,91.4,122.7,2007.8,2007.6,2009.9,2010.1,86.7,204.9,108.8,109.5,19.5,44.7,76.5,79.0,14.5,31.2,19.0,18.9,26.5,18.7,7.8,2031.7,1436.1,595.7,2070.8,1463.6,607.1
Barahona,31,20,80.4,93.3,2002.8,2001.2,2011.5,2011.1,153.2,267.5,331.6,284.5,53.0,142.1,204.7,179.3,26.0,42.8,81.1,81.6,22.5,16.1,6.4,1667.0,1185.4,481.6,1699.0,1208.1,490.9
Puerto Viejo,29,12,35.2,34.7,2002.8,2003.1,2007.5,2007.7,157.5,300.7,334.2,333.9,78.0,664.5,385.6,344.5,27.0,96.1,54.0,46.0,23.7,18.2,5.5,1783.3,1371.5,411.8,1817.5,1397.9,419.7
Puerto Palenque,29,26,59.6,79.4,2006.9,2007.6,2008.6,2008.6,72.1,148.9,75.9,72.8,17.0,166.7,56.6,36.7,13.0,15.8,17.7,17.5,15.6,11.4,4.2,1193.8,870.2,323.6,1216.7,886.9,329.8
La Romana,25,10,102.0,16.7,2011.1,2002.8,2015.1,2013.6,73.6,168.9,80.9,108.7,12.0,186.6,18.3,29.4,15.0,23.5,16.6,26.7,45.0,23.3,21.8,3478.3,1792.9,1685.4,3545.1,1827.3,1717.8
Bani,11,11,12.0,14.2,1994.8,1994.8,2001.3,2001.2,97.2,238.6,130.2,124.9,18.0,22.2,30.9,29.9,6.0,319.6,159.9,126.4,4.8,1.9,2.9,362.3,143.8,218.5,369.2,146.5,222.7
Punta Cana,9,8,13.9,15.4,2009.1,2008.8,2008.3,2008.0,143.2,216.1,136.0,131.2,19.0,37.5,29.6,20.4,4.0,6.2,6.4,6.5,3.5,3.0,0.5,266.7,231.3,35.5,271.9,235.7,36.1
Catalina Island,7,7,19.6,11.2,2004.4,2004.4,1996.5,2005.9,76.7,110.3,105.7,60.8,14.0,16.6,19.2,14.8,1.0,3.7,1.9,2.9,3.6,3.2,0.3,273.5,249.6,23.9,278.7,254.4,24.4
Manzanillo,2,2,22.8,27.2,2009.5,2009.5,2009.0,2009.3,513.9,513.9,512.8,505.0,66.5,66.5,72.1,68.6,88.0,88.0,79.2,84.8,5.5,4.0,1.5,421.1,305.4,115.7,429.2,311.3,117.9
Cabo Rojo,2,2,2.3,3.5,2011.5,2011.5,2011.5,2011.5,220.9,220.9,221.2,220.9,29.0,29.0,29.0,29.0,35.5,35.5,38.2,36.5,0.8,0.5,0.2,60.0,42.2,17.8,61.1,43.0,18.2
Cayo Levantado,1,1,4.9,5.4,2007.0,2007.0,2007.0,2007.0,680.4,680.4,680.4,680.4,47.0,47.0,47.0,47.0,7.0,7.0,7.0,7.0,1.1,1.0,0.1,85.2,73.9,11.3,86.8,75.3,11.5
Samana,1,1,0.2,0.3,1983.0,1983.0,1983.0,1983.0,80.0,80.0,80.0,80.0,3369.0,3369.0,3369.0,3369.0,393.0,393.0,393.0,393.0,31.8,30.1,1.6,2385.6,2262.7,122.9,2431.4,2306.2,125.2
