Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,888,333,29348.5,30851.7,2004.8,2007.9,2008.5,2008.6,994.0,1620.9,1336.0,1459.5,84.0,162.7,258.8,248.4,22.5,60.6,40.0,50.2,4993.8,4605.2,388.6,377308.1,348127.4,29180.8,384552.4,354811.4,29741.0
Puerto Rico,468,80,3121.3,2554.7,2001.1,2005.3,2000.9,2005.0,249.8,325.8,288.4,330.2,20.0,34.7,39.5,60.2,13.0,29.0,20.8,28.1,638.8,490.6,148.3,48678.8,37547.0,11131.8,49613.4,38267.9,11345.5
Haiti,336,82,2009.0,2364.3,2000.6,2002.2,2005.2,2005.1,464.5,487.4,511.5,512.2,37.0,52.1,54.2,56.9,18.0,41.9,24.7,28.3,445.0,376.7,68.3,34202.2,29017.0,5185.2,34858.9,29574.1,5284.7
Jamaica,331,120,5214.7,4995.2,2007.4,2007.8,2008.3,2007.3,482.2,531.5,509.9,513.1,35.0,54.1,51.6,64.1,19.0,34.2,22.1,27.3,903.6,753.4,150.2,69841.2,58270.1,11571.0,71182.1,59388.9,11793.2
Colombia,320,165,8343.3,8845.8,2008.2,2008.8,2010.7,2011.2,611.3,690.2,670.8,687.6,46.0,72.4,67.5,73.6,12.0,36.5,20.5,26.2,1054.0,972.0,82.0,81474.9,75195.0,6280.0,83039.3,76638.7,6400.6
Trinidad and Tobago,169,72,2426.7,2642.3,2009.4,2006.8,2009.1,2009.3,706.3,744.4,754.0,745.5,67.0,111.2,90.4,91.9,23.0,71.8,81.4,79.6,499.0,350.8,148.2,36740.3,25468.4,11271.9,37445.8,25957.4,11488.3
Virgin Islands (U.S.),127,34,1616.8,503.7,1996.0,2001.1,2008.1,2002.8,345.3,424.6,391.6,430.6,32.0,43.2,25.4,46.9,7.0,25.2,11.0,27.0,394.7,324.4,70.2,30030.9,24756.9,5274.0,30607.5,25232.3,5375.2
Panama,103,34,2714.0,3231.0,2003.8,2005.1,2009.9,2009.9,818.8,836.4,860.3,853.6,66.0,111.7,107.7,99.8,47.0,131.5,197.8,158.6,527.1,351.1,176.0,40494.9,26940.7,13554.2,41272.4,27458.0,13814.5
Brazil,99,54,19213.4,22158.8,2005.9,2006.7,2005.5,2005.8,3947.8,3176.1,3523.1,3513.8,233.0,273.9,251.1,261.2,17.0,45.9,24.6,27.4,2113.8,2076.0,37.8,163691.4,160782.4,2909.0,166834.2,163869.4,2964.8
Turks and Caicos Islands,75,24,578.9,64.5,1987.5,1997.3,2002.4,1998.8,163.0,354.2,182.7,187.3,27.0,147.0,21.2,48.5,20.0,21.0,7.9,13.8,177.0,142.1,34.9,13598.8,10906.0,2692.8,13859.9,11115.4,2744.5
