Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,63,18,566.5,714.8,2001.6,2001.6,2003.2,2003.0,603.5,688.8,676.2,674.3,66.0,99.4,94.0,95.3,107.0,178.2,204.9,203.9,206.1,113.6,92.6,15664.8,8706.8,6958.0,15965.6,8874.0,7091.6
Refrigerated bulk,32,4,54.6,57.7,1985.5,1985.8,1985.9,1985.2,694.4,827.9,1002.5,979.5,105.5,107.5,195.4,194.7,79.5,99.1,95.9,101.4,101.0,52.7,48.3,7599.0,3971.0,3628.0,7744.9,4047.3,3697.6
Miscellaneous - fishing,27,21,96.8,58.4,1990.9,1992.6,1986.8,1987.2,1807.6,3130.6,2833.5,2479.2,288.0,452.6,572.4,653.3,30.0,151.1,338.6,239.7,60.3,46.4,13.9,4528.5,3485.2,1043.2,4615.4,3552.1,1063.3
General cargo,25,18,266.7,358.4,2001.7,2005.3,2007.1,2007.0,1285.0,1638.4,1695.3,1703.2,151.0,183.9,207.8,205.6,69.0,122.8,124.3,129.0,70.1,56.8,13.3,5373.0,4372.2,1000.8,5476.2,4456.2,1020.0
Chemical tanker,22,8,119.2,172.8,2009.3,2010.4,2009.5,2009.6,1777.1,1521.8,1563.8,1556.5,139.5,137.0,142.4,141.9,33.5,29.3,34.7,34.5,51.5,43.9,7.6,3951.7,3380.4,571.4,4027.6,3445.3,582.4
Oil tanker,13,1,37.3,53.6,1996.0,1996.0,1996.0,1996.0,487.6,487.6,1034.3,1034.3,93.0,93.0,298.1,298.1,36.0,36.0,35.3,35.3,14.8,13.1,1.7,1108.9,980.6,128.3,1130.2,999.4,130.8
Bulk carrier,8,7,196.4,318.1,2006.6,2006.6,2008.5,2008.6,1154.4,1400.2,1206.7,1189.2,103.5,142.4,167.4,162.7,208.0,246.2,255.8,268.5,30.2,23.1,7.1,2334.7,1787.8,546.9,2379.5,1822.1,557.4
Service - tug,3,2,5.9,6.0,2004.3,2001.0,1995.0,1993.9,1825.7,1848.3,1834.6,1832.1,207.0,227.2,231.6,224.8,123.0,103.5,127.4,129.5,8.6,7.5,1.1,655.0,570.0,85.0,667.6,580.9,86.6
Offshore,1,1,29.5,21.5,1992.0,1992.0,1992.0,1992.0,4623.5,4623.5,4623.5,4623.5,2892.0,2892.0,2892.0,2892.0,189.0,189.0,189.0,189.0,13.7,13.3,0.5,1032.2,995.3,36.9,1052.0,1014.4,37.6
Cruise,1,1,15.6,2.0,2013.0,2013.0,2013.0,2013.0,1418.4,1418.4,1418.4,1418.4,114.0,114.0,114.0,114.0,21.0,21.0,21.0,21.0,7.1,6.1,1.0,532.1,459.9,72.2,542.3,468.7,73.6
