Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Freudenau,2,2,0.0,0.0,1996.5,1996.5,1981.9,1975.6,50.3,50.3,50.3,50.3,9.5,9.5,8.5,8.0,23.5,23.5,14.3,10.4,0.1,0.1,0.1,11.2,5.8,5.4,11.4,5.9,5.5
Wulkaprodersdorf,1,1,0.4,0.3,1971.0,1971.0,1971.0,1971.0,129.3,129.3,129.3,129.3,20.0,20.0,20.0,20.0,32.0,32.0,32.0,32.0,0.5,0.2,0.3,34.4,13.1,21.3,35.1,13.4,21.7
Steeg,1,1,12.4,6.2,1984.0,1984.0,1984.0,1984.0,1990.4,1990.4,1990.4,1990.4,195.0,195.0,195.0,195.0,35.0,35.0,35.0,35.0,2.9,2.4,0.4,214.2,181.6,32.6,218.3,185.1,33.2
Bischofshofen,1,1,27.3,46.8,1994.0,1994.0,1994.0,1994.0,1045.2,1045.2,1045.2,1045.2,52.0,52.0,52.0,52.0,15.0,15.0,15.0,15.0,3.2,2.5,0.7,249.2,193.2,55.9,253.9,197.0,57.0
Nuziders,1,1,1.0,0.1,1997.0,1997.0,1997.0,1997.0,202.5,202.5,202.5,202.5,41.0,41.0,41.0,41.0,4.0,4.0,4.0,4.0,0.3,0.2,0.0,20.5,18.2,2.3,20.8,18.5,2.3
Schrattenthal,1,1,12.4,19.9,2004.0,2004.0,2004.0,2004.0,531.8,531.8,531.8,531.8,104.0,104.0,104.0,104.0,1.0,1.0,1.0,1.0,3.6,3.6,0.0,281.1,280.5,0.6,286.5,285.9,0.6
Falkenstein,1,1,103.1,193.1,2003.0,2003.0,2003.0,2003.0,1824.7,1824.7,1824.7,1824.7,123.0,123.0,123.0,123.0,29.0,29.0,29.0,29.0,6.6,5.5,1.1,512.8,425.7,87.1,522.7,433.8,88.8
Neufelden,1,1,56.0,101.6,2006.0,2006.0,2006.0,2006.0,1824.7,1824.7,1824.7,1824.7,158.0,158.0,158.0,158.0,12.0,12.0,12.0,12.0,4.8,4.7,0.0,368.2,364.7,3.5,375.2,371.7,3.5
Judendorf,1,1,34.0,8.7,2006.0,2006.0,2006.0,2006.0,1236.8,1236.8,1236.8,1236.8,81.0,81.0,81.0,81.0,15.0,15.0,15.0,15.0,7.7,7.4,0.3,592.9,569.6,23.3,604.3,580.5,23.8
Dobermannsdorf,1,1,139.0,267.4,2016.0,2016.0,2016.0,2016.0,1479.8,1479.8,1479.8,1479.8,85.0,85.0,85.0,85.0,78.0,78.0,78.0,78.0,5.8,2.2,3.5,447.2,173.9,273.3,455.8,177.2,278.5
Prinzersdorf,1,1,0.1,0.1,2020.0,2020.0,2020.0,2020.0,86.6,86.6,86.6,86.6,47.0,47.0,47.0,47.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,2.8,2.5,0.4,2.9,2.5,0.4
Linz,1,1,0.9,0.9,2018.0,2018.0,2018.0,2018.0,121.9,121.9,121.9,121.9,6.0,6.0,6.0,6.0,32.0,32.0,32.0,32.0,0.3,0.1,0.2,19.1,4.1,15.0,19.5,4.2,15.3
Wien,1,1,0.0,0.0,2018.0,2018.0,2018.0,2018.0,330.8,330.8,330.8,330.8,26.0,26.0,26.0,26.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,9.1,8.9,0.1,9.2,9.1,0.1
