Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Wulkaprodersdorf,1,1,0.7,0.5,1971.0,1971.0,1971.0,1971.0,228.8,228.8,228.8,228.8,29.0,29.0,29.0,29.0,2.0,2.0,2.0,2.0,0.2,0.2,0.0,15.4,14.3,1.1,15.7,14.6,1.1
Sankt Stefan Ob Stainz,1,1,6.3,3.1,1984.0,1984.0,1984.0,1984.0,1003.9,1003.9,1003.9,1003.9,57.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,1.4,0.7,0.7,108.0,53.1,54.9,110.1,54.1,56.0
Mitterkirchen,1,1,0.0,0.0,1975.0,1975.0,1975.0,1975.0,62.3,62.3,62.3,62.3,43.0,43.0,43.0,43.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.4,3.4,0.1,3.5,3.4,0.1
Sankt Margrethen,1,1,34.7,59.4,1994.0,1994.0,1994.0,1994.0,1326.0,1326.0,1326.0,1326.0,68.0,68.0,68.0,68.0,17.0,17.0,17.0,17.0,4.1,3.2,0.8,314.6,251.7,62.9,320.6,256.5,64.1
Nuziders,1,1,0.3,0.0,1997.0,1997.0,1997.0,1997.0,67.5,67.5,67.5,67.5,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,0.1,0.1,0.0,6.6,4.0,2.7,6.8,4.1,2.7
Schrattenthal,1,1,21.3,34.2,2004.0,2004.0,2004.0,2004.0,915.0,915.0,915.0,915.0,75.0,75.0,75.0,75.0,33.0,33.0,33.0,33.0,2.7,1.8,0.9,210.5,142.1,68.4,214.5,144.8,69.7
Falkenstein,1,1,35.3,66.2,2003.0,2003.0,2003.0,2003.0,625.4,625.4,625.4,625.4,300.0,300.0,300.0,300.0,5.0,5.0,5.0,5.0,5.1,5.0,0.1,394.0,390.0,4.1,401.6,397.4,4.2
Neufelden,1,1,20.7,37.6,2006.0,2006.0,2006.0,2006.0,675.6,675.6,675.6,675.6,59.0,59.0,59.0,59.0,8.0,8.0,8.0,8.0,1.8,1.7,0.0,136.1,133.8,2.3,138.7,136.3,2.4
Judendorf,1,1,12.7,3.2,2006.0,2006.0,2006.0,2006.0,462.5,462.5,462.5,462.5,25.0,25.0,25.0,25.0,3.0,3.0,3.0,3.0,2.7,2.6,0.1,208.0,203.4,4.6,212.0,207.3,4.7
Dobermannsdorf,1,1,19.8,38.1,2016.0,2016.0,2016.0,2016.0,210.7,210.7,210.7,210.7,21.0,21.0,21.0,21.0,3.0,3.0,3.0,3.0,0.9,0.8,0.0,66.8,65.1,1.6,68.0,66.4,1.6
Prinzersdorf,1,1,0.0,0.0,2020.0,2020.0,2020.0,2020.0,18.1,18.1,18.1,18.1,26.0,26.0,26.0,26.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.5,1.4,0.1,1.6,1.4,0.1
Linz,1,1,0.3,0.3,2018.0,2018.0,2018.0,2018.0,41.1,41.1,41.1,41.1,11.0,11.0,11.0,11.0,5.0,5.0,5.0,5.0,0.1,0.1,0.1,9.0,5.2,3.8,9.2,5.3,3.9
Wien,1,1,0.0,0.0,2018.0,2018.0,2018.0,2018.0,212.9,212.9,212.9,212.9,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.7,5.7,0.0,5.8,5.8,0.0
Freudenau,1,1,0.0,0.0,2018.0,2018.0,2018.0,2018.0,236.2,236.2,236.2,236.2,49.0,49.0,49.0,49.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,9.2,9.1,0.1,9.4,9.3,0.1
