Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,135,8,11.5,16.7,1983.2,1981.8,1984.4,1984.8,107.2,111.3,108.2,107.3,19.0,19.4,25.6,25.0,7.0,15.2,26.4,24.4,29.9,21.3,8.6,2247.9,1600.8,647.1,2291.1,1631.6,659.5
Ro-Ro,64,3,29.4,39.5,2004.6,1995.3,2009.0,2008.8,147.8,153.5,145.6,145.7,24.5,26.0,29.8,29.9,6.0,78.5,9.0,9.2,32.4,23.5,8.9,2463.1,1797.5,665.7,2510.4,1832.0,678.4
Cruise,23,7,24.0,2.7,1986.7,1982.1,1995.4,1993.9,113.6,106.9,119.9,120.7,17.0,18.9,24.7,24.4,14.0,17.8,15.4,15.6,21.2,12.1,9.1,1613.7,922.6,691.0,1644.6,940.3,704.3
General cargo,19,6,10.8,13.9,1978.5,1980.5,1978.9,1978.8,412.2,320.9,290.6,291.3,50.0,45.7,93.0,93.5,9.0,59.8,40.7,40.7,6.3,4.7,1.6,474.9,353.2,121.7,484.0,360.0,124.0
Oil tanker,17,2,13.1,20.2,2002.1,2000.5,2001.9,2001.8,124.8,148.8,151.9,153.9,16.0,18.5,21.6,22.1,18.0,29.0,31.0,31.3,9.8,3.7,6.2,744.6,280.9,463.7,758.9,286.3,472.6
Liquefied gas tanker,12,1,8.2,8.5,2007.0,2007.0,2007.0,2007.0,124.7,124.7,143.2,143.2,14.5,14.5,20.2,20.2,11.0,11.0,12.2,12.2,5.6,3.3,2.3,426.9,252.6,174.3,435.1,257.4,177.7
Chemical tanker,9,3,58.1,91.4,2013.3,2010.7,2005.9,2005.8,135.8,842.8,988.1,1048.3,16.0,81.3,195.1,196.8,15.0,15.7,20.0,20.1,11.5,9.5,2.0,877.8,728.4,149.3,894.6,742.4,152.2
Ferry-RoPax,5,2,0.3,0.1,1971.6,1972.0,1971.9,1971.8,55.3,54.2,64.7,64.5,60.0,53.0,45.8,45.6,5.0,4.2,4.3,4.3,1.3,1.2,0.1,95.8,87.1,8.7,97.7,88.8,8.9
Service - tug,1,1,0.1,0.1,1975.0,1975.0,1975.0,1975.0,271.2,271.2,271.2,271.2,18.0,18.0,18.0,18.0,377.0,377.0,377.0,377.0,0.5,0.1,0.4,35.2,4.1,31.1,35.9,4.2,31.7
Ferry-pax only,1,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,112.2,112.2,112.2,112.2,235.0,235.0,235.0,235.0,8.0,8.0,8.0,8.0,0.4,0.4,0.0,28.1,27.2,0.9,28.7,27.7,0.9
