Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,135,8,13.4,19.6,1983.2,1981.8,1983.4,1983.8,110.5,116.7,125.6,126.1,20.0,29.0,94.6,99.4,5.0,8.2,21.0,21.2,38.8,29.9,8.9,2911.6,2245.3,666.3,2967.5,2288.4,679.1
Ro-Ro,66,3,28.2,38.0,2004.3,1995.3,2008.3,2008.1,112.6,570.1,136.5,137.2,16.0,533.5,148.1,160.1,15.5,15.3,19.5,19.7,64.7,50.0,14.7,4898.8,3773.6,1125.2,4992.8,3846.0,1146.8
Cruise,22,7,46.4,4.9,1986.9,1982.1,1993.3,1992.8,127.5,130.8,236.8,224.9,17.5,28.0,131.5,115.8,9.0,8.4,8.4,8.3,27.9,22.4,5.5,2126.3,1707.3,419.0,2167.1,1740.1,427.0
General cargo,19,6,8.3,10.2,1978.5,1980.5,1996.5,1995.7,107.6,186.6,223.0,214.3,14.0,40.7,101.1,97.5,30.0,28.3,27.6,26.7,3.9,3.1,0.8,295.1,233.8,61.3,300.8,238.3,62.5
Oil tanker,17,2,11.3,17.3,2002.1,2000.5,2002.1,2002.0,107.3,109.7,131.0,131.9,11.0,12.5,15.9,16.0,10.0,9.2,18.7,18.3,7.0,2.8,4.2,533.7,215.4,318.3,544.0,219.6,324.4
Liquefied gas tanker,12,1,6.9,7.2,2007.0,2007.0,2007.0,2007.0,128.1,128.1,120.5,120.5,17.5,17.5,21.7,21.7,8.0,8.0,8.2,8.2,5.5,3.9,1.6,420.4,296.6,123.8,428.5,302.3,126.2
Chemical tanker,9,3,9.5,13.7,2013.3,2010.7,2012.0,2011.9,229.9,160.1,160.9,156.5,26.0,28.0,33.4,33.3,9.0,10.3,9.2,9.3,4.4,3.6,0.9,340.0,273.8,66.2,346.6,279.1,67.5
Ferry-RoPax,5,2,0.9,0.2,1971.6,1972.0,1972.9,1972.8,113.8,231.1,212.6,208.6,38.0,48.0,93.8,93.2,10.0,11.2,15.3,15.2,1.3,1.1,0.3,101.1,82.0,19.0,103.0,83.6,19.4
Service - tug,1,1,0.0,0.0,1975.0,1975.0,1975.0,1975.0,150.4,150.4,150.4,150.4,63.0,63.0,63.0,63.0,11.0,11.0,11.0,11.0,0.1,0.1,0.0,8.5,7.4,1.1,8.6,7.6,1.1
Ferry-pax only,1,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,93.2,93.2,93.2,93.2,20.0,20.0,20.0,20.0,17.0,17.0,17.0,17.0,0.1,0.0,0.0,4.3,2.3,2.0,4.4,2.4,2.0
