Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Virgin Islands (British),68,19,12.2,13.9,1987.4,1986.9,1993.5,1995.2,113.1,139.1,127.1,125.2,19.0,32.6,28.1,23.9,16.0,70.7,38.1,39.9,27.8,13.5,14.3,2086.3,1013.0,1073.3,2126.4,1032.5,1093.9
Virgin Islands (U.S.),57,4,28.2,37.8,2007.6,1987.0,2010.3,2010.2,147.1,146.7,144.6,144.6,24.0,33.5,28.0,28.1,6.0,9.6,7.7,7.7,24.2,19.6,4.6,1847.7,1499.0,348.7,1883.1,1527.8,355.3
Saint Kitts and Nevis,39,15,17.9,16.3,1992.3,1988.0,1997.4,2001.6,88.0,91.1,108.8,115.9,15.0,20.3,22.2,18.5,12.0,10.7,20.2,23.3,18.9,10.7,8.2,1435.7,813.9,621.8,1463.3,829.6,633.7
"Bonaire, Sint Eustatius and Saba",37,9,2.1,2.6,1980.0,1981.2,1981.6,1980.5,57.5,61.1,69.8,68.7,21.0,18.2,21.6,22.6,5.0,2.7,5.4,5.8,5.1,4.4,0.7,380.1,326.9,53.2,387.4,333.2,54.2
Montserrat,33,10,7.2,10.5,1982.7,1985.7,1988.2,1987.6,139.4,149.8,170.3,172.5,22.0,24.8,32.2,32.8,2.0,3.6,8.3,8.2,9.5,8.4,1.1,716.2,634.2,82.0,729.9,646.4,83.6
Sint Maarten (Dutch part),16,9,3.9,5.5,1983.4,1981.9,1978.5,1977.4,83.8,226.5,195.6,284.0,18.5,43.2,107.0,122.0,3.5,11.3,36.7,41.7,5.2,4.3,0.9,393.2,323.6,69.7,400.8,329.8,71.0
Antigua and Barbuda,14,8,11.9,7.1,1994.6,1992.6,2006.8,2003.3,130.0,132.1,123.0,137.9,19.0,19.7,16.4,18.1,11.0,11.8,15.4,18.6,7.1,4.1,3.0,540.3,311.4,228.9,550.7,317.4,233.3
Barbados,4,2,2.4,2.4,1974.2,1972.5,1974.0,1974.1,439.0,439.0,439.5,439.8,57.5,53.0,58.0,58.2,32.0,28.0,46.8,47.6,0.9,0.7,0.2,66.7,55.1,11.7,68.0,56.1,11.9
Trinidad and Tobago,4,2,2.5,2.6,1975.5,1975.0,1975.8,1975.7,547.1,538.9,568.0,565.7,124.0,123.0,149.3,145.1,58.0,164.5,70.5,80.9,2.5,1.3,1.2,184.5,94.2,90.3,188.1,96.0,92.1
Saint Barthélemy,3,2,1.0,0.1,1989.0,1988.0,1989.6,1989.3,97.2,83.2,90.0,85.9,17.0,16.5,20.1,19.5,25.0,31.2,27.5,28.2,2.3,0.7,1.5,169.6,55.3,114.3,172.9,56.4,116.5
Guadeloupe,2,1,6.2,0.7,1992.0,1992.0,1992.0,1992.0,207.0,207.0,207.0,207.0,28.5,28.5,28.9,28.9,14.0,14.0,14.0,14.0,3.2,2.0,1.2,250.6,155.4,95.2,255.4,158.4,97.0
Grenada,2,2,3.4,4.7,2002.5,2002.5,2002.8,2001.7,412.9,412.9,409.5,415.8,39.5,39.5,38.8,41.0,28.0,28.0,26.8,30.6,2.0,1.2,0.8,152.0,94.0,58.1,155.0,95.8,59.2
United Kingdom of Great Britain and Northern Ireland,2,2,1.7,2.2,2005.0,2005.0,2004.4,2004.1,161.4,161.4,163.7,170.6,16.0,16.0,16.6,16.9,12.0,12.0,13.2,13.8,0.7,0.4,0.3,55.3,32.1,23.2,56.4,32.7,23.7
Saint Martin (French part),1,1,0.0,0.1,2003.0,2003.0,2003.0,2003.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.2,0.1,0.1,14.7,6.7,7.9,14.9,6.8,8.1
United States of America,1,1,53.0,84.2,2005.0,2005.0,2005.0,2005.0,2280.4,2280.4,2280.4,2280.4,212.0,212.0,212.0,212.0,21.0,21.0,21.0,21.0,8.5,7.5,1.0,650.1,578.5,71.6,662.5,589.6,72.9
Dominica,1,1,0.1,0.2,1979.0,1979.0,1979.0,1979.0,211.6,211.6,211.6,211.6,33.0,33.0,33.0,33.0,5.0,5.0,5.0,5.0,0.2,0.2,0.0,17.4,16.3,1.1,17.7,16.6,1.1
Netherlands,1,1,0.2,0.0,1984.0,1984.0,1984.0,1984.0,35.5,35.5,35.5,35.5,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.1,6.1,0.0,6.2,6.2,0.0
Saint Lucia,1,1,1.5,2.1,2017.0,2017.0,2017.0,2017.0,286.8,286.8,286.8,286.8,28.0,28.0,28.0,28.0,3.0,3.0,3.0,3.0,0.5,0.5,0.0,41.4,38.7,2.6,42.1,39.4,2.7
