Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Shakotan,561,68,234.9,137.5,1989.2,1990.2,1990.2,1991.1,106.4,406.1,216.9,259.1,36.0,87.8,239.1,254.7,9.0,16.6,85.8,74.8,190.0,149.6,40.4,14291.4,11248.4,3043.0,14565.8,11464.3,3101.5
Port Foster,92,30,150.0,31.8,1989.1,1988.8,1992.2,1987.9,245.0,290.4,290.2,284.2,39.5,49.4,59.3,68.1,2.0,6.8,6.5,8.6,80.5,74.1,6.5,6085.7,5597.0,488.6,6202.5,5704.5,498.0
Vernadsky,49,21,103.6,19.9,1987.8,1987.0,1992.1,1986.8,291.1,340.5,336.8,348.9,46.0,54.2,61.1,64.4,6.0,10.7,8.1,7.7,48.5,43.9,4.6,3670.8,3326.1,344.8,3741.3,3389.9,351.4
Escudero,42,18,50.4,18.5,1991.0,1991.6,1997.7,2002.5,183.8,302.0,287.6,372.5,27.0,56.2,79.4,127.8,10.5,12.3,16.4,12.3,31.4,24.7,6.7,2359.6,1859.1,500.5,2404.9,1894.8,510.1
Palmer,26,16,47.3,13.0,1991.0,1990.7,1993.5,1990.9,297.4,328.2,317.1,357.3,26.0,45.7,49.6,76.9,9.5,12.5,14.6,11.3,19.3,15.2,4.1,1456.7,1147.1,309.6,1484.7,1169.1,315.6
Arctowski,8,5,5.7,5.6,2000.5,1990.6,2008.0,2008.9,187.4,246.1,183.2,199.4,38.0,55.8,45.9,51.2,2.5,14.6,31.3,32.8,4.6,3.3,1.3,346.6,247.6,98.9,353.2,252.4,100.8
Jubany,7,4,13.3,6.9,1987.1,1988.5,1983.7,1985.1,357.8,370.8,393.4,389.5,48.0,66.1,72.4,73.4,19.0,20.5,20.2,20.0,3.5,3.1,0.4,261.8,234.1,27.6,266.8,238.6,28.1
Mario Zucchelli,5,2,74.8,41.4,1996.2,2001.0,1994.5,1994.1,295.6,614.8,1085.2,1090.5,28.0,101.2,218.2,219.5,7.0,6.5,7.3,7.3,22.1,22.0,0.1,1703.7,1696.4,7.3,1736.4,1729.0,7.4
Signy,5,5,24.3,14.3,1989.6,1989.6,1991.3,1994.7,889.8,1058.3,947.3,939.3,117.0,166.8,143.5,135.6,35.0,50.4,60.5,78.4,9.4,9.0,0.5,711.9,677.5,34.4,725.6,690.5,35.1
Rothera,5,4,9.1,4.7,1996.2,1997.5,1995.3,1995.2,412.4,344.0,373.7,381.7,48.0,43.2,59.6,61.7,75.0,63.2,68.6,74.9,4.5,3.7,0.8,338.5,281.4,57.0,345.0,286.8,58.1
Mcmurdo,3,1,65.9,37.6,1993.0,1993.0,1993.0,1993.0,321.3,321.3,1430.7,1430.7,79.0,79.0,291.7,291.7,23.0,23.0,43.7,43.7,15.4,15.2,0.2,1188.2,1172.0,16.2,1211.0,1194.5,16.5
Comandante Ferraz,3,3,12.8,4.5,1996.3,1996.3,1985.9,1989.4,411.6,427.1,509.8,391.1,32.0,75.7,126.8,124.8,2.0,5.7,1.4,3.0,3.6,3.5,0.1,273.1,266.8,6.3,278.4,271.9,6.4
Marambio,2,2,7.5,3.6,2005.0,2005.0,2006.8,2005.7,567.4,567.4,599.7,548.1,87.5,87.5,106.5,94.4,13.0,13.0,16.7,14.3,3.0,2.9,0.0,222.7,219.2,3.4,226.9,223.4,3.5
Davis Station,1,1,9.5,5.7,1990.0,1990.0,1990.0,1990.0,1445.2,1445.2,1445.2,1445.2,425.0,425.0,425.0,425.0,68.0,68.0,68.0,68.0,3.3,2.0,1.3,249.8,153.0,96.9,254.6,155.9,98.7
Mawson Station,1,1,3.1,1.8,1990.0,1990.0,1990.0,1990.0,467.5,467.5,467.5,467.5,51.0,51.0,51.0,51.0,11.0,11.0,11.0,11.0,1.2,1.2,0.1,96.2,92.1,4.1,98.1,93.9,4.2
Orcadas,1,1,7.2,1.0,1991.0,1991.0,1991.0,1991.0,855.9,855.9,855.9,855.9,91.0,91.0,91.0,91.0,3.0,3.0,3.0,3.0,2.4,2.3,0.1,180.7,176.5,4.2,184.2,179.9,4.3
Jang Bogo Station,1,1,6.2,2.5,1992.0,1992.0,1992.0,1992.0,1008.3,1008.3,1008.3,1008.3,218.0,218.0,218.0,218.0,32.0,32.0,32.0,32.0,2.0,1.8,0.2,146.6,133.9,12.6,149.4,136.5,12.8
