Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Shakotan,984,170,1813.3,1542.4,1988.9,1989.6,1997.9,1999.9,171.0,1285.3,1075.3,1194.8,33.0,260.9,724.8,572.2,14.0,27.2,39.6,33.5,734.6,646.7,87.9,55584.4,48972.9,6611.4,56651.6,49913.2,6738.4
Port Foster,88,38,336.7,85.4,1988.8,1990.4,1997.2,1996.2,429.4,666.8,514.1,669.2,46.5,105.9,174.8,248.7,3.0,6.9,5.8,7.6,150.2,143.1,7.1,11410.0,10872.6,537.4,11629.1,11081.4,547.7
Vernadsky,85,29,341.9,71.6,1989.5,1990.7,1993.7,1988.7,707.7,585.5,609.5,608.3,69.0,72.9,81.4,84.6,7.0,17.2,10.1,11.5,167.0,152.9,14.1,12617.6,11550.9,1066.7,12859.9,11772.7,1087.2
Palmer,47,20,160.3,29.4,1991.9,1990.4,1995.3,1994.0,371.2,468.1,466.9,455.2,43.0,50.2,53.5,55.3,19.0,16.9,34.6,45.6,77.3,58.8,18.5,5882.5,4471.6,1410.9,5995.4,4557.5,1437.9
Escudero,41,21,240.5,76.1,1990.0,1992.3,1997.0,1999.1,628.3,790.8,898.3,1051.1,63.0,107.5,229.4,338.7,5.0,13.0,16.8,24.6,99.6,95.8,3.8,7625.2,7337.0,288.3,7771.6,7477.8,293.8
Signy,24,13,309.9,230.9,1984.5,1984.9,1987.4,1988.1,1858.6,2122.3,1696.0,1628.6,172.0,400.5,463.8,426.5,18.5,40.0,80.0,80.6,119.6,99.1,20.5,9072.9,7532.1,1540.8,9247.1,7676.7,1570.4
Orcadas,14,7,138.4,27.9,1981.1,1982.6,1982.3,1981.3,1683.8,1539.0,1468.0,1317.5,204.5,186.1,205.9,188.8,3.5,6.6,6.6,10.2,57.7,56.3,1.4,4360.0,4256.3,103.7,4443.8,4338.0,105.7
Jubany,10,6,45.9,17.4,1981.0,1982.5,1983.4,1979.6,541.3,625.7,762.3,799.8,56.0,95.8,157.1,181.9,4.0,6.5,6.0,6.8,21.7,21.4,0.3,1637.5,1616.8,20.6,1668.9,1647.8,21.0
Marambio,10,6,38.7,14.1,1984.3,1987.3,1983.1,1983.0,188.8,505.6,471.8,476.1,34.0,60.8,78.7,82.0,10.5,11.6,20.3,20.3,16.7,15.9,0.8,1279.8,1219.4,60.4,1304.4,1242.8,61.5
Rothera,9,8,26.4,9.7,1993.4,1991.8,1994.7,1993.7,204.4,671.8,455.4,632.6,24.0,128.0,381.5,515.2,14.0,16.8,36.0,47.5,13.7,12.4,1.3,1047.0,946.9,100.1,1067.1,965.1,102.0
Comandante Ferraz,8,6,117.4,93.7,1986.2,1980.0,1999.7,1996.8,1039.0,1002.0,1242.9,1154.1,98.0,119.4,148.7,141.5,12.0,67.8,159.0,286.8,40.3,33.9,6.4,3053.7,2573.1,480.6,3112.4,2622.5,489.9
Arctowski,8,7,32.8,5.2,1999.2,2000.4,2000.2,2001.3,669.8,567.0,647.0,396.8,53.0,65.0,91.7,89.0,3.0,4.6,3.8,4.3,16.0,15.3,0.8,1216.0,1156.5,59.4,1239.3,1178.7,60.6
Port-Aux-Francais,7,5,71.4,36.2,1997.6,1996.2,1998.2,1998.0,7941.2,6965.8,4436.3,4368.2,370.0,1183.0,574.2,570.4,175.0,385.2,392.9,394.7,45.9,34.5,11.5,3469.5,2604.6,864.9,3536.1,2654.6,881.5
King Sejong,5,4,63.7,39.9,1987.0,1988.5,1989.7,1987.3,880.7,3441.3,3188.4,2599.2,238.0,608.4,1528.8,1303.4,22.0,54.5,21.1,26.8,39.8,39.4,0.4,2992.4,2961.8,30.6,3049.9,3018.7,31.2
Mcmurdo,3,3,40.8,42.4,1990.3,1990.3,2008.2,2010.6,2299.1,1584.0,1338.7,1681.4,190.0,155.0,193.6,190.6,31.0,66.0,141.7,151.9,12.2,10.6,1.6,932.6,812.2,120.4,950.5,827.8,122.7
Jang Bogo Station,3,1,55.4,21.4,2009.0,2009.0,2009.0,2009.0,2440.5,2440.5,2460.1,2460.1,201.0,201.0,225.7,225.7,35.0,35.0,55.2,55.2,32.1,31.7,0.3,2408.4,2383.3,25.1,2454.6,2429.0,25.6
Casey Station,2,2,61.3,36.4,2002.0,2002.0,1990.1,1990.1,4724.5,4724.5,7664.4,7898.9,907.0,907.0,1767.3,1768.5,58.5,58.5,109.6,109.7,29.8,29.5,0.3,2302.1,2280.5,21.7,2346.3,2324.2,22.1
Davis Station,1,1,20.7,12.3,1990.0,1990.0,1990.0,1990.0,3144.7,3144.7,3144.7,3144.7,265.0,265.0,265.0,265.0,74.0,74.0,74.0,74.0,9.8,9.5,0.3,757.7,734.4,23.3,772.2,748.5,23.7
